Run,Seed,E30000,E60000,E90000,E150000,E300000,E600000,E900000,E1200000,E1500000,E1800000,E2100000,E2400000,E2700000,E3000000
1,939243802,88801223989361.53,5401579507521.217,977544502981.6764,180568826616.5842,31230618494.97898,5258763216.017033,2260982568.214597,1306382001.602563,895120323.1393272,637418630.7166764,515581775.5154082,454288699.0378847,425182154.9048007,409597309.2286903
2,940243839,106454383304785.1,6356099621728.643,1027808010554.073,164655242277.0628,26540037689.29039,4335570093.967744,2096201378.521535,1053506077.215728,795173528.5285037,528789460.7622346,368205637.7360206,297432487.6285465,263385140.9830026,252492138.615238
3,941243876,96477331034436.94,6379903778509.779,1126673647591.06,180500467049.6413,28253774737.4446,4580989972.48247,1897360494.674886,1214399143.310097,889126716.8995986,766776842.9260923,636431294.2574673,537212065.2311922,492306297.8844328,466024890.7940954
4,942243913,116170153663363.2,6447871908742.832,940648566327.4784,148483944759.2689,31203706827.54272,3377509060.552448,1953156489.042953,1195099602.763788,766341617.6077479,516201791.6599206,413553341.3459776,351310936.0627552,302002835.6387002,288680594.2434571
5,943243950,109426109472427,7189188370842.684,1067465077722.121,150395191365.9287,25703371661.83812,3847623156.81803,1656921040.122437,958959114.3867394,584555047.3596261,424436970.1810866,301626837.5848547,251453391.1017098,208054878.8537733,188130006.2858516
6,944243987,88806279085052.05,6123057168287.465,791788086767.0403,156310585069.9775,27836622963.66938,4674788719.663285,1859483218.421911,1016107493.511858,567999649.5594963,337084236.55135,277476548.9663358,222078185.1963528,195962541.8172985,174886476.9714948
7,945244024,130490281532523,8102570859972.782,1158888224952.245,154577668368.9626,22723312119.96631,3065243585.251156,1570229097.168323,1018197250.551782,701247303.1497117,556770353.6009506,488274611.9187503,435367153.5215951,399290482.4500966,388872804.4885782
8,946244061,170204302332968,7662486503631.402,1052436702873.987,167856791802.9028,24003057214.27281,3138203822.594317,1738263835.9477,1232056927.821336,888979433.4364275,673884809.9252601,527311596.7343586,423562238.8122646,361457340.387863,341755412.0997258
9,947244098,119588711594977,6127878647920.404,1009751979935.937,166272176354.4123,25640097161.84082,4574652909.012985,2037252401.901197,1338073426.562084,880238550.3238708,629658477.4603837,498750808.8286759,425770166.0161911,384230707.0913668,353345585.0589877
10,948244135,134264159659960.2,6510475835980.554,1096666608840.222,172527920195.4347,36950117063.52554,12935309492.52279,4519158222.541766,2043835180.837542,1406117093.624749,1228372778.440151,1104708238.457403,995331347.4120191,912097799.0568937,877906973.1755499
11,949244172,138613240633673.6,5378482381825.096,997913042174.0414,143687927140.4452,25818462318.4003,4574830424.553278,2097628342.103254,1438280939.671089,589811522.1936586,428958854.2334459,372655674.9348485,315073876.8972882,261793373.3791945,242055721.4983333
12,950244209,119962934346070.7,6487091912951.161,1061164772280.969,147139220542.6993,26119040362.46784,5610706414.131187,1662778161.544654,1149251475.722256,828452503.6822824,641374811.5745497,564573591.5379441,473778828.1872143,421931439.1787487,406263395.1486045
13,951244246,125667907518618.6,6010962618642.585,1061900986116.758,170962521879.5657,30839495536.71807,8371374647.695796,1700318143.02349,1012821930.718624,705967779.0908527,478450198.425633,395832219.5212244,357379006.6749274,335115583.7030727,316622577.0496238
14,952244283,90602769171403.86,4542582470950.95,859340399477.1554,164577273363.3401,29211423793.09808,4522261289.94511,1555774046.425699,916253857.3515635,501405412.196583,345345594.5278931,276217980.4436252,236368227.9610777,203005110.6053596,187161785.0713908
15,953244320,112036196046716.1,6574944209346.259,991140753942.2288,153271201829.7175,24317041432.46295,3153159340.809732,1629646033.533099,1202505984.138319,896640059.797286,673729351.3359022,538601411.3508134,466440367.268056,401556918.6283991,372373119.1411965
16,954244357,87472274045791.59,6150604787960.867,912261567997.8087,159172359519.6136,28675314255.08179,4107600597.264101,2203183395.635409,1479240231.974171,984470372.6797923,687339803.4514582,535012498.8715499,432933162.7311602,398770799.8363946,378969932.0479884
17,955244394,72386512244647.22,5872161504860.85,1006641841089.139,148872018837.5645,22714762698.80932,2908481737.638728,1352645980.882717,931592439.8468407,690041632.6301062,576444137.0096288,497423947.9935061,445724097.2774383,396967639.4995841,387702478.4514998
18,956244431,114699834662489.3,5315274721198.084,782502495770.1129,164260824405.7688,26397574349.3048,3921577835.433164,1872326313.715096,1139802296.665179,874308281.9813004,639127385.2463255,536889397.4326831,469943492.5504448,422000326.9269968,384948187.1926281
19,957244468,141019091071793.1,6337448609224.602,1190778403455.949,214605398552.9186,38276903698.97585,4198905116.119857,2292184720.387068,1302070058.683067,824646357.413673,598934433.2478715,442071636.8182218,358284062.0651953,318937964.3861641,304816065.3509473
20,958244505,124295026210725.1,6364235391796.071,903993178634.0668,150831821573.2428,25446846511.29862,5497742340.545176,2522436451.698706,1671391628.903449,1316090582.225832,711329305.5754578,603251473.1144806,544298578.2794694,489838249.6316264,470086891.8961824
21,959244542,104943063959505.5,5894847079594.786,974139721684.1527,164232541173.3613,30348921560.88835,9845349918.055851,2558106552.203139,1262217795.099727,812982743.2180723,601416994.5551742,511249103.0578242,436697326.6604176,407755828.1063948,396378816.0479665
22,960244579,93042046465033.81,5151248304872.173,855603561972.6305,159849184918.9559,31293431265.57367,3687240598.064193,1786427660.47009,1006109456.628086,641848509.5060877,475402038.6804561,396906564.4230277,350746344.8712844,308554779.960945,296750476.4757226
23,961244616,162443760424556.3,6652256205431.223,955528652458.8748,139148358175.9582,25412442390.2085,5589394315.359322,2055807228.798629,1655774023.339938,1351772547.596573,1189568674.287673,1037191845.200836,939043891.9244084,895749587.4318008,879755933.5193743
24,962244653,82983490421677.22,4577372616701.319,880832698866.0532,169801089890.6157,27871684893.92951,4102546033.285186,1742699288.759072,918171056.0128649,605330953.5128114,414864333.3857886,353153025.3007141,289447408.2563167,256729543.80784,236256836.6297231
25,963244690,159573004134821.9,7850439343836.666,1120103622980.247,185805930275.4489,26646038315.72067,5520752365.755676,3232155802.829078,1817008684.896872,1239685164.450914,950925847.3020548,782246549.2705808,614087943.7001054,518202442.3960297,494898852.7356317
