Run,Seed,E30000,E60000,E90000,E150000,E300000,E600000,E900000,E1200000,E1500000,E1800000,E2100000,E2400000,E2700000,E3000000
1,1036244153,298727859043301.3,114110755586650.4,47643971316891.98,11685019054996.67,523356188307.4752,90728450.66978814,62828083.40896291,41925677.18070816,27914791.42427972,19703526.18994584,12772337.07251928,8285093.485852287,6744303.299017556,6197318.604717241
2,1037244190,338529689214985.5,116291015787904.3,47914240960302.79,9741525755505.584,185168634371.6288,94577313.33889812,66280122.80316425,40267952.29375704,26608534.98332357,17914649.63406931,10960861.03078781,8151061.530303132,6469769.905193541,5721455.830119936
3,1038244227,443882755942646.3,146690110758462.5,63481322380785.41,12166494765134.16,342478361368.7861,115972034.4012537,59028333.69255565,39766655.24955586,30068518.99507833,17867338.75386127,10232757.15852224,8022329.608809891,6735865.25309152,5700293.785855995
4,1039244264,359746271146741.6,122718917385415,48521480868741.25,8657966526052.442,137259890148.4748,67419290.18492284,44547168.12385248,29004696.85436356,20741924.15496181,9446831.316533234,6755669.722058275,5292863.866507342,4595256.161832991,4282138.288854225
5,1040244301,331803756715252.6,121334783901683,50817571682410.43,10307920589494.07,215394623466.7546,73440321.17382726,53707779.72216031,41684728.67613315,31225301.0452483,18822415.41823506,10373354.34711506,7125244.059769067,5629441.334780437,5030226.244169971
6,1041244338,370092620484074.1,116999521021986.6,49987813145668.78,10278818137601.28,273565055915.6616,96898139.59658644,68709816.46581718,50885638.10399925,29707335.55064149,13631107.76200754,9581658.113207011,7786899.399417871,6101685.243714421,5626652.591913372
7,1042244375,343495781131261.1,136892307473358,53542376348861.82,11852762824595.76,387332984210.8835,74175796.43345222,55486796.56542172,46984811.61912677,38808266.63822758,30212728.91743133,18026321.74284067,11375053.31432969,8450504.842888212,7121445.22020343
8,1043244412,308116894527471.4,111264926441083.6,42447465477505.45,7870802390824.762,109265712574.4086,64781039.23775356,39852348.44650941,28998086.13078271,14769550.73304396,9044456.47128031,6743039.581673718,5491402.912767324,4692701.043055138,4324615.562966867
9,1044244449,365001723308094.6,128333075798187.8,60197952695008.44,13047379026448.43,593712030051.0925,103168479.7944161,60047270.8120473,42991193.74285513,33462108.44903195,16773873.25952527,10608427.60567673,7338840.633393936,5969920.244508922,5283733.535025824
10,1045244486,334353486939822.9,132525409937723.4,52919482131971.93,11387408222108.82,190424433817.7337,121898084.3980787,86359372.17696083,68299824.2959314,46913569.07115547,38849448.39111596,18172612.33061756,11914061.36085342,9055439.17670349,8042016.64250941
11,1046244523,345255383065843.7,124383835987332,53049001930688.82,12067540885796.51,192980692096.0048,53574663.86361459,39269530.64074568,30563358.5474997,24805932.28173076,19871243.77698805,11368967.4235016,7584197.351018047,6136431.640661062,5550864.227660562
12,1047244560,346753892787796.1,115587584904269.2,48353096916494.59,10540974223700.49,312111753360.9655,87317268.79534857,49160092.87552876,35707856.29617997,25656590.46328287,16947672.009334,9701139.056323579,7345719.748234638,6018345.519571396,5472681.810957427
13,1048244597,405124873562299.6,137082825724499.4,60272158140700.71,10641622177399.35,127985370309.5975,64511659.94610742,44655337.29373018,33256231.01695673,19690090.49174849,10409264.97247711,7610794.676937562,6117004.281981633,5367740.849540435,4975138.165897103
