suite,dimension,comparator,test_level,n_functions,n_eff,n_zero_discarded,statistic,p_exact,p_normal_approx,p_decision,p_holm,method_decision,method_companion,outcome,direction,rank_biserial,w_plus,w_minus,wins,ties,losses,decidability,evidential_tier
cec2020,15,gsk,across_functions_funclevel,10,8,2,5.000000e+00,7.812500e-02,8.005784e-02,7.812500e-02,3.125000e-01,exact_signflip_enumeration_2^n,normal_approx_continuity(statistics.wilcoxon_paired),tie,favors_dt-gsk,7.222222e-01,5.000000e+00,3.100000e+01,7,2,1,decidable,pre-registered confirmatory (addendum Sections 3-4)
cec2020,15,agsk,across_functions_funclevel,10,8,2,8.000000e+00,1.953125e-01,1.834307e-01,1.953125e-01,5.859375e-01,exact_signflip_enumeration_2^n,normal_approx_continuity(statistics.wilcoxon_paired),tie,favors_comparator,-5.555556e-01,2.800000e+01,8.000000e+00,2,2,6,decidable,pre-registered confirmatory (addendum Sections 3-4)
cec2020,15,apgsk,across_functions_funclevel,10,8,2,1.000000e+01,3.125000e-01,2.936216e-01,3.125000e-01,5.859375e-01,exact_signflip_enumeration_2^n,normal_approx_continuity(statistics.wilcoxon_paired),tie,favors_comparator,-4.444444e-01,2.600000e+01,1.000000e+01,2,2,6,decidable,pre-registered confirmatory (addendum Sections 3-4)
cec2020,15,fdb-agsk,across_functions_funclevel,10,8,2,9.000000e+00,2.500000e-01,2.339530e-01,2.500000e-01,5.859375e-01,exact_signflip_enumeration_2^n,normal_approx_continuity(statistics.wilcoxon_paired),tie,favors_comparator,-5.000000e-01,2.700000e+01,9.000000e+00,2,2,6,decidable,pre-registered confirmatory (addendum Sections 3-4)
cec2020,15,atmals-gsk,across_functions_funclevel,10,8,2,0.000000e+00,7.812500e-03,1.426620e-02,7.812500e-03,4.687500e-02,exact_signflip_enumeration_2^n,normal_approx_continuity(statistics.wilcoxon_paired),win,favors_dt-gsk,1.000000e+00,0.000000e+00,3.600000e+01,8,2,0,decidable,pre-registered confirmatory (addendum Sections 3-4)
cec2020,15,egsk,across_functions_funclevel,10,8,2,0.000000e+00,7.812500e-03,1.426620e-02,7.812500e-03,4.687500e-02,exact_signflip_enumeration_2^n,normal_approx_continuity(statistics.wilcoxon_paired),win,favors_dt-gsk,1.000000e+00,0.000000e+00,3.600000e+01,8,2,0,decidable,pre-registered confirmatory (addendum Sections 3-4)
