suite,dimension,function,comparator,n_runs,a12,cliffs_delta,magnitude,availability
cec2020,15,1,gsk,30,5.000000e-01,0.000000e+00,negligible,ok
cec2020,15,1,agsk,30,5.000000e-01,0.000000e+00,negligible,ok
cec2020,15,1,apgsk,30,5.000000e-01,0.000000e+00,negligible,ok
cec2020,15,1,fdb-agsk,30,5.000000e-01,0.000000e+00,negligible,ok
cec2020,15,1,atmals-gsk,30,5.000000e-01,0.000000e+00,negligible,ok
cec2020,15,1,egsk,30,5.000000e-01,0.000000e+00,negligible,ok
cec2020,15,2,gsk,30,9.288889e-01,8.577778e-01,large,ok
cec2020,15,2,agsk,30,8.600000e-01,7.200000e-01,large,ok
cec2020,15,2,apgsk,30,9.422222e-01,8.844444e-01,large,ok
cec2020,15,2,fdb-agsk,30,8.233333e-01,6.466667e-01,large,ok
cec2020,15,2,atmals-gsk,30,1.000000e+00,1.000000e+00,large,ok
cec2020,15,2,egsk,30,8.988889e-01,7.977778e-01,large,ok
cec2020,15,3,gsk,30,1.000000e+00,1.000000e+00,large,ok
cec2020,15,3,agsk,30,5.783333e-01,1.566667e-01,small,ok
cec2020,15,3,apgsk,30,8.466667e-01,6.933333e-01,large,ok
cec2020,15,3,fdb-agsk,30,5.927778e-01,1.855556e-01,small,ok
cec2020,15,3,atmals-gsk,30,1.000000e+00,1.000000e+00,large,ok
cec2020,15,3,egsk,30,1.000000e+00,1.000000e+00,large,ok
cec2020,15,4,gsk,30,1.000000e+00,1.000000e+00,large,ok
cec2020,15,4,agsk,30,7.555556e-02,-8.488889e-01,large,ok
cec2020,15,4,apgsk,30,3.377778e-01,-3.244444e-01,medium,ok
cec2020,15,4,fdb-agsk,30,2.744444e-01,-4.511111e-01,large,ok
cec2020,15,4,atmals-gsk,30,7.744444e-01,5.488889e-01,large,ok
cec2020,15,4,egsk,30,1.000000e+00,1.000000e+00,large,ok
cec2020,15,5,gsk,30,6.683333e-01,3.366667e-01,medium,ok
cec2020,15,5,agsk,30,6.688889e-01,3.377778e-01,medium,ok
cec2020,15,5,apgsk,30,7.677778e-01,5.355556e-01,large,ok
cec2020,15,5,fdb-agsk,30,7.211111e-01,4.422222e-01,large,ok
cec2020,15,5,atmals-gsk,30,7.933333e-01,5.866667e-01,large,ok
cec2020,15,5,egsk,30,7.600000e-01,5.200000e-01,large,ok
cec2020,15,6,gsk,30,9.988889e-01,9.977778e-01,large,ok
cec2020,15,6,agsk,30,5.466667e-01,9.333333e-02,negligible,ok
cec2020,15,6,apgsk,30,7.655556e-01,5.311111e-01,large,ok
cec2020,15,6,fdb-agsk,30,8.666667e-01,7.333333e-01,large,ok
cec2020,15,6,atmals-gsk,30,9.144444e-01,8.288889e-01,large,ok
cec2020,15,6,egsk,30,7.611111e-01,5.222222e-01,large,ok
cec2020,15,7,gsk,30,7.266667e-01,4.533333e-01,large,ok
cec2020,15,7,agsk,30,1.633333e-01,-6.733333e-01,large,ok
cec2020,15,7,apgsk,30,3.155556e-01,-3.688889e-01,medium,ok
cec2020,15,7,fdb-agsk,30,1.644444e-01,-6.711111e-01,large,ok
cec2020,15,7,atmals-gsk,30,5.833333e-01,1.666667e-01,small,ok
cec2020,15,7,egsk,30,5.000000e-01,0.000000e+00,negligible,ok
cec2020,15,8,gsk,30,5.633333e-01,1.266667e-01,small,ok
cec2020,15,8,agsk,30,3.433333e-01,-3.133333e-01,medium,ok
cec2020,15,8,apgsk,30,4.044444e-01,-1.911111e-01,small,ok
cec2020,15,8,fdb-agsk,30,3.755556e-01,-2.488889e-01,small,ok
cec2020,15,8,atmals-gsk,30,7.133333e-01,4.266667e-01,large,ok
cec2020,15,8,egsk,30,7.655556e-01,5.311111e-01,large,ok
cec2020,15,9,gsk,30,9.516667e-01,9.033333e-01,large,ok
cec2020,15,9,agsk,30,4.333333e-02,-9.133333e-01,large,ok
cec2020,15,9,apgsk,30,1.166667e-01,-7.666667e-01,large,ok
cec2020,15,9,fdb-agsk,30,1.611111e-02,-9.677778e-01,large,ok
cec2020,15,9,atmals-gsk,30,9.105556e-01,8.211111e-01,large,ok
cec2020,15,9,egsk,30,6.316667e-01,2.633333e-01,small,ok
cec2020,15,10,gsk,30,5.000000e-01,0.000000e+00,negligible,ok
cec2020,15,10,agsk,30,5.000000e-01,0.000000e+00,negligible,ok
cec2020,15,10,apgsk,30,5.000000e-01,0.000000e+00,negligible,ok
cec2020,15,10,fdb-agsk,30,5.000000e-01,0.000000e+00,negligible,ok
cec2020,15,10,atmals-gsk,30,5.000000e-01,0.000000e+00,negligible,ok
cec2020,15,10,egsk,30,5.000000e-01,0.000000e+00,negligible,ok
