suite,dimension,function,comparator,n_runs,a12,cliffs_delta,magnitude,availability
cec2020,5,1,gsk,30,5.000000e-01,0.000000e+00,negligible,ok
cec2020,5,1,agsk,30,5.000000e-01,0.000000e+00,negligible,ok
cec2020,5,1,apgsk,30,5.000000e-01,0.000000e+00,negligible,ok
cec2020,5,1,fdb-agsk,30,5.000000e-01,0.000000e+00,negligible,ok
cec2020,5,1,atmals-gsk,30,5.000000e-01,0.000000e+00,negligible,ok
cec2020,5,1,egsk,30,5.000000e-01,0.000000e+00,negligible,ok
cec2020,5,2,gsk,30,9.755556e-01,9.511111e-01,large,ok
cec2020,5,2,agsk,30,8.811111e-01,7.622222e-01,large,ok
cec2020,5,2,apgsk,30,9.044444e-01,8.088889e-01,large,ok
cec2020,5,2,fdb-agsk,30,9.033333e-01,8.066667e-01,large,ok
cec2020,5,2,atmals-gsk,30,8.288889e-01,6.577778e-01,large,ok
cec2020,5,2,egsk,30,9.655556e-01,9.311111e-01,large,ok
cec2020,5,3,gsk,30,1.000000e+00,1.000000e+00,large,ok
cec2020,5,3,agsk,30,3.366667e-01,-3.266667e-01,medium,ok
cec2020,5,3,apgsk,30,2.444444e-01,-5.111111e-01,large,ok
cec2020,5,3,fdb-agsk,30,3.777778e-02,-9.244444e-01,large,ok
cec2020,5,3,atmals-gsk,30,9.300000e-01,8.600000e-01,large,ok
cec2020,5,3,egsk,30,8.677778e-01,7.355556e-01,large,ok
cec2020,5,4,gsk,30,9.866667e-01,9.733333e-01,large,ok
cec2020,5,4,agsk,30,5.122222e-01,2.444444e-02,negligible,ok
cec2020,5,4,apgsk,30,2.111111e-01,-5.777778e-01,large,ok
cec2020,5,4,fdb-agsk,30,5.322222e-01,6.444444e-02,negligible,ok
cec2020,5,4,atmals-gsk,30,8.277778e-01,6.555556e-01,large,ok
cec2020,5,4,egsk,30,6.044444e-01,2.088889e-01,small,ok
cec2020,5,5,gsk,30,4.833333e-01,-3.333333e-02,negligible,ok
cec2020,5,5,agsk,30,4.666667e-01,-6.666667e-02,negligible,ok
cec2020,5,5,apgsk,30,4.666667e-01,-6.666667e-02,negligible,ok
cec2020,5,5,fdb-agsk,30,4.666667e-01,-6.666667e-02,negligible,ok
cec2020,5,5,atmals-gsk,30,9.422222e-01,8.844444e-01,large,ok
cec2020,5,5,egsk,30,5.833333e-01,1.666667e-01,small,ok
cec2020,5,8,gsk,30,4.333333e-01,-1.333333e-01,small,ok
cec2020,5,8,agsk,30,4.333333e-01,-1.333333e-01,small,ok
cec2020,5,8,apgsk,30,4.333333e-01,-1.333333e-01,small,ok
cec2020,5,8,fdb-agsk,30,4.333333e-01,-1.333333e-01,small,ok
cec2020,5,8,atmals-gsk,30,5.388889e-01,7.777778e-02,negligible,ok
cec2020,5,8,egsk,30,4.333333e-01,-1.333333e-01,small,ok
cec2020,5,9,gsk,30,5.400000e-01,8.000000e-02,negligible,ok
cec2020,5,9,agsk,30,1.700000e-01,-6.600000e-01,large,ok
cec2020,5,9,apgsk,30,6.500000e-02,-8.700000e-01,large,ok
cec2020,5,9,fdb-agsk,30,8.000000e-02,-8.400000e-01,large,ok
cec2020,5,9,atmals-gsk,30,5.000000e-01,0.000000e+00,negligible,ok
cec2020,5,9,egsk,30,5.666667e-01,1.333333e-01,small,ok
cec2020,5,10,gsk,30,5.866667e-01,1.733333e-01,small,ok
cec2020,5,10,agsk,30,2.061111e-01,-5.877778e-01,large,ok
cec2020,5,10,apgsk,30,8.000000e-02,-8.400000e-01,large,ok
cec2020,5,10,fdb-agsk,30,2.005556e-01,-5.988889e-01,large,ok
cec2020,5,10,atmals-gsk,30,5.911111e-01,1.822222e-01,small,ok
cec2020,5,10,egsk,30,5.711111e-01,1.422222e-01,small,ok
