suite,dimension,function,comparator,n_runs,a12,cliffs_delta,magnitude,availability
cec2020,10,1,gsk,30,5.000000e-01,0.000000e+00,negligible,ok
cec2020,10,1,agsk,30,5.000000e-01,0.000000e+00,negligible,ok
cec2020,10,1,apgsk,30,5.000000e-01,0.000000e+00,negligible,ok
cec2020,10,1,fdb-agsk,30,5.000000e-01,0.000000e+00,negligible,ok
cec2020,10,1,atmals-gsk,30,5.000000e-01,0.000000e+00,negligible,ok
cec2020,10,1,egsk,30,5.000000e-01,0.000000e+00,negligible,ok
cec2020,10,2,gsk,30,1.000000e+00,1.000000e+00,large,ok
cec2020,10,2,agsk,30,8.766667e-01,7.533333e-01,large,ok
cec2020,10,2,apgsk,30,8.455556e-01,6.911111e-01,large,ok
cec2020,10,2,fdb-agsk,30,7.461111e-01,4.922222e-01,large,ok
cec2020,10,2,atmals-gsk,30,9.566667e-01,9.133333e-01,large,ok
cec2020,10,2,egsk,30,8.316667e-01,6.633333e-01,large,ok
cec2020,10,3,gsk,30,1.000000e+00,1.000000e+00,large,ok
cec2020,10,3,agsk,30,6.377778e-01,2.755556e-01,small,ok
cec2020,10,3,apgsk,30,7.311111e-01,4.622222e-01,large,ok
cec2020,10,3,fdb-agsk,30,3.488889e-01,-3.022222e-01,medium,ok
cec2020,10,3,atmals-gsk,30,9.722222e-01,9.444444e-01,large,ok
cec2020,10,3,egsk,30,6.677778e-01,3.355556e-01,medium,ok
cec2020,10,4,gsk,30,1.000000e+00,1.000000e+00,large,ok
cec2020,10,4,agsk,30,1.600000e-01,-6.800000e-01,large,ok
cec2020,10,4,apgsk,30,1.133333e-01,-7.733333e-01,large,ok
cec2020,10,4,fdb-agsk,30,1.955556e-01,-6.088889e-01,large,ok
cec2020,10,4,atmals-gsk,30,8.644444e-01,7.288889e-01,large,ok
cec2020,10,4,egsk,30,9.422222e-01,8.844444e-01,large,ok
cec2020,10,5,gsk,30,5.033333e-01,6.666667e-03,negligible,ok
cec2020,10,5,agsk,30,3.538889e-01,-2.922222e-01,medium,ok
cec2020,10,5,apgsk,30,5.450000e-01,9.000000e-02,negligible,ok
cec2020,10,5,fdb-agsk,30,3.611111e-01,-2.777778e-01,small,ok
cec2020,10,5,atmals-gsk,30,4.388889e-01,-1.222222e-01,small,ok
cec2020,10,5,egsk,30,4.800000e-01,-4.000000e-02,negligible,ok
cec2020,10,6,gsk,30,7.688889e-01,5.377778e-01,large,ok
cec2020,10,6,agsk,30,2.977778e-01,-4.044444e-01,medium,ok
cec2020,10,6,apgsk,30,4.422222e-01,-1.155556e-01,negligible,ok
cec2020,10,6,fdb-agsk,30,3.933333e-01,-2.133333e-01,small,ok
cec2020,10,6,atmals-gsk,30,6.955556e-01,3.911111e-01,medium,ok
cec2020,10,6,egsk,30,6.844444e-01,3.688889e-01,medium,ok
cec2020,10,7,gsk,30,7.444444e-01,4.888889e-01,large,ok
cec2020,10,7,agsk,30,1.388889e-01,-7.222222e-01,large,ok
cec2020,10,7,apgsk,30,2.055556e-01,-5.888889e-01,large,ok
cec2020,10,7,fdb-agsk,30,2.655556e-01,-4.688889e-01,large,ok
cec2020,10,7,atmals-gsk,30,4.255556e-01,-1.488889e-01,small,ok
cec2020,10,7,egsk,30,7.422222e-01,4.844444e-01,large,ok
cec2020,10,8,gsk,30,6.288889e-01,2.577778e-01,small,ok
cec2020,10,8,agsk,30,3.711111e-01,-2.577778e-01,small,ok
cec2020,10,8,apgsk,30,4.305556e-01,-1.388889e-01,small,ok
cec2020,10,8,fdb-agsk,30,4.227778e-01,-1.544444e-01,small,ok
cec2020,10,8,atmals-gsk,30,5.550000e-01,1.100000e-01,negligible,ok
cec2020,10,8,egsk,30,7.027778e-01,4.055556e-01,medium,ok
cec2020,10,9,gsk,30,7.011111e-01,4.022222e-01,medium,ok
cec2020,10,9,agsk,30,7.500000e-02,-8.500000e-01,large,ok
cec2020,10,9,apgsk,30,7.500000e-02,-8.500000e-01,large,ok
cec2020,10,9,fdb-agsk,30,7.777778e-02,-8.444444e-01,large,ok
cec2020,10,9,atmals-gsk,30,4.766667e-01,-4.666667e-02,negligible,ok
cec2020,10,9,egsk,30,6.744444e-01,3.488889e-01,medium,ok
cec2020,10,10,gsk,30,3.700000e-01,-2.600000e-01,small,ok
cec2020,10,10,agsk,30,9.333333e-02,-8.133333e-01,large,ok
cec2020,10,10,apgsk,30,9.722222e-02,-8.055556e-01,large,ok
cec2020,10,10,fdb-agsk,30,1.011111e-01,-7.977778e-01,large,ok
cec2020,10,10,atmals-gsk,30,4.594444e-01,-8.111111e-02,negligible,ok
cec2020,10,10,egsk,30,5.411111e-01,8.222222e-02,negligible,ok
