suite,dimension,function,comparator,test_level,n_pairs,n_eff,n_zero_discarded,statistic,p_exact,p_normal_approx,p_decision,p_holm,holm_m,method_decision,outcome,direction,rank_biserial,decidability,evidential_tier
cec2020,10,1,gsk,per_function_runlevel,30,0,30,0.000000e+00,1.000000e+00,1.000000e+00,1.000000e+00,1.000000e+00,10,exact_signflip_enumeration_2^n,tie,none,n/a,not decidable at alpha=0.05 (exact two-sided floor 2/2^5 = 0.0625),pre-registered confirmatory (addendum Sections 3-4)
cec2020,10,2,gsk,per_function_runlevel,30,30,0,0.000000e+00,1.862645e-09,1.827659e-06,1.862645e-09,1.862645e-08,10,exact_signflip_enumeration_2^n,win,favors_dt-gsk,1.000000e+00,decidable,pre-registered confirmatory (addendum Sections 3-4)
cec2020,10,3,gsk,per_function_runlevel,30,30,0,0.000000e+00,1.862645e-09,1.827659e-06,1.862645e-09,1.862645e-08,10,exact_signflip_enumeration_2^n,win,favors_dt-gsk,1.000000e+00,decidable,pre-registered confirmatory (addendum Sections 3-4)
cec2020,10,4,gsk,per_function_runlevel,30,30,0,0.000000e+00,1.862645e-09,1.827659e-06,1.862645e-09,1.862645e-08,10,exact_signflip_enumeration_2^n,win,favors_dt-gsk,1.000000e+00,decidable,pre-registered confirmatory (addendum Sections 3-4)
cec2020,10,5,gsk,per_function_runlevel,30,22,8,1.180000e+02,7.923784e-01,7.950759e-01,7.923784e-01,1.000000e+00,10,exact_signflip_enumeration_2^n,tie,favors_comparator,-6.719368e-02,decidable,pre-registered confirmatory (addendum Sections 3-4)
cec2020,10,6,gsk,per_function_runlevel,30,30,0,6.900000e+01,4.183967e-04,8.005593e-04,4.183967e-04,2.928777e-03,10,exact_signflip_enumeration_2^n,win,favors_dt-gsk,7.032258e-01,decidable,pre-registered confirmatory (addendum Sections 3-4)
cec2020,10,7,gsk,per_function_runlevel,30,30,0,9.300000e+01,3.222989e-03,4.249929e-03,3.222989e-03,1.933793e-02,10,exact_signflip_enumeration_2^n,win,favors_dt-gsk,6.000000e-01,decidable,pre-registered confirmatory (addendum Sections 3-4)
cec2020,10,8,gsk,per_function_runlevel,30,10,20,1.500000e+00,5.859375e-03,9.344181e-03,5.859375e-03,2.929688e-02,10,exact_signflip_enumeration_2^n,win,favors_dt-gsk,9.454545e-01,decidable,pre-registered confirmatory (addendum Sections 3-4)
cec2020,10,9,gsk,per_function_runlevel,30,29,1,1.280000e+02,5.276566e-02,5.429620e-02,5.276566e-02,2.110626e-01,10,exact_signflip_enumeration_2^n,tie,favors_dt-gsk,4.114943e-01,decidable,pre-registered confirmatory (addendum Sections 3-4)
cec2020,10,10,gsk,per_function_runlevel,30,25,5,1.590000e+02,9.314743e-01,9.356639e-01,9.314743e-01,1.000000e+00,10,exact_signflip_enumeration_2^n,tie,favors_dt-gsk,2.153846e-02,decidable,pre-registered confirmatory (addendum Sections 3-4)
cec2020,10,1,agsk,per_function_runlevel,30,0,30,0.000000e+00,1.000000e+00,1.000000e+00,1.000000e+00,1.000000e+00,10,exact_signflip_enumeration_2^n,tie,none,n/a,not decidable at alpha=0.05 (exact two-sided floor 2/2^5 = 0.0625),pre-registered confirmatory (addendum Sections 3-4)
cec2020,10,2,agsk,per_function_runlevel,30,30,0,5.600000e+01,1.105815e-04,2.946429e-04,1.105815e-04,6.634891e-04,10,exact_signflip_enumeration_2^n,win,favors_dt-gsk,7.591398e-01,decidable,pre-registered confirmatory (addendum Sections 3-4)
