suite,dimension,comparator,test_level,n_functions,n_eff,n_zero_discarded,statistic,p_exact,p_normal_approx,p_decision,p_holm,method_decision,method_companion,outcome,direction,rank_biserial,w_plus,w_minus,wins,ties,losses,decidability,evidential_tier
cec2020,20,gsk,across_functions_funclevel,10,9,1,2.100000e+01,9.101562e-01,9.056954e-01,9.101562e-01,9.101562e-01,exact_signflip_enumeration_2^n,normal_approx_continuity(statistics.wilcoxon_paired),tie,favors_comparator,-6.666667e-02,2.400000e+01,2.100000e+01,4,1,5,decidable,pre-registered confirmatory (addendum Sections 3-4)
cec2020,20,agsk,across_functions_funclevel,10,9,1,0.000000e+00,3.906250e-03,9.151759e-03,3.906250e-03,2.343750e-02,exact_signflip_enumeration_2^n,normal_approx_continuity(statistics.wilcoxon_paired),loss,favors_comparator,-1.000000e+00,4.500000e+01,0.000000e+00,0,1,9,decidable,pre-registered confirmatory (addendum Sections 3-4)
cec2020,20,apgsk,across_functions_funclevel,10,9,1,7.000000e+00,7.421875e-02,7.556047e-02,7.421875e-02,1.484375e-01,exact_signflip_enumeration_2^n,normal_approx_continuity(statistics.wilcoxon_paired),tie,favors_comparator,-6.888889e-01,3.800000e+01,7.000000e+00,2,1,7,decidable,pre-registered confirmatory (addendum Sections 3-4)
cec2020,20,fdb-agsk,across_functions_funclevel,10,9,1,0.000000e+00,3.906250e-03,9.151759e-03,3.906250e-03,2.343750e-02,exact_signflip_enumeration_2^n,normal_approx_continuity(statistics.wilcoxon_paired),loss,favors_comparator,-1.000000e+00,4.500000e+01,0.000000e+00,0,1,9,decidable,pre-registered confirmatory (addendum Sections 3-4)
cec2020,20,atmals-gsk,across_functions_funclevel,10,9,1,4.000000e+00,2.734375e-02,3.296926e-02,2.734375e-02,8.203125e-02,exact_signflip_enumeration_2^n,normal_approx_continuity(statistics.wilcoxon_paired),tie,favors_dt-gsk,8.222222e-01,4.000000e+00,4.100000e+01,7,1,2,decidable,pre-registered confirmatory (addendum Sections 3-4)
cec2020,20,egsk,across_functions_funclevel,10,9,1,2.000000e+00,1.171875e-02,1.781716e-02,1.171875e-02,4.687500e-02,exact_signflip_enumeration_2^n,normal_approx_continuity(statistics.wilcoxon_paired),win,favors_dt-gsk,9.111111e-01,2.000000e+00,4.300000e+01,8,1,1,decidable,pre-registered confirmatory (addendum Sections 3-4)
