suite,dimension,comparator,test_level,n_functions,n_eff,n_zero_discarded,statistic,p_exact,p_normal_approx,p_decision,p_holm,method_decision,method_companion,outcome,direction,rank_biserial,w_plus,w_minus,wins,ties,losses,decidability,evidential_tier
cec2020,5,gsk,across_functions_funclevel,8,7,1,1.000000e+01,5.781250e-01,5.541130e-01,5.781250e-01,1.000000e+00,exact_signflip_enumeration_2^n,normal_approx_continuity(statistics.wilcoxon_paired),tie,favors_dt-gsk,2.857143e-01,1.000000e+01,1.800000e+01,4,1,3,decidable,pre-registered confirmatory (addendum Sections 3-4)
cec2020,5,agsk,across_functions_funclevel,8,7,1,6.000000e+00,2.187500e-01,2.048940e-01,2.187500e-01,1.000000e+00,exact_signflip_enumeration_2^n,normal_approx_continuity(statistics.wilcoxon_paired),tie,favors_comparator,-5.714286e-01,2.200000e+01,6.000000e+00,2,1,5,decidable,pre-registered confirmatory (addendum Sections 3-4)
cec2020,5,apgsk,across_functions_funclevel,8,7,1,5.000000e+00,1.562500e-01,1.507857e-01,1.562500e-01,9.375000e-01,exact_signflip_enumeration_2^n,normal_approx_continuity(statistics.wilcoxon_paired),tie,favors_comparator,-6.428571e-01,2.300000e+01,5.000000e+00,1,1,6,decidable,pre-registered confirmatory (addendum Sections 3-4)
cec2020,5,fdb-agsk,across_functions_funclevel,8,7,1,6.000000e+00,2.187500e-01,2.048940e-01,2.187500e-01,1.000000e+00,exact_signflip_enumeration_2^n,normal_approx_continuity(statistics.wilcoxon_paired),tie,favors_comparator,-5.714286e-01,2.200000e+01,6.000000e+00,2,1,5,decidable,pre-registered confirmatory (addendum Sections 3-4)
cec2020,5,atmals-gsk,across_functions_funclevel,8,7,1,1.100000e+01,6.875000e-01,6.726039e-01,6.875000e-01,1.000000e+00,exact_signflip_enumeration_2^n,normal_approx_continuity(statistics.wilcoxon_paired),tie,favors_dt-gsk,2.142857e-01,1.100000e+01,1.700000e+01,5,1,2,decidable,pre-registered confirmatory (addendum Sections 3-4)
cec2020,5,egsk,across_functions_funclevel,8,7,1,9.000000e+00,4.687500e-01,4.468727e-01,4.687500e-01,1.000000e+00,exact_signflip_enumeration_2^n,normal_approx_continuity(statistics.wilcoxon_paired),tie,favors_dt-gsk,3.571429e-01,9.000000e+00,1.900000e+01,5,1,2,decidable,pre-registered confirmatory (addendum Sections 3-4)
