suite,dimension,n_blocks,k,q_alpha_005,critical_difference,algorithm,mean_rank
cec2020,5,8,7,2.949000e+00,3.185284e+00,gsk,5.625000e+00
cec2020,5,8,7,2.949000e+00,3.185284e+00,agsk,2.750000e+00
cec2020,5,8,7,2.949000e+00,3.185284e+00,apgsk,2.375000e+00
cec2020,5,8,7,2.949000e+00,3.185284e+00,fdb-agsk,2.750000e+00
cec2020,5,8,7,2.949000e+00,3.185284e+00,atmals-gsk,5.375000e+00
cec2020,5,8,7,2.949000e+00,3.185284e+00,egsk,4.875000e+00
cec2020,5,8,7,2.949000e+00,3.185284e+00,dt-gsk,4.250000e+00
