suite,dimension,function,comparator,n_runs,mean_diff,ci_low,ci_high,B,seed,availability
cec2020,20,1,gsk,30,0.000000e+00,n/a,n/a,n/a,n/a,no CI (degenerate cell)
cec2020,20,1,agsk,30,0.000000e+00,n/a,n/a,n/a,n/a,no CI (degenerate cell)
cec2020,20,1,apgsk,30,0.000000e+00,n/a,n/a,n/a,n/a,no CI (degenerate cell)
cec2020,20,1,fdb-agsk,30,0.000000e+00,n/a,n/a,n/a,n/a,no CI (degenerate cell)
cec2020,20,1,atmals-gsk,30,0.000000e+00,n/a,n/a,n/a,n/a,no CI (degenerate cell)
cec2020,20,1,egsk,30,0.000000e+00,n/a,n/a,n/a,n/a,no CI (degenerate cell)
cec2020,20,2,gsk,30,-1.932027e+02,-5.584565e+02,-1.295765e+01,10000,"SeedSequence([20240620, 2020, 20, 2, 0])",ok
cec2020,20,2,agsk,30,1.585166e+02,1.051883e+02,2.323133e+02,10000,"SeedSequence([20240620, 2020, 20, 2, 1])",ok
cec2020,20,2,apgsk,30,1.556401e+02,1.040692e+02,2.282026e+02,10000,"SeedSequence([20240620, 2020, 20, 2, 2])",ok
cec2020,20,2,fdb-agsk,30,1.579643e+02,1.049736e+02,2.313733e+02,10000,"SeedSequence([20240620, 2020, 20, 2, 3])",ok
cec2020,20,2,atmals-gsk,30,-4.593140e+02,-5.684858e+02,-3.647626e+02,10000,"SeedSequence([20240620, 2020, 20, 2, 4])",ok
cec2020,20,2,egsk,30,-2.726895e+02,-3.936429e+02,-1.485131e+02,10000,"SeedSequence([20240620, 2020, 20, 2, 5])",ok
cec2020,20,3,gsk,30,1.125431e+00,-3.140958e+00,2.474241e+00,10000,"SeedSequence([20240620, 2020, 20, 3, 0])",ok
cec2020,20,3,agsk,30,6.730017e+00,5.974498e+00,7.544270e+00,10000,"SeedSequence([20240620, 2020, 20, 3, 1])",ok
cec2020,20,3,apgsk,30,6.160340e+00,5.096617e+00,8.092800e+00,10000,"SeedSequence([20240620, 2020, 20, 3, 2])",ok
cec2020,20,3,fdb-agsk,30,7.805653e+00,6.554265e+00,1.047594e+01,10000,"SeedSequence([20240620, 2020, 20, 3, 3])",ok
cec2020,20,3,atmals-gsk,30,-1.369426e+00,-2.795987e+00,5.298405e-02,10000,"SeedSequence([20240620, 2020, 20, 3, 4])",ok
cec2020,20,3,egsk,30,-5.872012e-01,-2.276463e+00,4.916831e-01,10000,"SeedSequence([20240620, 2020, 20, 3, 5])",ok
cec2020,20,4,gsk,30,-2.681043e+00,-3.178895e+00,-2.036193e+00,10000,"SeedSequence([20240620, 2020, 20, 4, 0])",ok
cec2020,20,4,agsk,30,1.397476e+00,1.169805e+00,1.794798e+00,10000,"SeedSequence([20240620, 2020, 20, 4, 1])",ok
cec2020,20,4,apgsk,30,1.280789e+00,1.045238e+00,1.676858e+00,10000,"SeedSequence([20240620, 2020, 20, 4, 2])",ok
cec2020,20,4,fdb-agsk,30,1.354558e+00,1.123876e+00,1.737790e+00,10000,"SeedSequence([20240620, 2020, 20, 4, 3])",ok
cec2020,20,4,atmals-gsk,30,9.927612e-01,7.547296e-01,1.399297e+00,10000,"SeedSequence([20240620, 2020, 20, 4, 4])",ok
cec2020,20,4,egsk,30,5.247120e-01,2.456492e-01,9.606102e-01,10000,"SeedSequence([20240620, 2020, 20, 4, 5])",ok
cec2020,20,5,gsk,30,1.095984e+01,-2.429447e+01,4.537253e+01,10000,"SeedSequence([20240620, 2020, 20, 5, 0])",ok
cec2020,20,5,agsk,30,3.467127e+01,6.802225e+00,6.584147e+01,10000,"SeedSequence([20240620, 2020, 20, 5, 1])",ok
cec2020,20,5,apgsk,30,-2.744731e+01,-6.033200e+01,7.283273e+00,10000,"SeedSequence([20240620, 2020, 20, 5, 2])",ok
cec2020,20,5,fdb-agsk,30,2.317430e+01,-1.021715e+01,5.745184e+01,10000,"SeedSequence([20240620, 2020, 20, 5, 3])",ok
cec2020,20,5,atmals-gsk,30,-2.522285e+01,-6.364352e+01,7.582438e+00,10000,"SeedSequence([20240620, 2020, 20, 5, 4])",ok
cec2020,20,5,egsk,30,-1.985629e+01,-5.679461e+01,1.443133e+01,10000,"SeedSequence([20240620, 2020, 20, 5, 5])",ok
cec2020,20,6,gsk,30,2.944902e-01,-2.975978e-01,1.081357e+00,10000,"SeedSequence([20240620, 2020, 20, 6, 0])",ok
cec2020,20,6,agsk,30,1.275279e+00,8.757324e-01,2.101140e+00,10000,"SeedSequence([20240620, 2020, 20, 6, 1])",ok
cec2020,20,6,apgsk,30,1.254489e+00,8.664378e-01,2.090623e+00,10000,"SeedSequence([20240620, 2020, 20, 6, 2])",ok
cec2020,20,6,fdb-agsk,30,1.268739e+00,8.737380e-01,2.105788e+00,10000,"SeedSequence([20240620, 2020, 20, 6, 3])",ok
cec2020,20,6,atmals-gsk,30,8.455946e-03,-1.231328e+00,7.729926e-01,10000,"SeedSequence([20240620, 2020, 20, 6, 4])",ok
cec2020,20,6,egsk,30,-4.969818e-01,-2.098529e+00,4.961192e-01,10000,"SeedSequence([20240620, 2020, 20, 6, 5])",ok
cec2020,20,7,gsk,30,1.556998e+01,-1.221156e+01,4.049115e+01,10000,"SeedSequence([20240620, 2020, 20, 7, 0])",ok
cec2020,20,7,agsk,30,4.002084e+01,2.419872e+01,6.048216e+01,10000,"SeedSequence([20240620, 2020, 20, 7, 1])",ok
cec2020,20,7,apgsk,30,3.750972e+01,2.166329e+01,5.752537e+01,10000,"SeedSequence([20240620, 2020, 20, 7, 2])",ok
cec2020,20,7,fdb-agsk,30,3.819113e+01,2.164078e+01,5.966768e+01,10000,"SeedSequence([20240620, 2020, 20, 7, 3])",ok
cec2020,20,7,atmals-gsk,30,-1.447832e-01,-3.203779e+01,2.966571e+01,10000,"SeedSequence([20240620, 2020, 20, 7, 4])",ok
cec2020,20,7,egsk,30,-1.693497e+01,-4.527387e+01,1.030987e+01,10000,"SeedSequence([20240620, 2020, 20, 7, 5])",ok
cec2020,20,8,gsk,30,-1.622134e+00,-4.495982e+00,-8.351971e-01,10000,"SeedSequence([20240620, 2020, 20, 8, 0])",ok
cec2020,20,8,agsk,30,6.429819e-01,-1.443589e+00,4.737311e+00,10000,"SeedSequence([20240620, 2020, 20, 8, 1])",ok
cec2020,20,8,apgsk,30,-1.360766e-01,-2.887178e+00,1.171436e+00,10000,"SeedSequence([20240620, 2020, 20, 8, 2])",ok
cec2020,20,8,fdb-agsk,30,2.862491e-01,-2.165384e+00,3.024131e+00,10000,"SeedSequence([20240620, 2020, 20, 8, 3])",ok
cec2020,20,8,atmals-gsk,30,-1.731999e+00,-4.630324e+00,-9.496121e-01,10000,"SeedSequence([20240620, 2020, 20, 8, 4])",ok
cec2020,20,8,egsk,30,-1.234413e+01,-6.637164e+01,-8.968562e-01,10000,"SeedSequence([20240620, 2020, 20, 8, 5])",ok
cec2020,20,9,gsk,30,2.003878e+01,1.223853e+00,3.871261e+01,10000,"SeedSequence([20240620, 2020, 20, 9, 0])",ok
cec2020,20,9,agsk,30,6.946099e+01,1.989440e+01,1.277302e+02,10000,"SeedSequence([20240620, 2020, 20, 9, 1])",ok
cec2020,20,9,apgsk,30,7.442871e+01,1.814823e+01,1.377557e+02,10000,"SeedSequence([20240620, 2020, 20, 9, 2])",ok
cec2020,20,9,fdb-agsk,30,1.068283e+02,5.134309e+01,1.651913e+02,10000,"SeedSequence([20240620, 2020, 20, 9, 3])",ok
cec2020,20,9,atmals-gsk,30,-1.974182e+01,-3.105231e+01,-6.021928e+00,10000,"SeedSequence([20240620, 2020, 20, 9, 4])",ok
cec2020,20,9,egsk,30,-1.994282e+01,-3.791797e+01,-1.801690e+00,10000,"SeedSequence([20240620, 2020, 20, 9, 5])",ok
cec2020,20,10,gsk,30,-5.853304e+00,-1.087586e+01,-2.315003e+00,10000,"SeedSequence([20240620, 2020, 20, 10, 0])",ok
cec2020,20,10,agsk,30,5.551034e+00,1.992550e+00,8.414604e+00,10000,"SeedSequence([20240620, 2020, 20, 10, 1])",ok
cec2020,20,10,apgsk,30,4.874169e+00,1.439613e+00,7.750062e+00,10000,"SeedSequence([20240620, 2020, 20, 10, 2])",ok
cec2020,20,10,fdb-agsk,30,5.224352e+00,1.922967e+00,7.989485e+00,10000,"SeedSequence([20240620, 2020, 20, 10, 3])",ok
cec2020,20,10,atmals-gsk,30,-1.205107e+01,-2.085804e+01,-6.449231e+00,10000,"SeedSequence([20240620, 2020, 20, 10, 4])",ok
cec2020,20,10,egsk,30,-9.995642e+00,-2.054878e+01,-3.160703e+00,10000,"SeedSequence([20240620, 2020, 20, 10, 5])",ok
