suite,dimension,function,comparator,test_level,n_pairs,n_eff,n_zero_discarded,statistic,p_exact,p_normal_approx,p_decision,p_holm,holm_m,method_decision,outcome,direction,rank_biserial,decidability,evidential_tier
cec2020,5,4,fdb-agsk,per_function_runlevel,30,30,0,2.020000e+02,5.425279e-01,5.372015e-01,5.425279e-01,1.000000e+00,8,exact_signflip_enumeration_2^n,tie,favors_dt-gsk,1.311828e-01,decidable,pre-registered confirmatory (addendum Sections 3-4)
cec2020,5,5,fdb-agsk,per_function_runlevel,30,2,28,0.000000e+00,5.000000e-01,3.710933e-01,5.000000e-01,1.000000e+00,8,exact_signflip_enumeration_2^n,tie,favors_comparator,-1.000000e+00,not decidable at alpha=0.05 (exact two-sided floor 2/2^5 = 0.0625),pre-registered confirmatory (addendum Sections 3-4)
cec2020,5,8,fdb-agsk,per_function_runlevel,30,4,26,0.000000e+00,1.250000e-01,1.003482e-01,1.250000e-01,5.000000e-01,8,exact_signflip_enumeration_2^n,tie,favors_comparator,-1.000000e+00,not decidable at alpha=0.05 (exact two-sided floor 2/2^5 = 0.0625),pre-registered confirmatory (addendum Sections 3-4)
cec2020,5,9,fdb-agsk,per_function_runlevel,30,25,5,0.000000e+00,5.960464e-08,1.308071e-05,5.960464e-08,4.172325e-07,8,exact_signflip_enumeration_2^n,loss,favors_comparator,-1.000000e+00,decidable,pre-registered confirmatory (addendum Sections 3-4)
cec2020,5,10,fdb-agsk,per_function_runlevel,30,22,8,2.250000e+01,9.536743e-05,7.789841e-04,9.536743e-05,4.768372e-04,8,exact_signflip_enumeration_2^n,loss,favors_comparator,-8.221344e-01,decidable,pre-registered confirmatory (addendum Sections 3-4)
cec2020,5,1,atmals-gsk,per_function_runlevel,30,0,30,0.000000e+00,1.000000e+00,1.000000e+00,1.000000e+00,1.000000e+00,8,exact_signflip_enumeration_2^n,tie,none,n/a,not decidable at alpha=0.05 (exact two-sided floor 2/2^5 = 0.0625),pre-registered confirmatory (addendum Sections 3-4)
cec2020,5,2,atmals-gsk,per_function_runlevel,30,30,0,4.600000e+01,3.453158e-05,1.304411e-04,3.453158e-05,2.762526e-04,8,exact_signflip_enumeration_2^n,win,favors_dt-gsk,8.021505e-01,decidable,pre-registered confirmatory (addendum Sections 3-4)
cec2020,5,3,atmals-gsk,per_function_runlevel,30,30,0,5.500000e+01,9.902567e-05,2.720763e-04,9.902567e-05,5.941540e-04,8,exact_signflip_enumeration_2^n,win,favors_dt-gsk,7.634409e-01,decidable,pre-registered confirmatory (addendum Sections 3-4)
cec2020,5,4,atmals-gsk,per_function_runlevel,30,30,0,6.700000e+01,3.449582e-04,6.894646e-04,3.449582e-04,1.724791e-03,8,exact_signflip_enumeration_2^n,win,favors_dt-gsk,7.118280e-01,decidable,pre-registered confirmatory (addendum Sections 3-4)
cec2020,5,5,atmals-gsk,per_function_runlevel,30,30,0,5.100000e+01,6.286614e-05,1.970293e-04,6.286614e-05,4.400630e-04,8,exact_signflip_enumeration_2^n,win,favors_dt-gsk,7.806452e-01,decidable,pre-registered confirmatory (addendum Sections 3-4)
cec2020,5,8,atmals-gsk,per_function_runlevel,30,10,20,2.500000e+01,8.457031e-01,8.384638e-01,8.457031e-01,1.000000e+00,8,exact_signflip_enumeration_2^n,tie,favors_comparator,-9.090909e-02,decidable,pre-registered confirmatory (addendum Sections 3-4)
cec2020,5,9,atmals-gsk,per_function_runlevel,30,6,24,6.000000e+00,4.375000e-01,4.016781e-01,4.375000e-01,1.000000e+00,8,exact_signflip_enumeration_2^n,tie,favors_comparator,-4.285714e-01,decidable,pre-registered confirmatory (addendum Sections 3-4)
cec2020,5,10,atmals-gsk,per_function_runlevel,30,16,14,6.000000e+01,7.023926e-01,6.981525e-01,7.023926e-01,1.000000e+00,8,exact_signflip_enumeration_2^n,tie,favors_dt-gsk,1.176471e-01,decidable,pre-registered confirmatory (addendum Sections 3-4)
cec2020,5,1,egsk,per_function_runlevel,30,0,30,0.000000e+00,1.000000e+00,1.000000e+00,1.000000e+00,1.000000e+00,8,exact_signflip_enumeration_2^n,tie,none,n/a,not decidable at alpha=0.05 (exact two-sided floor 2/2^5 = 0.0625),pre-registered confirmatory (addendum Sections 3-4)
cec2020,5,2,egsk,per_function_runlevel,30,30,0,2.600000e+01,1.991168e-06,2.265966e-05,1.991168e-06,1.393817e-05,8,exact_signflip_enumeration_2^n,win,favors_dt-gsk,8.881720e-01,decidable,pre-registered confirmatory (addendum Sections 3-4)
cec2020,5,3,egsk,per_function_runlevel,30,25,5,7.000000e+00,1.013279e-06,3.040194e-05,1.013279e-06,8.106232e-06,8,exact_signflip_enumeration_2^n,win,favors_dt-gsk,9.569231e-01,decidable,pre-registered confirmatory (addendum Sections 3-4)
cec2020,5,4,egsk,per_function_runlevel,30,30,0,1.630000e+02,1.579477e-01,1.558363e-01,1.579477e-01,6.317907e-01,8,exact_signflip_enumeration_2^n,tie,favors_dt-gsk,2.989247e-01,decidable,pre-registered confirmatory (addendum Sections 3-4)
cec2020,5,5,egsk,per_function_runlevel,30,9,21,1.000000e+01,1.796875e-01,1.551317e-01,1.796875e-01,6.317907e-01,8,exact_signflip_enumeration_2^n,tie,favors_dt-gsk,5.555556e-01,decidable,pre-registered confirmatory (addendum Sections 3-4)
cec2020,5,8,egsk,per_function_runlevel,30,4,26,0.000000e+00,1.250000e-01,1.003482e-01,1.250000e-01,6.250000e-01,8,exact_signflip_enumeration_2^n,tie,favors_comparator,-1.000000e+00,not decidable at alpha=0.05 (exact two-sided floor 2/2^5 = 0.0625),pre-registered confirmatory (addendum Sections 3-4)
cec2020,5,9,egsk,per_function_runlevel,30,11,19,3.100000e+01,8.818359e-01,8.939037e-01,8.818359e-01,1.000000e+00,8,exact_signflip_enumeration_2^n,tie,favors_comparator,-6.060606e-02,decidable,pre-registered confirmatory (addendum Sections 3-4)
cec2020,5,10,egsk,per_function_runlevel,30,8,22,5.000000e+00,5.468750e-02,8.005784e-02,5.468750e-02,3.281250e-01,8,exact_signflip_enumeration_2^n,tie,favors_dt-gsk,7.222222e-01,decidable,pre-registered confirmatory (addendum Sections 3-4)
