suite,dimension,n_blocks,k,algorithm,mean_rank,ordinal,friedman_chi2,iman_davenport_F,p_value,p_permutation,B_permutation,permutation_seed,tie_correction_C,n_tied_functions,friedman_chi2_uncorrected,iman_davenport_F_uncorrected,p_value_uncorrected,statistic_status,evidential_tier
cec2020,10,10,7,gsk,6.200000e+00,7,4.023810e+01,1.832530e+01,1.794798e-11,9.999900e-06,100000,"SeedSequence([20240620, 2020, 10, 0, 99])",9.000000e-01,1,3.621429e+01,1.370270e+01,2.191739e-09,ok,pre-registered confirmatory (addendum Sections 3-4)
cec2020,10,10,7,agsk,1.900000e+00,1,4.023810e+01,1.832530e+01,1.794798e-11,9.999900e-06,100000,"SeedSequence([20240620, 2020, 10, 0, 99])",9.000000e-01,1,3.621429e+01,1.370270e+01,2.191739e-09,ok,pre-registered confirmatory (addendum Sections 3-4)
cec2020,10,10,7,apgsk,3.000000e+00,3,4.023810e+01,1.832530e+01,1.794798e-11,9.999900e-06,100000,"SeedSequence([20240620, 2020, 10, 0, 99])",9.000000e-01,1,3.621429e+01,1.370270e+01,2.191739e-09,ok,pre-registered confirmatory (addendum Sections 3-4)
cec2020,10,10,7,fdb-agsk,2.200000e+00,2,4.023810e+01,1.832530e+01,1.794798e-11,9.999900e-06,100000,"SeedSequence([20240620, 2020, 10, 0, 99])",9.000000e-01,1,3.621429e+01,1.370270e+01,2.191739e-09,ok,pre-registered confirmatory (addendum Sections 3-4)
cec2020,10,10,7,atmals-gsk,5.200000e+00,5,4.023810e+01,1.832530e+01,1.794798e-11,9.999900e-06,100000,"SeedSequence([20240620, 2020, 10, 0, 99])",9.000000e-01,1,3.621429e+01,1.370270e+01,2.191739e-09,ok,pre-registered confirmatory (addendum Sections 3-4)
cec2020,10,10,7,egsk,5.400000e+00,6,4.023810e+01,1.832530e+01,1.794798e-11,9.999900e-06,100000,"SeedSequence([20240620, 2020, 10, 0, 99])",9.000000e-01,1,3.621429e+01,1.370270e+01,2.191739e-09,ok,pre-registered confirmatory (addendum Sections 3-4)
cec2020,10,10,7,dt-gsk,4.100000e+00,4,4.023810e+01,1.832530e+01,1.794798e-11,9.999900e-06,100000,"SeedSequence([20240620, 2020, 10, 0, 99])",9.000000e-01,1,3.621429e+01,1.370270e+01,2.191739e-09,ok,pre-registered confirmatory (addendum Sections 3-4)
