suite,dimension,n_blocks,k,q_alpha_005,critical_difference,algorithm,mean_rank
cec2020,15,10,7,2.949000e+00,2.849005e+00,gsk,5.500000e+00
cec2020,15,10,7,2.949000e+00,2.849005e+00,agsk,2.100000e+00
cec2020,15,10,7,2.949000e+00,2.849005e+00,apgsk,3.500000e+00
cec2020,15,10,7,2.949000e+00,2.849005e+00,fdb-agsk,2.300000e+00
cec2020,15,10,7,2.949000e+00,2.849005e+00,atmals-gsk,5.600000e+00
cec2020,15,10,7,2.949000e+00,2.849005e+00,egsk,5.500000e+00
cec2020,15,10,7,2.949000e+00,2.849005e+00,dt-gsk,3.500000e+00
