suite,algorithm,mean_rank,ordinal,n_dimensions,caption_disclosure
cec2020,gsk,5.456250e+00,6,4,"DESCRIPTIVE ONLY; no test is attached. The four per-dimension rank vectors are NOT on a common protocol: D5 uses a REDUCED TASK SET of 8 of the 10 functions (F6 and F7 are undefined at D=5, addendum Section 2), and MaxFES CHANGES BY DIMENSION (50,000 / 1,000,000 / 3,000,000 / 10,000,000 at D=5/10/15/20), so the aggregate mixes budget regimes."
cec2020,agsk,2.087500e+00,1,4,"DESCRIPTIVE ONLY; no test is attached. The four per-dimension rank vectors are NOT on a common protocol: D5 uses a REDUCED TASK SET of 8 of the 10 functions (F6 and F7 are undefined at D=5, addendum Section 2), and MaxFES CHANGES BY DIMENSION (50,000 / 1,000,000 / 3,000,000 / 10,000,000 at D=5/10/15/20), so the aggregate mixes budget regimes."
cec2020,apgsk,3.093750e+00,3,4,"DESCRIPTIVE ONLY; no test is attached. The four per-dimension rank vectors are NOT on a common protocol: D5 uses a REDUCED TASK SET of 8 of the 10 functions (F6 and F7 are undefined at D=5, addendum Section 2), and MaxFES CHANGES BY DIMENSION (50,000 / 1,000,000 / 3,000,000 / 10,000,000 at D=5/10/15/20), so the aggregate mixes budget regimes."
cec2020,fdb-agsk,2.312500e+00,2,4,"DESCRIPTIVE ONLY; no test is attached. The four per-dimension rank vectors are NOT on a common protocol: D5 uses a REDUCED TASK SET of 8 of the 10 functions (F6 and F7 are undefined at D=5, addendum Section 2), and MaxFES CHANGES BY DIMENSION (50,000 / 1,000,000 / 3,000,000 / 10,000,000 at D=5/10/15/20), so the aggregate mixes budget regimes."
cec2020,atmals-gsk,5.493750e+00,7,4,"DESCRIPTIVE ONLY; no test is attached. The four per-dimension rank vectors are NOT on a common protocol: D5 uses a REDUCED TASK SET of 8 of the 10 functions (F6 and F7 are undefined at D=5, addendum Section 2), and MaxFES CHANGES BY DIMENSION (50,000 / 1,000,000 / 3,000,000 / 10,000,000 at D=5/10/15/20), so the aggregate mixes budget regimes."
cec2020,egsk,5.443750e+00,5,4,"DESCRIPTIVE ONLY; no test is attached. The four per-dimension rank vectors are NOT on a common protocol: D5 uses a REDUCED TASK SET of 8 of the 10 functions (F6 and F7 are undefined at D=5, addendum Section 2), and MaxFES CHANGES BY DIMENSION (50,000 / 1,000,000 / 3,000,000 / 10,000,000 at D=5/10/15/20), so the aggregate mixes budget regimes."
cec2020,dt-gsk,4.112500e+00,4,4,"DESCRIPTIVE ONLY; no test is attached. The four per-dimension rank vectors are NOT on a common protocol: D5 uses a REDUCED TASK SET of 8 of the 10 functions (F6 and F7 are undefined at D=5, addendum Section 2), and MaxFES CHANGES BY DIMENSION (50,000 / 1,000,000 / 3,000,000 / 10,000,000 at D=5/10/15/20), so the aggregate mixes budget regimes."
