suite,dimension,n_blocks,k,algorithm,mean_rank,ordinal,friedman_chi2,iman_davenport_F,p_value,p_permutation,B_permutation,permutation_seed,tie_correction_C,n_tied_functions,friedman_chi2_uncorrected,iman_davenport_F_uncorrected,p_value_uncorrected,statistic_status,evidential_tier
cec2020,15,10,7,gsk,5.500000e+00,5,3.766071e+01,1.517266e+01,4.336807e-10,9.999900e-06,100000,"SeedSequence([20240620, 2020, 15, 0, 99])",8.000000e-01,2,3.012857e+01,9.077475e+00,7.289631e-07,ok,pre-registered confirmatory (addendum Sections 3-4)
cec2020,15,10,7,agsk,2.100000e+00,1,3.766071e+01,1.517266e+01,4.336807e-10,9.999900e-06,100000,"SeedSequence([20240620, 2020, 15, 0, 99])",8.000000e-01,2,3.012857e+01,9.077475e+00,7.289631e-07,ok,pre-registered confirmatory (addendum Sections 3-4)
cec2020,15,10,7,apgsk,3.500000e+00,3,3.766071e+01,1.517266e+01,4.336807e-10,9.999900e-06,100000,"SeedSequence([20240620, 2020, 15, 0, 99])",8.000000e-01,2,3.012857e+01,9.077475e+00,7.289631e-07,ok,pre-registered confirmatory (addendum Sections 3-4)
cec2020,15,10,7,fdb-agsk,2.300000e+00,2,3.766071e+01,1.517266e+01,4.336807e-10,9.999900e-06,100000,"SeedSequence([20240620, 2020, 15, 0, 99])",8.000000e-01,2,3.012857e+01,9.077475e+00,7.289631e-07,ok,pre-registered confirmatory (addendum Sections 3-4)
cec2020,15,10,7,atmals-gsk,5.600000e+00,7,3.766071e+01,1.517266e+01,4.336807e-10,9.999900e-06,100000,"SeedSequence([20240620, 2020, 15, 0, 99])",8.000000e-01,2,3.012857e+01,9.077475e+00,7.289631e-07,ok,pre-registered confirmatory (addendum Sections 3-4)
cec2020,15,10,7,egsk,5.500000e+00,5,3.766071e+01,1.517266e+01,4.336807e-10,9.999900e-06,100000,"SeedSequence([20240620, 2020, 15, 0, 99])",8.000000e-01,2,3.012857e+01,9.077475e+00,7.289631e-07,ok,pre-registered confirmatory (addendum Sections 3-4)
cec2020,15,10,7,dt-gsk,3.500000e+00,3,3.766071e+01,1.517266e+01,4.336807e-10,9.999900e-06,100000,"SeedSequence([20240620, 2020, 15, 0, 99])",8.000000e-01,2,3.012857e+01,9.077475e+00,7.289631e-07,ok,pre-registered confirmatory (addendum Sections 3-4)
