suite,dimension,n_blocks,k,algorithm,mean_rank,ordinal,friedman_chi2,iman_davenport_F,p_value,p_permutation,B_permutation,permutation_seed,tie_correction_C,n_tied_functions,friedman_chi2_uncorrected,iman_davenport_F_uncorrected,p_value_uncorrected,statistic_status,evidential_tier
cec2020,5,8,7,gsk,5.625000e+00,7,2.321739e+01,6.557895e+00,6.099400e-05,6.999930e-05,100000,"SeedSequence([20240620, 2020, 5, 0, 99])",8.214286e-01,3,1.907143e+01,4.614815e+00,1.103481e-03,ok,pre-registered confirmatory (addendum Sections 3-4)
cec2020,5,8,7,agsk,2.750000e+00,2,2.321739e+01,6.557895e+00,6.099400e-05,6.999930e-05,100000,"SeedSequence([20240620, 2020, 5, 0, 99])",8.214286e-01,3,1.907143e+01,4.614815e+00,1.103481e-03,ok,pre-registered confirmatory (addendum Sections 3-4)
cec2020,5,8,7,apgsk,2.375000e+00,1,2.321739e+01,6.557895e+00,6.099400e-05,6.999930e-05,100000,"SeedSequence([20240620, 2020, 5, 0, 99])",8.214286e-01,3,1.907143e+01,4.614815e+00,1.103481e-03,ok,pre-registered confirmatory (addendum Sections 3-4)
cec2020,5,8,7,fdb-agsk,2.750000e+00,2,2.321739e+01,6.557895e+00,6.099400e-05,6.999930e-05,100000,"SeedSequence([20240620, 2020, 5, 0, 99])",8.214286e-01,3,1.907143e+01,4.614815e+00,1.103481e-03,ok,pre-registered confirmatory (addendum Sections 3-4)
cec2020,5,8,7,atmals-gsk,5.375000e+00,6,2.321739e+01,6.557895e+00,6.099400e-05,6.999930e-05,100000,"SeedSequence([20240620, 2020, 5, 0, 99])",8.214286e-01,3,1.907143e+01,4.614815e+00,1.103481e-03,ok,pre-registered confirmatory (addendum Sections 3-4)
cec2020,5,8,7,egsk,4.875000e+00,5,2.321739e+01,6.557895e+00,6.099400e-05,6.999930e-05,100000,"SeedSequence([20240620, 2020, 5, 0, 99])",8.214286e-01,3,1.907143e+01,4.614815e+00,1.103481e-03,ok,pre-registered confirmatory (addendum Sections 3-4)
cec2020,5,8,7,dt-gsk,4.250000e+00,4,2.321739e+01,6.557895e+00,6.099400e-05,6.999930e-05,100000,"SeedSequence([20240620, 2020, 5, 0, 99])",8.214286e-01,3,1.907143e+01,4.614815e+00,1.103481e-03,ok,pre-registered confirmatory (addendum Sections 3-4)
