suite,dimension,n_blocks,k,q_alpha_005,critical_difference,algorithm,mean_rank
cec2011,0,22,7,2.949000e+00,1.920799e+00,gsk,4.750000e+00
cec2011,0,22,7,2.949000e+00,1.920799e+00,agsk,4.750000e+00
cec2011,0,22,7,2.949000e+00,1.920799e+00,apgsk,3.886364e+00
cec2011,0,22,7,2.949000e+00,1.920799e+00,fdb-agsk,4.659091e+00
cec2011,0,22,7,2.949000e+00,1.920799e+00,atmals-gsk,4.068182e+00
cec2011,0,22,7,2.949000e+00,1.920799e+00,egsk,2.522727e+00
cec2011,0,22,7,2.949000e+00,1.920799e+00,dt-gsk,3.363636e+00
