suite,dimension,function,algorithm,checkpoint_nfes,mean_error,n_runs,availability
cec2011,1,3,apgsk,135000,1.151489e-05,25,ok
cec2011,1,3,apgsk,150000,1.151489e-05,25,ok
cec2011,1,3,fdb-agsk,1500,1.151526e-05,25,ok
cec2011,1,3,fdb-agsk,3000,1.151490e-05,25,ok
cec2011,1,3,fdb-agsk,4500,1.151489e-05,25,ok
cec2011,1,3,fdb-agsk,7500,1.151489e-05,25,ok
cec2011,1,3,fdb-agsk,15000,1.151489e-05,25,ok
cec2011,1,3,fdb-agsk,30000,1.151489e-05,25,ok
cec2011,1,3,fdb-agsk,45000,1.151489e-05,25,ok
cec2011,1,3,fdb-agsk,60000,1.151489e-05,25,ok
cec2011,1,3,fdb-agsk,75000,1.151489e-05,25,ok
cec2011,1,3,fdb-agsk,90000,1.151489e-05,25,ok
cec2011,1,3,fdb-agsk,105000,1.151489e-05,25,ok
cec2011,1,3,fdb-agsk,120000,1.151489e-05,25,ok
cec2011,1,3,fdb-agsk,135000,1.151489e-05,25,ok
cec2011,1,3,fdb-agsk,150000,1.151489e-05,25,ok
cec2011,1,3,atmals-gsk,1500,1.151489e-05,25,ok
cec2011,1,3,atmals-gsk,3000,1.151489e-05,25,ok
cec2011,1,3,atmals-gsk,4500,1.151489e-05,25,ok
cec2011,1,3,atmals-gsk,7500,1.151489e-05,25,ok
cec2011,1,3,atmals-gsk,15000,1.151489e-05,25,ok
cec2011,1,3,atmals-gsk,30000,1.151489e-05,25,ok
cec2011,1,3,atmals-gsk,45000,1.151489e-05,25,ok
cec2011,1,3,atmals-gsk,60000,1.151489e-05,25,ok
cec2011,1,3,atmals-gsk,75000,1.151489e-05,25,ok
cec2011,1,3,atmals-gsk,90000,1.151489e-05,25,ok
cec2011,1,3,atmals-gsk,105000,1.151489e-05,25,ok
cec2011,1,3,atmals-gsk,120000,1.151489e-05,25,ok
cec2011,1,3,atmals-gsk,135000,1.151489e-05,25,ok
cec2011,1,3,atmals-gsk,150000,1.151489e-05,25,ok
cec2011,1,3,egsk,1500,1.151489e-05,25,ok
cec2011,1,3,egsk,3000,1.151489e-05,25,ok
cec2011,1,3,egsk,4500,1.151489e-05,25,ok
cec2011,1,3,egsk,7500,1.151489e-05,25,ok
cec2011,1,3,egsk,15000,1.151489e-05,25,ok
cec2011,1,3,egsk,30000,1.151489e-05,25,ok
cec2011,1,3,egsk,45000,1.151489e-05,25,ok
cec2011,1,3,egsk,60000,1.151489e-05,25,ok
cec2011,1,3,egsk,75000,1.151489e-05,25,ok
cec2011,1,3,egsk,90000,1.151489e-05,25,ok
cec2011,1,3,egsk,105000,1.151489e-05,25,ok
cec2011,1,3,egsk,120000,1.151489e-05,25,ok
cec2011,1,3,egsk,135000,1.151489e-05,25,ok
