suite,dimension,n_blocks,k,q_alpha_005,critical_difference,algorithm,mean_rank
cec2013,30,28,7,2.949000e+00,1.702606e+00,gsk,4.982143e+00
cec2013,30,28,7,2.949000e+00,1.702606e+00,agsk,4.482143e+00
cec2013,30,28,7,2.949000e+00,1.702606e+00,apgsk,4.625000e+00
cec2013,30,28,7,2.949000e+00,1.702606e+00,fdb-agsk,4.125000e+00
cec2013,30,28,7,2.949000e+00,1.702606e+00,atmals-gsk,3.339286e+00
cec2013,30,28,7,2.949000e+00,1.702606e+00,egsk,3.071429e+00
cec2013,30,28,7,2.949000e+00,1.702606e+00,dt-gsk,3.375000e+00
