suite,dimension,function,comparator,n_runs,a12,cliffs_delta,magnitude,availability
cec2013,30,1,gsk,51,5.000000e-01,0.000000e+00,negligible,ok
cec2013,30,1,agsk,51,5.000000e-01,0.000000e+00,negligible,ok
cec2013,30,1,apgsk,51,5.000000e-01,0.000000e+00,negligible,ok
cec2013,30,1,fdb-agsk,51,5.000000e-01,0.000000e+00,negligible,ok
cec2013,30,1,atmals-gsk,51,5.000000e-01,0.000000e+00,negligible,ok
cec2013,30,1,egsk,51,5.000000e-01,0.000000e+00,negligible,ok
cec2013,30,2,gsk,51,9.069589e-01,8.139177e-01,large,ok
cec2013,30,2,agsk,51,9.419454e-01,8.838908e-01,large,ok
cec2013,30,2,apgsk,51,9.996155e-01,9.992311e-01,large,ok
cec2013,30,2,fdb-agsk,51,9.703960e-01,9.407920e-01,large,ok
cec2013,30,2,atmals-gsk,51,2.302960e-01,-5.394079e-01,large,ok
cec2013,30,2,egsk,51,6.574394e-02,-8.685121e-01,large,ok
cec2013,30,3,gsk,51,1.960784e-02,-9.607843e-01,large,ok
cec2013,30,3,agsk,51,9.653979e-01,9.307958e-01,large,ok
cec2013,30,3,apgsk,51,8.981161e-01,7.962322e-01,large,ok
cec2013,30,3,fdb-agsk,51,9.846213e-01,9.692426e-01,large,ok
cec2013,30,3,atmals-gsk,51,1.618608e-01,-6.762784e-01,large,ok
cec2013,30,3,egsk,51,4.459823e-02,-9.108035e-01,large,ok
cec2013,30,4,gsk,51,1.000000e+00,1.000000e+00,large,ok
cec2013,30,4,agsk,51,1.000000e+00,1.000000e+00,large,ok
cec2013,30,4,apgsk,51,1.000000e+00,1.000000e+00,large,ok
cec2013,30,4,fdb-agsk,51,1.000000e+00,1.000000e+00,large,ok
cec2013,30,4,atmals-gsk,51,8.981161e-01,7.962322e-01,large,ok
cec2013,30,4,egsk,51,0.000000e+00,-1.000000e+00,large,ok
cec2013,30,5,gsk,51,5.000000e-01,0.000000e+00,negligible,ok
cec2013,30,5,agsk,51,5.000000e-01,0.000000e+00,negligible,ok
cec2013,30,5,apgsk,51,5.000000e-01,0.000000e+00,negligible,ok
cec2013,30,5,fdb-agsk,51,5.000000e-01,0.000000e+00,negligible,ok
cec2013,30,5,atmals-gsk,51,5.000000e-01,0.000000e+00,negligible,ok
cec2013,30,5,egsk,51,9.117647e-01,8.235294e-01,large,ok
cec2013,30,6,gsk,51,5.074971e-01,1.499423e-02,negligible,ok
cec2013,30,6,agsk,51,1.414840e-01,-7.170319e-01,large,ok
cec2013,30,6,apgsk,51,7.274125e-01,4.548251e-01,large,ok
cec2013,30,6,fdb-agsk,51,2.422145e-01,-5.155709e-01,large,ok
cec2013,30,6,atmals-gsk,51,3.306421e-02,-9.338716e-01,large,ok
cec2013,30,6,egsk,51,1.845444e-02,-9.630911e-01,large,ok
cec2013,30,7,gsk,51,1.864667e-01,-6.270665e-01,large,ok
cec2013,30,7,agsk,51,1.000000e+00,1.000000e+00,large,ok
cec2013,30,7,apgsk,51,1.000000e+00,1.000000e+00,large,ok
cec2013,30,7,fdb-agsk,51,1.000000e+00,1.000000e+00,large,ok
cec2013,30,7,atmals-gsk,51,8.600538e-01,7.201077e-01,large,ok
cec2013,30,7,egsk,51,3.587082e-01,-2.825836e-01,medium,ok
cec2013,30,8,gsk,51,5.428681e-01,8.573626e-02,negligible,ok
cec2013,30,8,agsk,51,5.032680e-01,6.535948e-03,negligible,ok
cec2013,30,8,apgsk,51,5.128797e-01,2.575932e-02,negligible,ok
cec2013,30,8,fdb-agsk,51,4.467512e-01,-1.064975e-01,negligible,ok
cec2013,30,8,atmals-gsk,51,4.940408e-01,-1.191849e-02,negligible,ok
cec2013,30,8,egsk,51,4.033064e-01,-1.933872e-01,small,ok
cec2013,30,9,gsk,51,1.000000e+00,1.000000e+00,large,ok
cec2013,30,9,agsk,51,7.808535e-01,5.617070e-01,large,ok
cec2013,30,9,apgsk,51,7.762399e-01,5.524798e-01,large,ok
cec2013,30,9,fdb-agsk,51,7.043445e-01,4.086890e-01,medium,ok
cec2013,30,9,atmals-gsk,51,8.531334e-01,7.062668e-01,large,ok
cec2013,30,9,egsk,51,9.061899e-01,8.123799e-01,large,ok
cec2013,30,10,gsk,51,5.274894e-01,5.497885e-02,negligible,ok
cec2013,30,10,agsk,51,1.268743e-02,-9.746251e-01,large,ok
cec2013,30,10,apgsk,51,7.585544e-01,5.171088e-01,large,ok
cec2013,30,10,fdb-agsk,51,1.345636e-02,-9.730873e-01,large,ok
cec2013,30,10,atmals-gsk,51,3.685121e-01,-2.629758e-01,small,ok
cec2013,30,10,egsk,51,6.743560e-01,3.487120e-01,medium,ok
cec2013,30,11,gsk,51,1.000000e+00,1.000000e+00,large,ok
cec2013,30,11,agsk,51,0.000000e+00,-1.000000e+00,large,ok
cec2013,30,11,apgsk,51,0.000000e+00,-1.000000e+00,large,ok
cec2013,30,11,fdb-agsk,51,0.000000e+00,-1.000000e+00,large,ok
cec2013,30,11,atmals-gsk,51,0.000000e+00,-1.000000e+00,large,ok
cec2013,30,11,egsk,51,3.325644e-01,-3.348712e-01,medium,ok
cec2013,30,12,gsk,51,1.000000e+00,1.000000e+00,large,ok
cec2013,30,12,agsk,51,9.761630e-01,9.523260e-01,large,ok
cec2013,30,12,apgsk,51,1.000000e+00,1.000000e+00,large,ok
cec2013,30,12,fdb-agsk,51,9.619377e-01,9.238754e-01,large,ok
cec2013,30,12,atmals-gsk,51,9.108035e-01,8.216071e-01,large,ok
cec2013,30,12,egsk,51,1.733948e-01,-6.532103e-01,large,ok
cec2013,30,13,gsk,51,9.988466e-01,9.976932e-01,large,ok
cec2013,30,13,agsk,51,9.619377e-01,9.238754e-01,large,ok
cec2013,30,13,apgsk,51,9.884660e-01,9.769319e-01,large,ok
cec2013,30,13,fdb-agsk,51,9.630911e-01,9.261822e-01,large,ok
cec2013,30,13,atmals-gsk,51,9.165705e-01,8.331411e-01,large,ok
cec2013,30,13,egsk,51,6.301423e-01,2.602845e-01,small,ok
cec2013,30,14,gsk,51,1.000000e+00,1.000000e+00,large,ok
cec2013,30,14,agsk,51,0.000000e+00,-1.000000e+00,large,ok
cec2013,30,14,apgsk,51,0.000000e+00,-1.000000e+00,large,ok
cec2013,30,14,fdb-agsk,51,0.000000e+00,-1.000000e+00,large,ok
cec2013,30,14,atmals-gsk,51,1.422530e-02,-9.715494e-01,large,ok
cec2013,30,14,egsk,51,9.957709e-01,9.915417e-01,large,ok
cec2013,30,15,gsk,51,9.996155e-01,9.992311e-01,large,ok
cec2013,30,15,agsk,51,6.620531e-01,3.241061e-01,medium,ok
cec2013,30,15,apgsk,51,8.227605e-02,-8.354479e-01,large,ok
cec2013,30,15,fdb-agsk,51,6.101499e-01,2.202999e-01,small,ok
cec2013,30,15,atmals-gsk,51,3.898501e-01,-2.202999e-01,small,ok
cec2013,30,15,egsk,51,7.504806e-01,5.009612e-01,large,ok
cec2013,30,16,gsk,51,6.935794e-01,3.871588e-01,medium,ok
cec2013,30,16,agsk,51,4.721261e-01,-5.574779e-02,negligible,ok
cec2013,30,16,apgsk,51,1.787774e-01,-6.424452e-01,large,ok
cec2013,30,16,fdb-agsk,51,4.782776e-01,-4.344483e-02,negligible,ok
cec2013,30,16,atmals-gsk,51,1.345636e-01,-7.308727e-01,large,ok
cec2013,30,16,egsk,51,9.611688e-03,-9.807766e-01,large,ok
cec2013,30,17,gsk,51,9.946175e-01,9.892349e-01,large,ok
cec2013,30,17,agsk,51,0.000000e+00,-1.000000e+00,large,ok
cec2013,30,17,apgsk,51,0.000000e+00,-1.000000e+00,large,ok
cec2013,30,17,fdb-agsk,51,0.000000e+00,-1.000000e+00,large,ok
cec2013,30,17,atmals-gsk,51,0.000000e+00,-1.000000e+00,large,ok
cec2013,30,17,egsk,51,1.176471e-01,-7.647059e-01,large,ok
cec2013,30,18,gsk,51,9.692426e-01,9.384852e-01,large,ok
cec2013,30,18,agsk,51,7.193387e-01,4.386774e-01,large,ok
cec2013,30,18,apgsk,51,8.942714e-01,7.885429e-01,large,ok
cec2013,30,18,fdb-agsk,51,7.020377e-01,4.040754e-01,medium,ok
cec2013,30,18,atmals-gsk,51,2.833526e-01,-4.332949e-01,large,ok
cec2013,30,18,egsk,51,3.998462e-02,-9.200308e-01,large,ok
cec2013,30,19,gsk,51,9.384852e-01,8.769704e-01,large,ok
cec2013,30,19,agsk,51,4.382930e-02,-9.123414e-01,large,ok
cec2013,30,19,apgsk,51,4.382930e-02,-9.123414e-01,large,ok
cec2013,30,19,fdb-agsk,51,2.229912e-02,-9.554018e-01,large,ok
cec2013,30,19,atmals-gsk,51,0.000000e+00,-1.000000e+00,large,ok
cec2013,30,19,egsk,51,4.229143e-03,-9.915417e-01,large,ok
cec2013,30,20,gsk,51,7.081892e-01,4.163783e-01,medium,ok
cec2013,30,20,agsk,51,8.281430e-01,6.562860e-01,large,ok
cec2013,30,20,apgsk,51,8.054594e-01,6.109189e-01,large,ok
cec2013,30,20,fdb-agsk,51,6.870434e-01,3.740869e-01,medium,ok
cec2013,30,20,atmals-gsk,51,4.459823e-01,-1.080354e-01,negligible,ok
cec2013,30,20,egsk,51,7.612457e-02,-8.477509e-01,large,ok
cec2013,30,21,gsk,51,6.280277e-01,2.560554e-01,small,ok
cec2013,30,21,agsk,51,6.499423e-01,2.998847e-01,medium,ok
cec2013,30,21,apgsk,51,5.795848e-01,1.591696e-01,small,ok
cec2013,30,21,fdb-agsk,51,6.545559e-01,3.091119e-01,medium,ok
cec2013,30,21,atmals-gsk,51,6.226451e-01,2.452903e-01,small,ok
cec2013,30,21,egsk,51,6.403306e-01,2.806613e-01,medium,ok
cec2013,30,22,gsk,51,1.000000e+00,1.000000e+00,large,ok
cec2013,30,22,agsk,51,0.000000e+00,-1.000000e+00,large,ok
cec2013,30,22,apgsk,51,4.229143e-03,-9.915417e-01,large,ok
cec2013,30,22,fdb-agsk,51,0.000000e+00,-1.000000e+00,large,ok
cec2013,30,22,atmals-gsk,51,2.960400e-02,-9.407920e-01,large,ok
cec2013,30,22,egsk,51,9.919262e-01,9.838524e-01,large,ok
cec2013,30,23,gsk,51,1.000000e+00,1.000000e+00,large,ok
cec2013,30,23,agsk,51,9.315648e-01,8.631296e-01,large,ok
cec2013,30,23,apgsk,51,6.066897e-01,2.133795e-01,small,ok
cec2013,30,23,fdb-agsk,51,9.027297e-01,8.054594e-01,large,ok
cec2013,30,23,atmals-gsk,51,5.690119e-01,1.380238e-01,small,ok
cec2013,30,23,egsk,51,7.097270e-01,4.194541e-01,medium,ok
cec2013,30,24,gsk,51,4.190696e-02,-9.161861e-01,large,ok
cec2013,30,24,agsk,51,1.000000e+00,1.000000e+00,large,ok
cec2013,30,24,apgsk,51,1.000000e+00,1.000000e+00,large,ok
cec2013,30,24,fdb-agsk,51,1.000000e+00,1.000000e+00,large,ok
cec2013,30,24,atmals-gsk,51,9.788543e-01,9.577086e-01,large,ok
cec2013,30,24,egsk,51,2.487505e-01,-5.024990e-01,large,ok
cec2013,30,25,gsk,51,1.876201e-01,-6.247597e-01,large,ok
cec2013,30,25,agsk,51,8.685121e-01,7.370242e-01,large,ok
cec2013,30,25,apgsk,51,9.607843e-01,9.215686e-01,large,ok
cec2013,30,25,fdb-agsk,51,8.208381e-01,6.416763e-01,large,ok
cec2013,30,25,atmals-gsk,51,2.345252e-01,-5.309496e-01,large,ok
cec2013,30,25,egsk,51,8.342945e-02,-8.331411e-01,large,ok
cec2013,30,26,gsk,51,9.865436e-01,9.730873e-01,large,ok
cec2013,30,26,agsk,51,9.946175e-01,9.892349e-01,large,ok
cec2013,30,26,apgsk,51,9.969243e-01,9.938485e-01,large,ok
cec2013,30,26,fdb-agsk,51,9.973087e-01,9.946175e-01,large,ok
cec2013,30,26,atmals-gsk,51,3.683199e-01,-2.633602e-01,small,ok
cec2013,30,26,egsk,51,1.980008e-01,-6.039985e-01,large,ok
cec2013,30,27,gsk,51,5.113418e-02,-8.977316e-01,large,ok
cec2013,30,27,agsk,51,1.000000e+00,1.000000e+00,large,ok
cec2013,30,27,apgsk,51,1.000000e+00,1.000000e+00,large,ok
cec2013,30,27,fdb-agsk,51,1.000000e+00,1.000000e+00,large,ok
cec2013,30,27,atmals-gsk,51,6.985775e-01,3.971549e-01,medium,ok
cec2013,30,27,egsk,51,1.622453e-01,-6.755094e-01,large,ok
cec2013,30,28,gsk,51,5.294118e-01,5.882353e-02,negligible,ok
cec2013,30,28,agsk,51,5.294118e-01,5.882353e-02,negligible,ok
cec2013,30,28,apgsk,51,5.294118e-01,5.882353e-02,negligible,ok
cec2013,30,28,fdb-agsk,51,5.294118e-01,5.882353e-02,negligible,ok
cec2013,30,28,atmals-gsk,51,5.294118e-01,5.882353e-02,negligible,ok
cec2013,30,28,egsk,51,5.086505e-01,1.730104e-02,negligible,ok
