suite,dimension,n_blocks,k,q_alpha_005,critical_difference,algorithm,mean_rank
cec2013,50,28,7,2.949000e+00,1.702606e+00,gsk,5.160714e+00
cec2013,50,28,7,2.949000e+00,1.702606e+00,agsk,4.517857e+00
cec2013,50,28,7,2.949000e+00,1.702606e+00,apgsk,4.785714e+00
cec2013,50,28,7,2.949000e+00,1.702606e+00,fdb-agsk,4.267857e+00
cec2013,50,28,7,2.949000e+00,1.702606e+00,atmals-gsk,3.375000e+00
cec2013,50,28,7,2.949000e+00,1.702606e+00,egsk,3.285714e+00
cec2013,50,28,7,2.949000e+00,1.702606e+00,dt-gsk,2.607143e+00
