suite,dimension,function,comparator,n_runs,mean_diff,ci_low,ci_high,B,seed_scheme,availability
cec2013,50,1,gsk,51,0.000000e+00,n/a,n/a,n/a,n/a,no CI (degenerate cell)
cec2013,50,1,agsk,51,0.000000e+00,n/a,n/a,n/a,n/a,no CI (degenerate cell)
cec2013,50,1,apgsk,51,0.000000e+00,n/a,n/a,n/a,n/a,no CI (degenerate cell)
cec2013,50,1,fdb-agsk,51,0.000000e+00,n/a,n/a,n/a,n/a,no CI (degenerate cell)
cec2013,50,1,atmals-gsk,51,0.000000e+00,n/a,n/a,n/a,n/a,no CI (degenerate cell)
cec2013,50,1,egsk,51,0.000000e+00,n/a,n/a,n/a,n/a,no CI (degenerate cell)
cec2013,50,2,gsk,51,-1.170629e+05,-1.501023e+05,-8.866998e+04,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2013,50,2,agsk,51,-9.554489e+05,-1.032753e+06,-8.786220e+05,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2013,50,2,apgsk,51,-9.714255e+05,-1.072565e+06,-8.842455e+05,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2013,50,2,fdb-agsk,51,-1.125564e+06,-1.226152e+06,-1.029107e+06,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2013,50,2,atmals-gsk,51,5.167109e+04,3.603538e+04,6.992070e+04,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2013,50,2,egsk,51,5.101693e+04,3.492916e+04,6.931989e+04,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2013,50,3,gsk,51,3.600432e+05,2.001405e+05,6.516393e+05,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2013,50,3,agsk,51,-5.769624e+07,-7.553551e+07,-4.478479e+07,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2013,50,3,apgsk,51,-2.053552e+07,-2.860802e+07,-1.485594e+07,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2013,50,3,fdb-agsk,51,-2.765469e+07,-3.564523e+07,-2.179539e+07,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2013,50,3,atmals-gsk,51,-1.017294e+06,-1.783155e+06,-4.928905e+05,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2013,50,3,egsk,51,1.192257e+04,-2.774355e+05,3.187564e+05,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2013,50,4,gsk,51,-1.093966e+03,-1.191997e+03,-1.006879e+03,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2013,50,4,agsk,51,-4.100308e+03,-4.554736e+03,-3.689414e+03,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2013,50,4,apgsk,51,-5.886847e+03,-6.383754e+03,-5.442189e+03,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2013,50,4,fdb-agsk,51,-1.478352e+03,-1.670633e+03,-1.306760e+03,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
