suite,dimension,function,comparator,n_runs,mean_diff,ci_low,ci_high,B,seed_scheme,availability
cec2013,10,18,apgsk,51,-1.253692e+01,-1.405484e+01,-1.099964e+01,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2013,10,18,fdb-agsk,51,-1.157519e+01,-1.300502e+01,-1.018900e+01,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2013,10,18,atmals-gsk,51,-9.287727e+00,-1.046397e+01,-8.155170e+00,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2013,10,18,egsk,51,-1.694825e+00,-2.771888e+00,-8.146703e-01,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2013,10,19,gsk,51,-1.608392e+00,-1.686028e+00,-1.524536e+00,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2013,10,19,agsk,51,-1.784734e-01,-2.075183e-01,-1.503240e-01,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2013,10,19,apgsk,51,-1.258952e-01,-1.715807e-01,-7.906082e-02,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2013,10,19,fdb-agsk,51,-1.758512e-01,-2.068897e-01,-1.444211e-01,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2013,10,19,atmals-gsk,51,-2.242251e-01,-2.647760e-01,-1.884601e-01,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2013,10,19,egsk,51,-3.355581e-01,-4.041375e-01,-2.787053e-01,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2013,10,20,gsk,51,-4.943652e-01,-6.431706e-01,-3.453640e-01,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2013,10,20,agsk,51,-3.391024e-01,-4.649768e-01,-1.861371e-01,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2013,10,20,apgsk,51,-5.377085e-01,-6.715937e-01,-3.843022e-01,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2013,10,20,fdb-agsk,51,-4.254643e-01,-5.842792e-01,-2.765602e-01,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2013,10,20,atmals-gsk,51,-1.384211e-01,-2.672587e-01,-1.724996e-03,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2013,10,20,egsk,51,-8.609643e-03,-1.577831e-01,1.404011e-01,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2013,10,21,gsk,51,-4.514746e+01,-7.066833e+01,-2.748139e+01,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2013,10,21,agsk,51,1.138015e+02,6.798382e+01,1.589313e+02,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2013,10,21,apgsk,51,1.864152e+02,1.569882e+02,2.119130e+02,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2013,10,21,fdb-agsk,51,1.471691e+02,1.118407e+02,1.805100e+02,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2013,10,21,atmals-gsk,51,-4.122209e+01,-6.674269e+01,-2.355602e+01,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2013,10,21,egsk,51,-4.514746e+01,-7.262124e+01,-2.748139e+01,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2013,10,22,gsk,51,-1.230901e+03,-1.277591e+03,-1.175640e+03,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2013,10,22,agsk,51,-8.756697e+00,-1.500913e+01,-1.334511e+00,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2013,10,22,apgsk,51,-3.463498e+01,-4.365903e+01,-2.513284e+01,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2013,10,22,fdb-agsk,51,-8.204199e+00,-1.459196e+01,-1.346713e+00,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2013,10,22,atmals-gsk,51,-3.545498e+02,-4.010181e+02,-3.124458e+02,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2013,10,22,egsk,51,-7.438438e+02,-8.071233e+02,-6.877724e+02,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2013,10,23,gsk,51,-9.080527e+02,-9.619135e+02,-8.533643e+02,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2013,10,23,agsk,51,-4.191862e+02,-4.817063e+02,-3.562559e+02,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2013,10,23,apgsk,51,-4.643033e+02,-5.297472e+02,-3.992021e+02,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2013,10,23,fdb-agsk,51,-4.593498e+02,-5.253429e+02,-3.888870e+02,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2013,10,23,atmals-gsk,51,-3.361727e+02,-4.155834e+02,-2.508069e+02,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2013,10,23,egsk,51,-4.425916e+02,-5.049842e+02,-3.790236e+02,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2013,10,24,gsk,51,-7.084109e+00,-1.569262e+01,-2.617604e+00,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2013,10,24,agsk,51,1.073354e+01,-5.487642e-01,2.235624e+01,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2013,10,24,apgsk,51,1.934552e+01,6.661794e+00,3.239879e+01,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2013,10,24,fdb-agsk,51,1.334052e+01,2.359470e+00,2.532898e+01,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2013,10,24,atmals-gsk,51,-6.479805e-01,-9.223147e+00,7.943226e+00,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2013,10,24,egsk,51,-6.678850e+00,-1.488612e+01,-3.192690e+00,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2013,10,25,gsk,51,-1.159771e+00,-2.272344e+00,7.019377e-01,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2013,10,25,agsk,51,1.090015e+01,2.856294e+00,2.194491e+01,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2013,10,25,apgsk,51,1.127576e+01,3.814443e+00,2.152837e+01,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2013,10,25,fdb-agsk,51,-2.619499e+00,-6.824801e+00,4.212213e+00,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2013,10,25,atmals-gsk,51,-2.101082e+00,-3.608501e+00,-8.106973e-01,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2013,10,25,egsk,51,-4.451314e-01,-1.454213e+00,6.437012e-01,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2013,10,26,gsk,51,-4.117175e+01,-5.319806e+01,-2.719764e+01,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2013,10,26,agsk,51,8.067908e+00,-1.282271e+00,1.938567e+01,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2013,10,26,apgsk,51,8.750541e+00,4.455825e-01,2.141722e+01,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2013,10,26,fdb-agsk,51,9.700154e+00,1.126086e+00,2.172340e+01,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2013,10,26,atmals-gsk,51,-5.012143e+01,-6.413265e+01,-3.449278e+01,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2013,10,26,egsk,51,-2.127878e+01,-3.484921e+01,-8.341414e+00,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2013,10,27,gsk,51,-4.059401e+01,-6.826931e+01,-1.379298e+01,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2013,10,27,agsk,51,-4.477609e+01,-5.910488e+01,-2.915360e+01,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2013,10,27,apgsk,51,-4.031320e+01,-5.477312e+01,-2.257899e+01,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2013,10,27,fdb-agsk,51,-6.308922e+01,-7.671968e+01,-4.191200e+01,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2013,10,27,atmals-gsk,51,-3.186573e+01,-5.664968e+01,-1.082843e+01,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2013,10,27,egsk,51,-5.186727e+01,-8.068668e+01,-2.373188e+01,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2013,10,28,gsk,51,-1.176471e+01,-3.529412e+01,-3.921569e+00,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2013,10,28,agsk,51,8.235294e+01,4.705882e+01,1.098039e+02,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2013,10,28,apgsk,51,1.431373e+02,1.058824e+02,1.666667e+02,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2013,10,28,fdb-agsk,51,1.294118e+02,9.346619e+01,1.529412e+02,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2013,10,28,atmals-gsk,51,1.568627e+01,-1.176471e+01,3.529412e+01,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2013,10,28,egsk,51,-7.843137e+00,-3.137255e+01,0.000000e+00,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
