suite,dimension,n_blocks,algorithm,mean_rank,friedman_chi2,iman_davenport_F,p_value
cec2013,30,28,gsk,4.982143e+00,1.975638e+01,3.598281e+00,2.242258e-03
cec2013,30,28,agsk,4.482143e+00,1.975638e+01,3.598281e+00,2.242258e-03
cec2013,30,28,apgsk,4.625000e+00,1.975638e+01,3.598281e+00,2.242258e-03
cec2013,30,28,fdb-agsk,4.125000e+00,1.975638e+01,3.598281e+00,2.242258e-03
cec2013,30,28,atmals-gsk,3.339286e+00,1.975638e+01,3.598281e+00,2.242258e-03
cec2013,30,28,egsk,3.071429e+00,1.975638e+01,3.598281e+00,2.242258e-03
cec2013,30,28,dt-gsk,3.375000e+00,1.975638e+01,3.598281e+00,2.242258e-03
