Function,Best,Median,Mean,Worst,SD
13,2.3455421924E+12,5.5522718223E+12,5.4573321383E+12,9.1315399187E+12,1.8129977379E+12
14,1.5996695612E+13,3.8356172351E+13,3.6203613969E+13,5.2229512225E+13,1.0137102473E+13
