Function,Best,Median,Mean,Worst,SD
1,0.0000000000E+00,0.0000000000E+00,0.0000000000E+00,0.0000000000E+00,0.0000000000E+00
2,2.0972906895E-01,7.6207492648E-01,5.9885932119E+00,1.2600401445E+02,2.2778089182E+01
3,2.2792291183E+00,5.1482279661E+00,5.0011209371E+00,5.4034678846E+00,6.5453279687E-01
4,2.9382518500E-05,1.0238083888E-01,9.5721285022E-02,1.7754171712E-01,3.8725172112E-02
5,0.0000000000E+00,0.0000000000E+00,4.1606621367E-02,6.2409932051E-01,1.5833907260E-01
8,0.0000000000E+00,0.0000000000E+00,7.2404170142E+00,1.0035068802E+02,2.5357018115E+01
9,0.0000000000E+00,1.0000000000E+02,1.0336451468E+02,3.0000000000E+02,5.5661516095E+01
10,0.0000000000E+00,3.4736691594E+02,3.2789353295E+02,3.4736691594E+02,6.4462102738E+01
