suite,dimension,comparator,test_level,n_functions,n_eff,n_zero_discarded,statistic,p_exact,p_normal_approx,p_decision,p_holm,method_decision,method_companion,outcome,direction,rank_biserial,w_plus,w_minus,wins,ties,losses,decidability,evidential_tier
cec2013lsgo,native,gsk,across_functions_funclevel,15,15,0,5.400000e+01,7.615356e-01,7.547526e-01,7.615356e-01,1.000000e+00,exact_signflip_enumeration_2^n,normal_approx_continuity(statistics.wilcoxon_paired),tie,favors_dt-gsk,1.000000e-01,5.400000e+01,6.600000e+01,8,0,7,decidable,SUPPORTING-WITH-DISCLOSURE (addendum Section 4)
cec2013lsgo,native,agsk,across_functions_funclevel,15,15,0,5.600000e+01,8.469238e-01,8.424297e-01,8.469238e-01,1.000000e+00,exact_signflip_enumeration_2^n,normal_approx_continuity(statistics.wilcoxon_paired),tie,favors_dt-gsk,6.666667e-02,5.600000e+01,6.400000e+01,9,0,6,decidable,SUPPORTING-WITH-DISCLOSURE (addendum Section 4)
cec2013lsgo,native,apgsk,across_functions_funclevel,15,15,0,2.600000e+01,5.535889e-02,5.708321e-02,5.535889e-02,2.874756e-01,exact_signflip_enumeration_2^n,normal_approx_continuity(statistics.wilcoxon_paired),tie,favors_dt-gsk,5.666667e-01,2.600000e+01,9.400000e+01,11,0,4,decidable,SUPPORTING-WITH-DISCLOSURE (addendum Section 4)
cec2013lsgo,native,fdb-agsk,across_functions_funclevel,15,15,0,2.900000e+01,8.325195e-02,8.322301e-02,8.325195e-02,3.330078e-01,exact_signflip_enumeration_2^n,normal_approx_continuity(statistics.wilcoxon_paired),tie,favors_dt-gsk,5.166667e-01,2.900000e+01,9.100000e+01,11,0,4,decidable,SUPPORTING-WITH-DISCLOSURE (addendum Section 4)
cec2013lsgo,native,atmals-gsk,across_functions_funclevel,15,15,0,3.500000e+01,1.688232e-01,1.640720e-01,1.688232e-01,5.064697e-01,exact_signflip_enumeration_2^n,normal_approx_continuity(statistics.wilcoxon_paired),tie,favors_dt-gsk,4.166667e-01,3.500000e+01,8.500000e+01,8,0,7,decidable,SUPPORTING-WITH-DISCLOSURE (addendum Section 4)
cec2013lsgo,native,egsk,across_functions_funclevel,15,15,0,2.500000e+01,4.791260e-02,5.005783e-02,4.791260e-02,2.874756e-01,exact_signflip_enumeration_2^n,normal_approx_continuity(statistics.wilcoxon_paired),tie,favors_dt-gsk,5.833333e-01,2.500000e+01,9.500000e+01,11,0,4,decidable,SUPPORTING-WITH-DISCLOSURE (addendum Section 4)
