suite,dimension,n_blocks,k,q_alpha_005,critical_difference,algorithm,mean_rank
cec2013lsgo,native,15,7,2.949000e+00,2.326203e+00,gsk,3.866667e+00
cec2013lsgo,native,15,7,2.949000e+00,2.326203e+00,agsk,3.133333e+00
cec2013lsgo,native,15,7,2.949000e+00,2.326203e+00,apgsk,4.933333e+00
cec2013lsgo,native,15,7,2.949000e+00,2.326203e+00,fdb-agsk,3.933333e+00
cec2013lsgo,native,15,7,2.949000e+00,2.326203e+00,atmals-gsk,3.533333e+00
cec2013lsgo,native,15,7,2.949000e+00,2.326203e+00,egsk,5.466667e+00
cec2013lsgo,native,15,7,2.949000e+00,2.326203e+00,dt-gsk,3.133333e+00
