suite,dimension,function,comparator,p_paired_raw,p_paired_holm,decision_paired,p_unpaired_raw,p_unpaired_holm,decision_unpaired,transition
cec2017,50,8,agsk,5.322937e-10,1.543652e-08,win,3.303682e-18,8.919940e-17,win,none
cec2017,50,9,agsk,5.322937e-10,1.543652e-08,win,1.561885e-18,4.373279e-17,win,none
cec2017,50,10,agsk,5.322937e-10,1.543652e-08,win,3.303682e-18,8.919940e-17,win,none
cec2017,50,11,agsk,5.322937e-10,1.543652e-08,win,3.303682e-18,8.919940e-17,win,none
cec2017,50,12,agsk,6.363059e-10,1.543652e-08,win,1.111126e-16,1.666689e-15,win,none
cec2017,50,13,agsk,6.302901e-07,5.042321e-06,win,3.018265e-10,2.716438e-09,win,none
cec2017,50,14,agsk,6.889674e-08,6.200707e-07,win,2.430224e-12,2.673247e-11,win,none
cec2017,50,15,agsk,6.037671e-09,6.641438e-08,win,2.478591e-14,2.974309e-13,win,none
cec2017,50,16,agsk,5.322937e-10,1.543652e-08,win,2.258526e-17,4.065346e-16,win,none
cec2017,50,17,agsk,1.935570e-09,2.516241e-08,win,2.699037e-15,3.508748e-14,win,none
cec2017,50,18,agsk,5.322937e-10,1.543652e-08,win,3.303682e-18,8.919940e-17,win,none
cec2017,50,19,agsk,5.649717e-10,1.543652e-08,win,3.783339e-17,6.053342e-16,win,none
cec2017,50,20,agsk,8.552874e-10,1.543652e-08,win,1.661325e-15,2.325855e-14,win,none
cec2017,50,21,agsk,5.322937e-10,1.543652e-08,win,3.303682e-18,8.919940e-17,win,none
cec2017,50,22,agsk,1.370045e-05,6.850224e-05,win,6.128918e-09,4.290242e-08,win,none
cec2017,50,23,agsk,5.649717e-10,1.543652e-08,win,4.434369e-18,8.919940e-17,win,none
cec2017,50,24,agsk,5.322937e-10,1.543652e-08,win,3.303682e-18,8.919940e-17,win,none
cec2017,50,25,agsk,3.657093e-01,7.314186e-01,tie,2.903073e-01,5.806146e-01,tie,none
cec2017,50,26,agsk,4.822220e-09,5.786664e-08,win,2.374064e-09,1.899251e-08,win,none
cec2017,50,27,agsk,6.111419e-06,3.666851e-05,loss,1.950225e-06,9.751124e-06,loss,none
cec2017,50,28,agsk,5.957549e-01,7.314186e-01,tie,9.102749e-01,9.102749e-01,tie,none
cec2017,50,29,agsk,5.996047e-10,1.543652e-08,win,3.009466e-17,5.116091e-16,win,none
cec2017,50,30,agsk,8.021611e-07,5.615128e-06,loss,1.095587e-04,4.382346e-04,loss,none
cec2017,50,1,apgsk,5.649717e-10,1.543652e-08,win,8.440635e-18,1.519314e-16,win,none
cec2017,50,3,apgsk,5.322937e-10,1.543652e-08,win,3.421036e-19,9.921005e-18,win,none
cec2017,50,4,apgsk,5.821569e-01,8.676246e-01,tie,1.000000e+00,1.000000e+00,tie,none
cec2017,50,5,apgsk,5.322937e-10,1.543652e-08,win,3.303682e-18,8.919940e-17,win,none
cec2017,50,6,apgsk,1.216238e-09,1.581109e-08,win,5.369626e-14,5.906589e-13,win,none
cec2017,50,7,apgsk,5.322937e-10,1.543652e-08,win,3.303682e-18,8.919940e-17,win,none
cec2017,50,8,apgsk,5.322937e-10,1.543652e-08,win,3.303682e-18,8.919940e-17,win,none
cec2017,50,9,apgsk,5.322937e-10,1.543652e-08,win,1.561885e-18,4.373279e-17,win,none
cec2017,50,10,apgsk,7.981076e-09,7.981076e-08,win,4.139140e-11,3.403365e-10,win,none
cec2017,50,11,apgsk,5.322937e-10,1.543652e-08,win,3.303682e-18,8.919940e-17,win,none
cec2017,50,12,apgsk,5.649717e-10,1.543652e-08,win,4.702631e-18,8.934998e-17,win,none
cec2017,50,13,apgsk,1.792361e-06,1.254653e-05,win,1.011948e-10,7.083638e-10,win,none
cec2017,50,14,apgsk,8.552874e-10,1.543652e-08,win,8.259072e-15,9.910887e-14,win,none
cec2017,50,15,apgsk,1.366751e-09,1.640101e-08,win,2.718945e-16,4.078418e-15,win,none
cec2017,50,16,apgsk,4.071231e-08,3.664108e-07,win,3.781517e-11,3.403365e-10,win,none
cec2017,50,17,apgsk,2.172123e-09,2.389335e-08,win,9.895427e-14,9.895427e-13,win,none
cec2017,50,18,apgsk,5.322937e-10,1.543652e-08,win,3.303682e-18,8.919940e-17,win,none
cec2017,50,19,apgsk,5.649717e-10,1.543652e-08,win,2.533660e-17,4.307222e-16,win,none
cec2017,50,20,apgsk,7.600557e-10,1.543652e-08,win,7.430808e-15,9.660051e-14,win,none
cec2017,50,21,apgsk,5.322937e-10,1.543652e-08,win,3.303682e-18,8.919940e-17,win,none
cec2017,50,22,apgsk,1.280794e-07,1.024635e-06,win,3.566897e-15,4.993656e-14,win,none
cec2017,50,23,apgsk,5.322937e-10,1.543652e-08,win,3.303682e-18,8.919940e-17,win,none
cec2017,50,24,apgsk,5.322937e-10,1.543652e-08,win,3.303682e-18,8.919940e-17,win,none
cec2017,50,25,apgsk,9.836915e-05,4.918458e-04,win,3.296386e-06,1.977832e-05,win,none
cec2017,50,26,apgsk,1.614644e-04,6.458575e-04,win,8.067262e-02,2.420179e-01,tie,sig_to_ns
cec2017,50,27,apgsk,1.461473e-02,4.384418e-02,win,1.231203e-02,4.924812e-02,win,none
cec2017,50,28,apgsk,4.338123e-01,8.676246e-01,tie,1.385027e-01,2.770054e-01,tie,none
cec2017,50,29,apgsk,5.996047e-10,1.543652e-08,win,3.374588e-17,5.399340e-16,win,none
cec2017,50,30,apgsk,1.228033e-05,7.368200e-05,loss,4.266079e-03,2.133040e-02,loss,none
cec2017,50,1,fdb-agsk,4.174776e-01,1.000000e+00,tie,1.391167e-01,5.564668e-01,tie,none
cec2017,50,3,fdb-agsk,5.322937e-10,1.543652e-08,win,3.421036e-19,9.921005e-18,win,none
cec2017,50,4,fdb-agsk,8.620549e-01,1.000000e+00,tie,5.136617e-01,1.000000e+00,tie,none
cec2017,50,5,fdb-agsk,5.322937e-10,1.543652e-08,win,3.303682e-18,8.919940e-17,win,none
cec2017,50,6,fdb-agsk,5.293654e-03,2.646827e-02,win,7.394511e-02,3.697255e-01,tie,sig_to_ns
cec2017,50,7,fdb-agsk,5.322937e-10,1.543652e-08,win,3.716972e-18,8.919940e-17,win,none
cec2017,50,8,fdb-agsk,5.322937e-10,1.543652e-08,win,3.303682e-18,8.919940e-17,win,none
cec2017,50,9,fdb-agsk,5.322937e-10,1.543652e-08,win,1.561885e-18,4.373279e-17,win,none
cec2017,50,10,fdb-agsk,5.322937e-10,1.543652e-08,win,3.942357e-18,8.919940e-17,win,none
cec2017,50,11,fdb-agsk,5.322937e-10,1.543652e-08,win,3.716972e-18,8.919940e-17,win,none
cec2017,50,12,fdb-agsk,5.322937e-10,1.543652e-08,win,2.533660e-17,4.560588e-16,win,none
cec2017,50,13,fdb-agsk,6.387906e-06,4.471534e-05,win,1.932772e-09,1.546218e-08,win,none
cec2017,50,14,fdb-agsk,3.290782e-08,2.961704e-07,win,2.430224e-12,2.430224e-11,win,none
cec2017,50,15,fdb-agsk,3.846183e-09,4.230801e-08,win,1.040961e-13,1.353249e-12,win,none
cec2017,50,16,fdb-agsk,5.649717e-10,1.543652e-08,win,5.894254e-16,8.841380e-15,win,none
cec2017,50,17,fdb-agsk,1.724188e-09,2.241444e-08,win,8.397591e-13,9.237350e-12,win,none
cec2017,50,18,fdb-agsk,5.322937e-10,1.543652e-08,win,3.303682e-18,8.919940e-17,win,none
cec2017,50,19,fdb-agsk,5.322937e-10,1.543652e-08,win,1.598064e-17,3.036321e-16,win,none
cec2017,50,20,fdb-agsk,9.961999e-09,9.961999e-08,win,6.569588e-12,5.912629e-11,win,none
cec2017,50,21,fdb-agsk,5.322937e-10,1.543652e-08,win,3.303682e-18,8.919940e-17,win,none
cec2017,50,22,fdb-agsk,2.732681e-09,3.279217e-08,win,6.988969e-16,9.784556e-15,win,none
cec2017,50,23,fdb-agsk,5.649717e-10,1.543652e-08,win,3.573202e-17,6.074443e-16,win,none
cec2017,50,24,fdb-agsk,5.322937e-10,1.543652e-08,win,3.303682e-18,8.919940e-17,win,none
cec2017,50,25,fdb-agsk,7.606423e-01,1.000000e+00,tie,7.278246e-01,1.000000e+00,tie,none
cec2017,50,26,fdb-agsk,6.363059e-10,1.543652e-08,win,5.280256e-16,8.448409e-15,win,none
cec2017,50,27,fdb-agsk,1.147446e-04,6.884673e-04,loss,3.516956e-04,2.110174e-03,loss,none
cec2017,50,28,fdb-agsk,6.224973e-01,1.000000e+00,tie,4.247102e-01,1.000000e+00,tie,none
cec2017,50,29,fdb-agsk,1.366751e-09,1.913451e-08,win,1.151799e-13,1.382158e-12,win,none
cec2017,50,30,fdb-agsk,8.021611e-07,6.417289e-06,loss,1.645645e-04,1.151952e-03,loss,none
cec2017,50,1,atmals-gsk,5.322937e-10,1.543652e-08,loss,1.390589e-20,4.032707e-19,loss,none
cec2017,50,3,atmals-gsk,6.764582e-05,6.088124e-04,win,3.473448e-06,3.473448e-05,win,none
cec2017,50,4,atmals-gsk,1.046932e-03,5.234658e-03,loss,5.803342e-04,3.482005e-03,loss,none
cec2017,50,5,atmals-gsk,5.322937e-10,1.543652e-08,win,3.303682e-18,9.250308e-17,win,none
cec2017,50,6,atmals-gsk,9.621213e-10,1.849800e-08,win,9.648545e-16,1.929709e-14,win,none
cec2017,50,7,atmals-gsk,1.020312e-09,1.849800e-08,win,5.126244e-15,9.739864e-14,win,none
cec2017,50,8,atmals-gsk,5.322937e-10,1.543652e-08,win,6.683315e-18,1.670829e-16,win,none
cec2017,50,9,atmals-gsk,8.808572e-10,1.849800e-08,win,5.682676e-16,1.193362e-14,win,none
cec2017,50,10,atmals-gsk,3.094884e-05,3.404372e-04,win,1.318859e-05,1.055087e-04,win,none
cec2017,50,11,atmals-gsk,5.322937e-10,1.543652e-08,win,1.343444e-17,3.089920e-16,win,none
cec2017,50,12,atmals-gsk,4.147694e-02,1.659078e-01,tie,2.767232e-02,1.106893e-01,tie,none
cec2017,50,13,atmals-gsk,1.104252e-04,8.834016e-04,win,1.077472e-02,5.387359e-02,tie,sig_to_ns
cec2017,50,14,atmals-gsk,1.081929e-09,1.849800e-08,win,9.674541e-15,1.741417e-13,win,none
cec2017,50,15,atmals-gsk,3.063501e-09,4.901601e-08,win,6.260010e-14,9.390016e-13,win,none
cec2017,50,16,atmals-gsk,1.570564e-07,1.884677e-06,win,5.345581e-09,6.414697e-08,win,none
cec2017,50,17,atmals-gsk,3.860777e-08,5.019010e-07,win,1.448772e-11,1.883403e-10,win,none
cec2017,50,18,atmals-gsk,5.649717e-10,1.543652e-08,win,7.072980e-17,1.556056e-15,win,none
cec2017,50,19,atmals-gsk,5.322937e-10,1.543652e-08,win,1.065249e-17,2.556596e-16,win,none
cec2017,50,20,atmals-gsk,3.243223e-09,4.901601e-08,win,2.610486e-14,4.176778e-13,win,none
cec2017,50,21,atmals-gsk,5.322937e-10,1.543652e-08,win,3.303682e-18,9.250308e-17,win,none
cec2017,50,22,atmals-gsk,4.975945e-04,2.985567e-03,win,6.000871e-06,5.400784e-05,win,none
cec2017,50,23,atmals-gsk,9.071719e-10,1.849800e-08,win,1.074816e-14,1.827187e-13,win,none
cec2017,50,24,atmals-gsk,5.649717e-10,1.543652e-08,win,5.607288e-18,1.457895e-16,win,none
cec2017,50,25,atmals-gsk,4.117847e-05,4.117847e-04,win,1.765261e-06,1.941787e-05,win,none
cec2017,50,26,atmals-gsk,2.385323e-08,3.339452e-07,win,1.094828e-13,1.532760e-12,win,none
cec2017,50,27,atmals-gsk,2.613238e-04,1.829266e-03,win,1.157299e-04,8.101093e-04,win,none
cec2017,50,28,atmals-gsk,6.643703e-02,1.993111e-01,tie,1.916080e-01,5.748239e-01,tie,none
cec2017,50,29,atmals-gsk,5.963887e-01,1.000000e+00,tie,7.177958e-01,1.000000e+00,tie,none
cec2017,50,30,atmals-gsk,9.588839e-01,1.000000e+00,tie,5.469454e-01,1.000000e+00,tie,none
cec2017,50,1,egsk,3.115254e-06,6.230507e-05,win,4.419593e-04,6.187430e-03,win,none
cec2017,50,3,egsk,2.526313e-03,3.284207e-02,loss,2.579604e-04,3.869406e-03,loss,none
cec2017,50,4,egsk,2.025503e-08,5.063756e-07,loss,8.822283e-12,2.117348e-10,loss,none
cec2017,50,5,egsk,3.181464e-01,1.000000e+00,tie,1.618707e-01,8.347003e-01,tie,none
cec2017,50,6,egsk,9.961999e-09,2.689740e-07,loss,9.927463e-17,2.779690e-15,loss,none
cec2017,50,7,egsk,4.536691e-02,3.175684e-01,tie,1.141135e-02,1.178220e-01,tie,none
cec2017,50,8,egsk,7.606423e-01,1.000000e+00,tie,7.837705e-01,1.000000e+00,tie,none
cec2017,50,9,egsk,1.305482e-02,1.436031e-01,tie,3.600257e-02,2.880206e-01,tie,none
cec2017,50,10,egsk,5.322937e-10,1.543652e-08,win,3.303682e-18,9.580676e-17,win,none
cec2017,50,11,egsk,2.478040e-06,5.203884e-05,loss,4.406010e-06,7.490216e-05,loss,none
cec2017,50,12,egsk,5.708468e-09,1.598371e-07,win,1.124432e-12,2.923523e-11,win,none
cec2017,50,13,egsk,9.897106e-06,1.781479e-04,loss,7.843648e-07,1.490293e-05,loss,none
cec2017,50,14,egsk,3.145947e-02,2.516757e-01,tie,1.987922e-03,2.385507e-02,win,ns_to_sig
cec2017,50,15,egsk,1.253839e-01,6.269195e-01,tie,1.391167e-01,8.347003e-01,tie,none
cec2017,50,16,egsk,4.475819e-04,6.713728e-03,loss,2.063316e-07,4.332963e-06,loss,none
cec2017,50,17,egsk,4.276517e-06,8.125382e-05,win,1.444609e-06,2.600297e-05,win,none
cec2017,50,18,egsk,8.329630e-01,1.000000e+00,tie,2.083090e-01,8.347003e-01,tie,none
cec2017,50,19,egsk,1.819983e-08,4.731957e-07,win,9.546718e-12,2.195745e-10,win,none
cec2017,50,20,egsk,1.828521e-07,4.022746e-06,win,3.014550e-11,6.632010e-10,win,none
cec2017,50,21,egsk,4.955996e-02,3.175684e-01,tie,7.180724e-02,5.026507e-01,tie,none
cec2017,50,22,egsk,2.385323e-08,5.486243e-07,win,4.500283e-13,1.215076e-11,win,none
cec2017,50,23,egsk,5.521818e-04,7.730545e-03,loss,5.534916e-04,7.195391e-03,loss,none
cec2017,50,24,egsk,1.441964e-04,2.307143e-03,loss,3.968219e-05,6.349151e-04,loss,none
cec2017,50,25,egsk,3.954226e-05,6.722184e-04,win,3.521623e-07,7.043246e-06,win,none
cec2017,50,26,egsk,8.796043e-03,1.055525e-01,tie,1.071109e-02,1.178220e-01,tie,none
cec2017,50,27,egsk,2.138106e-02,2.138106e-01,tie,1.985577e-02,1.787020e-01,tie,none
cec2017,50,28,egsk,7.606423e-01,1.000000e+00,tie,5.808198e-01,1.000000e+00,tie,none
cec2017,50,29,egsk,2.028479e-08,5.063756e-07,loss,2.006442e-12,5.016104e-11,loss,none
cec2017,50,30,egsk,2.302215e-02,2.138106e-01,tie,2.156601e-01,8.347003e-01,tie,none
cec2017,100,1,gsk,5.322937e-10,1.543652e-08,win,3.303682e-18,9.580676e-17,win,none
cec2017,100,3,gsk,5.322937e-10,1.543652e-08,win,3.303682e-18,9.580676e-17,win,none
cec2017,100,4,gsk,5.525381e-02,3.546032e-01,tie,6.668342e-02,4.001005e-01,tie,none
cec2017,100,5,gsk,2.259941e-06,2.711929e-05,win,3.341312e-04,3.675443e-03,win,none
cec2017,100,6,gsk,7.393170e-01,1.000000e+00,tie,9.429249e-02,4.714624e-01,tie,none
cec2017,100,7,gsk,5.322937e-10,1.543652e-08,win,3.303682e-18,9.580676e-17,win,none
cec2017,100,8,gsk,4.941943e-07,6.918720e-06,win,5.141762e-05,6.170115e-04,win,none
cec2017,100,9,gsk,5.322937e-10,1.543652e-08,win,4.071464e-18,9.580676e-17,win,none
cec2017,100,10,gsk,5.322937e-10,1.543652e-08,win,3.303682e-18,9.580676e-17,win,none
cec2017,100,11,gsk,1.888155e-03,1.699340e-02,win,4.266079e-03,3.412864e-02,win,none
cec2017,100,12,gsk,1.710728e-06,2.223946e-05,loss,2.672515e-08,3.741520e-07,loss,none
cec2017,100,13,gsk,3.509955e-01,1.000000e+00,tie,1.373370e-01,5.493482e-01,tie,none
cec2017,100,14,gsk,5.322937e-10,1.543652e-08,win,7.085436e-18,1.417087e-16,win,none
cec2017,100,15,gsk,5.918311e-04,5.918311e-03,win,2.814868e-02,1.970408e-01,tie,sig_to_ns
cec2017,100,16,gsk,7.181904e-01,1.000000e+00,tie,3.428082e-04,3.675443e-03,loss,ns_to_sig
cec2017,100,17,gsk,5.322937e-10,1.543652e-08,win,3.303682e-18,9.580676e-17,win,none
cec2017,100,18,gsk,5.322937e-10,1.543652e-08,win,3.303682e-18,9.580676e-17,win,none
cec2017,100,19,gsk,2.594531e-06,2.853984e-05,win,2.014708e-05,2.619120e-04,win,none
cec2017,100,20,gsk,5.322937e-10,1.543652e-08,win,3.303682e-18,9.580676e-17,win,none
cec2017,100,21,gsk,8.542671e-02,4.271335e-01,tie,2.903073e-01,8.709219e-01,tie,none
cec2017,100,22,gsk,5.322937e-10,1.543652e-08,win,3.303682e-18,9.580676e-17,win,none
cec2017,100,23,gsk,5.649717e-10,1.543652e-08,loss,1.343444e-17,2.418198e-16,loss,none
cec2017,100,24,gsk,5.322937e-10,1.543652e-08,loss,8.440635e-18,1.603721e-16,loss,none
cec2017,100,25,gsk,3.558579e-01,1.000000e+00,tie,3.219197e-01,8.709219e-01,tie,none
cec2017,100,26,gsk,1.921487e-08,3.074380e-07,loss,8.106075e-11,1.296972e-09,loss,none
cec2017,100,27,gsk,2.732697e-07,4.099046e-06,win,3.743259e-10,5.614889e-09,win,none
cec2017,100,28,gsk,5.142452e-03,4.113962e-02,loss,1.198359e-03,1.078523e-02,loss,none
cec2017,100,29,gsk,1.020312e-09,1.734530e-08,loss,5.578937e-16,9.484193e-15,loss,none
cec2017,100,30,gsk,5.065759e-02,3.546032e-01,tie,5.558893e-01,8.709219e-01,tie,none
cec2017,100,1,agsk,1.088390e-03,7.618730e-03,win,1.443899e-03,1.010730e-02,win,none
cec2017,100,3,agsk,5.322937e-10,1.543652e-08,win,3.303682e-18,9.250308e-17,win,none
cec2017,100,4,agsk,1.216225e-02,7.297350e-02,tie,5.826385e-03,3.495831e-02,loss,ns_to_sig
cec2017,100,5,agsk,5.322937e-10,1.543652e-08,win,3.303682e-18,9.250308e-17,win,none
cec2017,100,6,agsk,5.322937e-10,1.543652e-08,win,3.303682e-18,9.250308e-17,win,none
cec2017,100,7,agsk,5.322937e-10,1.543652e-08,win,3.303682e-18,9.250308e-17,win,none
cec2017,100,8,agsk,5.322937e-10,1.543652e-08,win,3.303682e-18,9.250308e-17,win,none
cec2017,100,9,agsk,5.322937e-10,1.543652e-08,win,3.031333e-18,8.790867e-17,win,none
cec2017,100,10,agsk,5.322937e-10,1.543652e-08,win,3.303682e-18,9.250308e-17,win,none
cec2017,100,11,agsk,5.322937e-10,1.543652e-08,win,3.303682e-18,9.250308e-17,win,none
cec2017,100,12,agsk,5.396753e-09,5.396753e-08,win,3.748019e-14,3.748019e-13,win,none
cec2017,100,13,agsk,1.501996e-01,6.007984e-01,tie,2.580267e-01,7.740800e-01,tie,none
cec2017,100,14,agsk,5.322937e-10,1.543652e-08,win,3.303682e-18,9.250308e-17,win,none
cec2017,100,15,agsk,1.062596e-04,8.500765e-04,win,5.510548e-06,4.408438e-05,win,none
cec2017,100,16,agsk,5.322937e-10,1.543652e-08,win,3.303682e-18,9.250308e-17,win,none
cec2017,100,17,agsk,6.363059e-10,1.543652e-08,win,3.573202e-17,4.287842e-16,win,none
cec2017,100,18,agsk,5.322937e-10,1.543652e-08,win,3.303682e-18,9.250308e-17,win,none
cec2017,100,19,agsk,3.000995e-02,1.500498e-01,tie,1.598820e-01,7.136462e-01,tie,none
cec2017,100,20,agsk,5.649717e-10,1.543652e-08,win,8.381210e-17,9.219331e-16,win,none
cec2017,100,21,agsk,5.322937e-10,1.543652e-08,win,3.303682e-18,9.250308e-17,win,none
cec2017,100,22,agsk,5.322937e-10,1.543652e-08,win,3.303682e-18,9.250308e-17,win,none
cec2017,100,23,agsk,5.322937e-10,1.543652e-08,win,3.303682e-18,9.250308e-17,win,none
cec2017,100,24,agsk,5.322937e-10,1.543652e-08,win,3.303682e-18,9.250308e-17,win,none
cec2017,100,25,agsk,9.290437e-01,1.000000e+00,tie,6.346571e-01,1.000000e+00,tie,none
cec2017,100,26,agsk,5.322937e-10,1.543652e-08,win,3.303682e-18,9.250308e-17,win,none
cec2017,100,27,agsk,8.918882e-01,1.000000e+00,tie,8.252020e-01,1.000000e+00,tie,none
cec2017,100,28,agsk,1.611145e-01,6.007984e-01,tie,1.427292e-01,7.136462e-01,tie,none
cec2017,100,29,agsk,5.322937e-10,1.543652e-08,win,3.303682e-18,9.250308e-17,win,none
cec2017,100,30,agsk,1.291043e-06,1.161938e-05,win,1.824958e-06,1.642462e-05,win,none
cec2017,100,1,apgsk,5.322937e-10,1.543652e-08,win,3.303682e-18,9.250308e-17,win,none
cec2017,100,3,apgsk,5.322937e-10,1.543652e-08,win,3.303682e-18,9.250308e-17,win,none
cec2017,100,4,apgsk,1.611145e-01,4.833436e-01,tie,1.851194e-01,3.702388e-01,tie,none
cec2017,100,5,apgsk,5.322937e-10,1.543652e-08,win,3.303682e-18,9.250308e-17,win,none
cec2017,100,6,apgsk,5.322937e-10,1.543652e-08,win,3.303682e-18,9.250308e-17,win,none
cec2017,100,7,apgsk,5.322937e-10,1.543652e-08,win,3.303682e-18,9.250308e-17,win,none
cec2017,100,8,apgsk,5.322937e-10,1.543652e-08,win,3.303682e-18,9.250308e-17,win,none
cec2017,100,9,apgsk,5.322937e-10,1.543652e-08,win,3.031333e-18,8.790867e-17,win,none
cec2017,100,10,apgsk,5.322937e-10,1.543652e-08,win,3.303682e-18,9.250308e-17,win,none
cec2017,100,11,apgsk,5.322937e-10,1.543652e-08,win,3.303682e-18,9.250308e-17,win,none
cec2017,100,12,apgsk,5.322937e-10,1.543652e-08,win,8.440635e-18,9.284698e-17,win,none
cec2017,100,13,apgsk,7.524406e-04,3.762203e-03,win,4.532255e-04,2.266128e-03,win,none
cec2017,100,14,apgsk,5.322937e-10,1.543652e-08,win,3.303682e-18,9.250308e-17,win,none
cec2017,100,15,apgsk,2.957083e-08,2.365666e-07,win,2.327177e-13,2.094459e-12,win,none
cec2017,100,16,apgsk,1.652371e-07,9.914223e-07,win,3.151330e-10,1.890798e-09,win,none
cec2017,100,17,apgsk,4.071231e-08,2.849862e-07,win,3.014550e-11,2.110185e-10,win,none
cec2017,100,18,apgsk,5.322937e-10,1.543652e-08,win,3.303682e-18,9.250308e-17,win,none
cec2017,100,19,apgsk,2.470180e-01,4.940359e-01,tie,8.788892e-02,2.636667e-01,tie,none
cec2017,100,20,apgsk,1.311799e-08,1.180619e-07,win,9.546718e-12,7.637374e-11,win,none
cec2017,100,21,apgsk,5.322937e-10,1.543652e-08,win,3.303682e-18,9.250308e-17,win,none
cec2017,100,22,apgsk,5.322937e-10,1.543652e-08,win,3.303682e-18,9.250308e-17,win,none
cec2017,100,23,apgsk,5.322937e-10,1.543652e-08,win,3.303682e-18,9.250308e-17,win,none
cec2017,100,24,apgsk,5.322937e-10,1.543652e-08,win,3.303682e-18,9.250308e-17,win,none
cec2017,100,25,apgsk,4.054982e-02,1.621993e-01,tie,3.678659e-02,1.471464e-01,tie,none
cec2017,100,26,apgsk,5.322937e-10,1.543652e-08,win,3.303682e-18,9.250308e-17,win,none
cec2017,100,27,apgsk,5.322937e-10,1.543652e-08,win,3.303682e-18,9.250308e-17,win,none
cec2017,100,28,apgsk,4.228818e-01,4.940359e-01,tie,6.394346e-01,6.394346e-01,tie,none
cec2017,100,29,apgsk,5.322937e-10,1.543652e-08,win,3.303682e-18,9.250308e-17,win,none
cec2017,100,30,apgsk,1.448669e-09,1.543652e-08,win,3.380784e-14,3.380784e-13,win,none
cec2017,100,1,fdb-agsk,6.971367e-02,4.182820e-01,tie,2.912263e-02,2.038584e-01,tie,none
cec2017,100,3,fdb-agsk,5.322937e-10,1.543652e-08,win,3.303682e-18,9.250308e-17,win,none
cec2017,100,4,fdb-agsk,3.413978e-01,1.000000e+00,tie,1.659331e-01,8.296656e-01,tie,none
cec2017,100,5,fdb-agsk,5.322937e-10,1.543652e-08,win,3.303682e-18,9.250308e-17,win,none
cec2017,100,6,fdb-agsk,5.322937e-10,1.543652e-08,win,3.303682e-18,9.250308e-17,win,none
cec2017,100,7,fdb-agsk,5.322937e-10,1.543652e-08,win,3.303682e-18,9.250308e-17,win,none
cec2017,100,8,fdb-agsk,5.322937e-10,1.543652e-08,win,3.303682e-18,9.250308e-17,win,none
cec2017,100,9,fdb-agsk,5.322937e-10,1.543652e-08,win,3.031333e-18,8.790867e-17,win,none
cec2017,100,10,fdb-agsk,5.322937e-10,1.543652e-08,win,3.303682e-18,9.250308e-17,win,none
cec2017,100,11,fdb-agsk,5.322937e-10,1.543652e-08,win,3.303682e-18,9.250308e-17,win,none
cec2017,100,12,fdb-agsk,5.322937e-10,1.543652e-08,win,2.392194e-17,2.870632e-16,win,none
cec2017,100,13,fdb-agsk,1.501996e-01,7.509979e-01,tie,2.608540e-01,9.446880e-01,tie,none
cec2017,100,14,fdb-agsk,5.322937e-10,1.543652e-08,win,3.303682e-18,9.250308e-17,win,none
cec2017,100,15,fdb-agsk,2.599617e-07,2.599617e-06,win,1.261217e-11,1.261217e-10,win,none
cec2017,100,16,fdb-agsk,5.649717e-10,1.543652e-08,win,1.793692e-17,2.331800e-16,win,none
cec2017,100,17,fdb-agsk,3.433194e-09,3.776513e-08,win,5.369626e-14,5.906589e-13,win,none
cec2017,100,18,fdb-agsk,5.322937e-10,1.543652e-08,win,3.303682e-18,9.250308e-17,win,none
cec2017,100,19,fdb-agsk,3.273195e-01,1.000000e+00,tie,7.581854e-01,1.000000e+00,tie,none
cec2017,100,20,fdb-agsk,4.061809e-07,3.655628e-06,win,1.287994e-07,1.159195e-06,win,none
cec2017,100,21,fdb-agsk,5.322937e-10,1.543652e-08,win,3.303682e-18,9.250308e-17,win,none
cec2017,100,22,fdb-agsk,5.322937e-10,1.543652e-08,win,3.303682e-18,9.250308e-17,win,none
cec2017,100,23,fdb-agsk,5.322937e-10,1.543652e-08,win,3.303682e-18,9.250308e-17,win,none
cec2017,100,24,fdb-agsk,5.322937e-10,1.543652e-08,win,3.303682e-18,9.250308e-17,win,none
cec2017,100,25,fdb-agsk,3.374617e-02,2.362232e-01,tie,4.758663e-02,2.855198e-01,tie,none
cec2017,100,26,fdb-agsk,5.322937e-10,1.543652e-08,win,3.303682e-18,9.250308e-17,win,none
cec2017,100,27,fdb-agsk,6.226437e-01,1.000000e+00,tie,7.889239e-01,1.000000e+00,tie,none
cec2017,100,28,fdb-agsk,3.657093e-01,1.000000e+00,tie,2.361720e-01,9.446880e-01,tie,none
cec2017,100,29,fdb-agsk,5.649717e-10,1.543652e-08,win,7.511418e-18,1.051599e-16,win,none
cec2017,100,30,fdb-agsk,1.740380e-04,1.392304e-03,win,8.784379e-05,7.027503e-04,win,none
cec2017,100,1,atmals-gsk,1.726182e-01,1.000000e+00,tie,4.990639e-01,1.000000e+00,tie,none
cec2017,100,3,atmals-gsk,9.141583e-01,1.000000e+00,tie,3.916292e-01,1.000000e+00,tie,none
cec2017,100,4,atmals-gsk,7.393170e-01,1.000000e+00,tie,9.466398e-01,1.000000e+00,tie,none
cec2017,100,5,atmals-gsk,5.322937e-10,1.543652e-08,win,3.716972e-18,9.664127e-17,win,none
cec2017,100,6,atmals-gsk,5.322937e-10,1.543652e-08,win,3.303682e-18,9.250308e-17,win,none
cec2017,100,7,atmals-gsk,5.322937e-10,1.543652e-08,win,3.716972e-18,9.664127e-17,win,none
