doc,field_type,field_id,target,cached_result,location
supplementary.docx,REF,REF_ref_sec_supp_ablation_074,ref_sec_supp_ablation,S6,cross-reference to sec:supp:ablation
supplementary.docx,REF,REF_ref_sec_supp_ablation_caveats_029,ref_sec_supp_ablation_caveats,S6.7,cross-reference to sec:supp:ablation:caveats
supplementary.docx,REF,REF_ref_sec_supp_ablation_caveats_047,ref_sec_supp_ablation_caveats,S6.7,cross-reference to sec:supp:ablation:caveats
supplementary.docx,REF,REF_ref_sec_supp_ablation_sgsm_038,ref_sec_supp_ablation_sgsm,S6.5,cross-reference to sec:supp:ablation:sgsm
supplementary.docx,REF,REF_ref_sec_supp_ablation_sgsm_039,ref_sec_supp_ablation_sgsm,S6.5,cross-reference to sec:supp:ablation:sgsm
supplementary.docx,REF,REF_ref_sec_supp_ablation_sgsm_050,ref_sec_supp_ablation_sgsm,S6.5,cross-reference to sec:supp:ablation:sgsm
supplementary.docx,REF,REF_ref_sec_supp_ablation_sgsm_071,ref_sec_supp_ablation_sgsm,S6.5,cross-reference to sec:supp:ablation:sgsm
supplementary.docx,REF,REF_ref_sec_supp_ablation_subset_002,ref_sec_supp_ablation_subset,S6.6,cross-reference to sec:supp:ablation:subset
supplementary.docx,REF,REF_ref_sec_supp_cec2013_023,ref_sec_supp_cec2013,S2.3,cross-reference to sec:supp:cec2013
supplementary.docx,REF,REF_ref_sec_supp_cec2017_tables_014,ref_sec_supp_cec2017_tables,S1,cross-reference to sec:supp:cec2017-tables
supplementary.docx,REF,REF_ref_sec_supp_cec2020_standing_061,ref_sec_supp_cec2020_standing,S8.1,cross-reference to sec:supp:cec2020:standing
supplementary.docx,REF,REF_ref_sec_supp_rev_basis_031,ref_sec_supp_rev_basis,S9.1,cross-reference to sec:supp:rev:basis
supplementary.docx,REF,REF_ref_sec_supp_rev_basis_048,ref_sec_supp_rev_basis,S9.1,cross-reference to sec:supp:rev:basis
supplementary.docx,REF,REF_ref_sec_supp_rev_basis_070,ref_sec_supp_rev_basis,S9.1,cross-reference to sec:supp:rev:basis
supplementary.docx,REF,REF_ref_sec_supp_rev_basis_073,ref_sec_supp_rev_basis,S9.1,cross-reference to sec:supp:rev:basis
supplementary.docx,REF,REF_ref_sec_supp_rev_boundary_068,ref_sec_supp_rev_boundary,S9.5,cross-reference to sec:supp:rev:boundary
supplementary.docx,REF,REF_ref_sec_supp_rev_boundary_069,ref_sec_supp_rev_boundary,S9.5,cross-reference to sec:supp:rev:boundary
supplementary.docx,REF,REF_ref_sec_supp_rev_np_051,ref_sec_supp_rev_np,S9.2,cross-reference to sec:supp:rev:np
supplementary.docx,REF,REF_ref_sec_supp_rev_sensitivity_032,ref_sec_supp_rev_sensitivity,S9.4,cross-reference to sec:supp:rev:sensitivity
supplementary.docx,REF,REF_ref_sec_supp_rev_sensitivity_067,ref_sec_supp_rev_sensitivity,S9.4,cross-reference to sec:supp:rev:sensitivity
supplementary.docx,REF,REF_ref_sec_supp_rev_sensitivity_076,ref_sec_supp_rev_sensitivity,S9.4,cross-reference to sec:supp:rev:sensitivity
supplementary.docx,REF,REF_ref_sec_supp_rev_tiering_075,ref_sec_supp_rev_tiering,S9.3,cross-reference to sec:supp:rev:tiering
supplementary.docx,REF,REF_ref_sec_supp_rev_tiering_077,ref_sec_supp_rev_tiering,S9.3,cross-reference to sec:supp:rev:tiering
supplementary.docx,REF,REF_ref_sec_supp_rev_tiering_078,ref_sec_supp_rev_tiering,S9.3,cross-reference to sec:supp:rev:tiering
supplementary.docx,REF,REF_ref_sec_supp_revision_036,ref_sec_supp_revision,S9,cross-reference to sec:supp:revision
supplementary.docx,REF,REF_ref_tab_abl_scaffold_040,ref_tab_abl_scaffold,A23,cross-reference to tab:abl-scaffold
supplementary.docx,REF,REF_ref_tab_abl_scaffold_044,ref_tab_abl_scaffold,A23,cross-reference to tab:abl-scaffold
supplementary.docx,REF,REF_ref_tab_abl_wilcoxon_042,ref_tab_abl_wilcoxon,A24,cross-reference to tab:abl-wilcoxon
supplementary.docx,REF,REF_ref_tab_abl_wilcoxon_043,ref_tab_abl_wilcoxon,A24,cross-reference to tab:abl-wilcoxon
supplementary.docx,REF,REF_ref_tab_aliases_033,ref_tab_aliases,A20,cross-reference to tab:aliases
supplementary.docx,REF,REF_ref_tab_bca_ci_013,ref_tab_bca_ci,A17,cross-reference to tab:bca-ci
supplementary.docx,REF,REF_ref_tab_bca_ci_037,ref_tab_bca_ci,A17,cross-reference to tab:bca-ci
supplementary.docx,REF,REF_ref_tab_cec2011_perproblem_008,ref_tab_cec2011_perproblem,A11,cross-reference to tab:cec2011-perproblem
supplementary.docx,REF,REF_ref_tab_cec2011_stats_007,ref_tab_cec2011_stats,A10,cross-reference to tab:cec2011-stats
supplementary.docx,REF,REF_ref_tab_cec2013_d10_009,ref_tab_cec2013_d10,A12,cross-reference to tab:cec2013-d10
supplementary.docx,REF,REF_ref_tab_cec2013_d50_010,ref_tab_cec2013_d50,A14,cross-reference to tab:cec2013-d50
supplementary.docx,REF,REF_ref_tab_cec2013_wilcoxon_011,ref_tab_cec2013_wilcoxon,A15,cross-reference to tab:cec2013_wilcoxon
supplementary.docx,REF,REF_ref_tab_cec2013_wilcoxon_012,ref_tab_cec2013_wilcoxon,A15,cross-reference to tab:cec2013_wilcoxon
supplementary.docx,REF,REF_ref_tab_cec2017_d100_004,ref_tab_cec2017_d100,A5,cross-reference to tab:cec2017-d100
supplementary.docx,REF,REF_ref_tab_cec2017_d10_003,ref_tab_cec2017_d10,A2,cross-reference to tab:cec2017-d10
supplementary.docx,REF,REF_ref_tab_cec2017_functions_001,ref_tab_cec2017_functions,A1,cross-reference to tab:cec2017-functions
supplementary.docx,REF,REF_ref_tab_comparator_params_028,ref_tab_comparator_params,A19,cross-reference to tab:comparator-params
supplementary.docx,REF,REF_ref_tab_h2h_d100_006,ref_tab_h2h_d100,A9,cross-reference to tab:h2h_d100
supplementary.docx,REF,REF_ref_tab_h2h_d10_005,ref_tab_h2h_d10,A6,cross-reference to tab:h2h_d10
supplementary.docx,REF,REF_ref_tab_ism_isolation_045,ref_tab_ism_isolation,A25,cross-reference to tab:ism-isolation
supplementary.docx,REF,REF_ref_tab_ism_isolation_046,ref_tab_ism_isolation,A25,cross-reference to tab:ism-isolation
supplementary.docx,REF,REF_ref_tab_ism_isolation_049,ref_tab_ism_isolation,A25,cross-reference to tab:ism-isolation
supplementary.docx,REF,REF_ref_tab_notation_rng_027,ref_tab_notation_rng,A18,cross-reference to tab:notation-rng
supplementary.docx,REF,REF_ref_tab_parameters_detail_034,ref_tab_parameters_detail,A22,cross-reference to tab:parameters-detail
supplementary.docx,REF,REF_ref_tab_rev_e3_030,ref_tab_rev_e3,A45,cross-reference to tab:rev-e3
supplementary.docx,REF,REF_ref_tab_supp_cec2020_detail_d20_066,ref_tab_supp_cec2020_detail_d20,A42,cross-reference to tab:supp:cec2020-detail-d20
supplementary.docx,REF,REF_ref_tab_supp_cec2020_detail_d5_065,ref_tab_supp_cec2020_detail_d5,A39,cross-reference to tab:supp:cec2020-detail-d5
supplementary.docx,REF,REF_ref_tab_supp_cec2020_effects_063,ref_tab_supp_cec2020_effects,A37,cross-reference to tab:supp:cec2020:effects
supplementary.docx,REF,REF_ref_tab_supp_cec2020_omnibus_059,ref_tab_supp_cec2020_omnibus,A34,cross-reference to tab:supp:cec2020:omnibus
supplementary.docx,REF,REF_ref_tab_supp_cec2020_pairwise_060,ref_tab_supp_cec2020_pairwise,A35,cross-reference to tab:supp:cec2020:pairwise
supplementary.docx,REF,REF_ref_tab_supp_cec2020_pairwise_run_062,ref_tab_supp_cec2020_pairwise_run,A36,cross-reference to tab:supp:cec2020:pairwise-run
supplementary.docx,REF,REF_ref_tab_supp_cec2020_ranks_058,ref_tab_supp_cec2020_ranks,A33,cross-reference to tab:supp:cec2020:ranks
supplementary.docx,REF,REF_ref_tab_supp_cec2020_robustness_064,ref_tab_supp_cec2020_robustness,A38,cross-reference to tab:supp:cec2020:robustness
supplementary.docx,REF,REF_ref_tab_supp_lsgo_detail_a_056,ref_tab_supp_lsgo_detail_a,A31,cross-reference to tab:supp:lsgo-detail-a
supplementary.docx,REF,REF_ref_tab_supp_lsgo_detail_b_057,ref_tab_supp_lsgo_detail_b,A32,cross-reference to tab:supp:lsgo-detail-b
supplementary.docx,REF,REF_ref_tab_supp_lsgo_effects_055,ref_tab_supp_lsgo_effects,A30,cross-reference to tab:supp:lsgo:effects
supplementary.docx,REF,REF_ref_tab_supp_lsgo_ranks_052,ref_tab_supp_lsgo_ranks,A27,cross-reference to tab:supp:lsgo:ranks
supplementary.docx,REF,REF_ref_tab_supp_lsgo_runlevel_054,ref_tab_supp_lsgo_runlevel,A29,cross-reference to tab:supp:lsgo:runlevel
supplementary.docx,REF,REF_ref_tab_supp_lsgo_wilcoxon_053,ref_tab_supp_lsgo_wilcoxon,A28,cross-reference to tab:supp:lsgo:wilcoxon
supplementary.docx,SEQ,SEQ_Equation_1,SEQ Equation,1,eq:supp-seed display equation
supplementary.docx,SEQ,SEQ_Equation_4,SEQ Equation,4,eq:opspec-conf display equation
supplementary.docx,SEQ,SEQ_Equation_?,SEQ Equation,?,- display equation
supplementary.docx,SEQ,SEQ_Equation_?,SEQ Equation,?,- display equation
supplementary.docx,SEQ,SEQ_Figure_B1,SEQ Figure,1,fig:supp-overall-ranks caption
supplementary.docx,SEQ,SEQ_Figure_B10,SEQ Figure,10,fig:sconv-cec2017-d30-d caption
supplementary.docx,SEQ,SEQ_Figure_B11,SEQ Figure,11,fig:sconv-cec2017-d50-a caption
supplementary.docx,SEQ,SEQ_Figure_B12,SEQ Figure,12,fig:sconv-cec2017-d50-b caption
supplementary.docx,SEQ,SEQ_Figure_B13,SEQ Figure,13,fig:sconv-cec2017-d50-c caption
supplementary.docx,SEQ,SEQ_Figure_B14,SEQ Figure,14,fig:sconv-cec2017-d50-d caption
supplementary.docx,SEQ,SEQ_Figure_B15,SEQ Figure,15,fig:sconv-cec2017-d100-a caption
supplementary.docx,SEQ,SEQ_Figure_B16,SEQ Figure,16,fig:sconv-cec2017-d100-b caption
supplementary.docx,SEQ,SEQ_Figure_B17,SEQ Figure,17,fig:sconv-cec2017-d100-c caption
supplementary.docx,SEQ,SEQ_Figure_B18,SEQ Figure,18,fig:sconv-cec2017-d100-d caption
supplementary.docx,SEQ,SEQ_Figure_B19,SEQ Figure,19,fig:sconv-cec2011-a caption
supplementary.docx,SEQ,SEQ_Figure_B2,SEQ Figure,2,fig:supp-rank-trend caption
supplementary.docx,SEQ,SEQ_Figure_B20,SEQ Figure,20,fig:sconv-cec2011-b caption
supplementary.docx,SEQ,SEQ_Figure_B21,SEQ Figure,21,fig:sconv-cec2011-c caption
supplementary.docx,SEQ,SEQ_Figure_B22,SEQ Figure,22,fig:sconv-cec2013-d30-a caption
supplementary.docx,SEQ,SEQ_Figure_B23,SEQ Figure,23,fig:sconv-cec2013-d30-b caption
supplementary.docx,SEQ,SEQ_Figure_B24,SEQ Figure,24,fig:sconv-cec2013-d30-c caption
supplementary.docx,SEQ,SEQ_Figure_B25,SEQ Figure,25,fig:sconv-cec2013-d30-d caption
supplementary.docx,SEQ,SEQ_Figure_B26,SEQ Figure,26,fig:nlpsr-schedule caption
supplementary.docx,SEQ,SEQ_Figure_B27,SEQ Figure,27,fig:abl-rankdelta caption
supplementary.docx,SEQ,SEQ_Figure_B3,SEQ Figure,3,fig:sconv-cec2017-d10-a caption
supplementary.docx,SEQ,SEQ_Figure_B4,SEQ Figure,4,fig:sconv-cec2017-d10-b caption
supplementary.docx,SEQ,SEQ_Figure_B5,SEQ Figure,5,fig:sconv-cec2017-d10-c caption
supplementary.docx,SEQ,SEQ_Figure_B6,SEQ Figure,6,fig:sconv-cec2017-d10-d caption
supplementary.docx,SEQ,SEQ_Figure_B7,SEQ Figure,7,fig:sconv-cec2017-d30-a caption
supplementary.docx,SEQ,SEQ_Figure_B8,SEQ Figure,8,fig:sconv-cec2017-d30-b caption
supplementary.docx,SEQ,SEQ_Figure_B9,SEQ Figure,9,fig:sconv-cec2017-d30-c caption
supplementary.docx,SEQ,SEQ_Table_A1,SEQ Table,1,tab:cec2017-functions caption
supplementary.docx,SEQ,SEQ_Table_A10,SEQ Table,10,tab:cec2011-stats caption
supplementary.docx,SEQ,SEQ_Table_A11,SEQ Table,11,tab:cec2011-perproblem caption
supplementary.docx,SEQ,SEQ_Table_A12,SEQ Table,12,tab:cec2013-d10 caption
supplementary.docx,SEQ,SEQ_Table_A13,SEQ Table,13,tab:cec2013-d30 caption
supplementary.docx,SEQ,SEQ_Table_A14,SEQ Table,14,tab:cec2013-d50 caption
supplementary.docx,SEQ,SEQ_Table_A15,SEQ Table,15,tab:cec2013_wilcoxon caption
supplementary.docx,SEQ,SEQ_Table_A16,SEQ Table,16,tab:cec2013-pairwise caption
supplementary.docx,SEQ,SEQ_Table_A17,SEQ Table,17,tab:bca-ci caption
supplementary.docx,SEQ,SEQ_Table_A18,SEQ Table,18,tab:notation-rng caption
supplementary.docx,SEQ,SEQ_Table_A19,SEQ Table,19,tab:comparator-params caption
supplementary.docx,SEQ,SEQ_Table_A2,SEQ Table,2,tab:cec2017-d10 caption
supplementary.docx,SEQ,SEQ_Table_A20,SEQ Table,20,tab:aliases caption
supplementary.docx,SEQ,SEQ_Table_A21,SEQ Table,21,tab:acronyms caption
supplementary.docx,SEQ,SEQ_Table_A22,SEQ Table,22,tab:parameters-detail caption
supplementary.docx,SEQ,SEQ_Table_A23,SEQ Table,23,tab:abl-scaffold caption
supplementary.docx,SEQ,SEQ_Table_A24,SEQ Table,24,tab:abl-wilcoxon caption
supplementary.docx,SEQ,SEQ_Table_A25,SEQ Table,25,tab:ism-isolation caption
supplementary.docx,SEQ,SEQ_Table_A26,SEQ Table,26,tab:ism-subset caption
supplementary.docx,SEQ,SEQ_Table_A27,SEQ Table,27,tab:supp:lsgo:ranks caption
supplementary.docx,SEQ,SEQ_Table_A28,SEQ Table,28,tab:supp:lsgo:wilcoxon caption
supplementary.docx,SEQ,SEQ_Table_A29,SEQ Table,29,tab:supp:lsgo:runlevel caption
supplementary.docx,SEQ,SEQ_Table_A3,SEQ Table,3,tab:cec2017-d30 caption
supplementary.docx,SEQ,SEQ_Table_A30,SEQ Table,30,tab:supp:lsgo:effects caption
supplementary.docx,SEQ,SEQ_Table_A31,SEQ Table,31,tab:supp:lsgo-detail-a caption
supplementary.docx,SEQ,SEQ_Table_A32,SEQ Table,32,tab:supp:lsgo-detail-b caption
supplementary.docx,SEQ,SEQ_Table_A33,SEQ Table,33,tab:supp:cec2020:ranks caption
supplementary.docx,SEQ,SEQ_Table_A34,SEQ Table,34,tab:supp:cec2020:omnibus caption
supplementary.docx,SEQ,SEQ_Table_A35,SEQ Table,35,tab:supp:cec2020:pairwise caption
supplementary.docx,SEQ,SEQ_Table_A36,SEQ Table,36,tab:supp:cec2020:pairwise-run caption
supplementary.docx,SEQ,SEQ_Table_A37,SEQ Table,37,tab:supp:cec2020:effects caption
supplementary.docx,SEQ,SEQ_Table_A38,SEQ Table,38,tab:supp:cec2020:robustness caption
supplementary.docx,SEQ,SEQ_Table_A39,SEQ Table,39,tab:supp:cec2020-detail-d5 caption
supplementary.docx,SEQ,SEQ_Table_A4,SEQ Table,4,tab:cec2017-d50 caption
supplementary.docx,SEQ,SEQ_Table_A40,SEQ Table,40,tab:supp:cec2020-detail-d10 caption
supplementary.docx,SEQ,SEQ_Table_A41,SEQ Table,41,tab:supp:cec2020-detail-d15 caption
supplementary.docx,SEQ,SEQ_Table_A42,SEQ Table,42,tab:supp:cec2020-detail-d20 caption
supplementary.docx,SEQ,SEQ_Table_A43,SEQ Table,43,tab:rev-e1 caption
supplementary.docx,SEQ,SEQ_Table_A44,SEQ Table,44,tab:rev-e2 caption
supplementary.docx,SEQ,SEQ_Table_A45,SEQ Table,45,tab:rev-e3 caption
supplementary.docx,SEQ,SEQ_Table_A46,SEQ Table,46,tab:rev-e4 caption
supplementary.docx,SEQ,SEQ_Table_A47,SEQ Table,47,tab:rev-e5 caption
supplementary.docx,SEQ,SEQ_Table_A5,SEQ Table,5,tab:cec2017-d100 caption
supplementary.docx,SEQ,SEQ_Table_A6,SEQ Table,6,tab:h2h_d10 caption
supplementary.docx,SEQ,SEQ_Table_A7,SEQ Table,7,tab:h2h_d30 caption
supplementary.docx,SEQ,SEQ_Table_A8,SEQ Table,8,tab:h2h_d50 caption
supplementary.docx,SEQ,SEQ_Table_A9,SEQ Table,9,tab:h2h_d100 caption
