doc,field_type,field_id,target,cached_result,location
DT-GSK.docx,BOOKMARK,ref_alg_dt_gsk,alg:dt-gsk,1,alg:dt-gsk caption
DT-GSK.docx,BOOKMARK,ref_eq_ace_update,eq:ace-update,7,eq:ace-update equation
DT-GSK.docx,BOOKMARK,ref_eq_bse_cauchy,eq:bse-cauchy,10,eq:bse-cauchy equation
DT-GSK.docx,BOOKMARK,ref_eq_eigen_polish,eq:eigen-polish,12,eq:eigen-polish equation
DT-GSK.docx,BOOKMARK,ref_eq_greedy_accept,eq:greedy-accept,9,eq:greedy-accept equation
DT-GSK.docx,BOOKMARK,ref_eq_gsk_update,eq:gsk-update,4,eq:gsk-update equation
DT-GSK.docx,BOOKMARK,ref_eq_junior_idx,eq:junior-idx,1,eq:junior-idx equation
DT-GSK.docx,BOOKMARK,ref_eq_kexp_schedule,eq:kexp-schedule,3,eq:kexp-schedule equation
DT-GSK.docx,BOOKMARK,ref_eq_kr_mask,eq:kr-mask,5,eq:kr-mask equation
DT-GSK.docx,BOOKMARK,ref_eq_midpoint_repair,eq:midpoint-repair,8,eq:midpoint-repair equation
DT-GSK.docx,BOOKMARK,ref_eq_nlpsr,eq:nlpsr,6,eq:nlpsr equation
DT-GSK.docx,BOOKMARK,ref_eq_rng_substreams,eq:rng-substreams,13,eq:rng-substreams equation
DT-GSK.docx,BOOKMARK,ref_eq_senior_idx,eq:senior-idx,2,eq:senior-idx equation
DT-GSK.docx,BOOKMARK,ref_eq_sgsm_graph,eq:sgsm-graph,11,eq:sgsm-graph equation
DT-GSK.docx,BOOKMARK,ref_fig_cd_cec2017,fig:cd-cec2017,4,fig:cd-cec2017 caption
DT-GSK.docx,BOOKMARK,ref_fig_cec2011_ranks,fig:cec2011-ranks,5,fig:cec2011-ranks caption
DT-GSK.docx,BOOKMARK,ref_fig_cec2017_ranks,fig:cec2017-ranks,3,fig:cec2017-ranks caption
DT-GSK.docx,BOOKMARK,ref_fig_conv_cec2017_d100,fig:conv-cec2017-d100,7,fig:conv-cec2017-d100 caption
DT-GSK.docx,BOOKMARK,ref_fig_conv_cec2017_d30,fig:conv-cec2017-d30,6,fig:conv-cec2017-d30 caption
DT-GSK.docx,BOOKMARK,ref_fig_dtgsk_flowchart,fig:dtgsk-flowchart,2,fig:dtgsk-flowchart caption
DT-GSK.docx,BOOKMARK,ref_fig_gsk_flowchart,fig:gsk-flowchart,1,fig:gsk-flowchart caption
DT-GSK.docx,BOOKMARK,ref_sec_alg_ace,sec:alg:ace,3.3.1.,section heading
DT-GSK.docx,BOOKMARK,ref_sec_alg_argp,sec:alg:argp,3.3.2.,section heading
DT-GSK.docx,BOOKMARK,ref_sec_alg_bse,sec:alg:bse,3.3.4.,section heading
DT-GSK.docx,BOOKMARK,ref_sec_alg_complexity,sec:alg:complexity,3.8.,section heading
DT-GSK.docx,BOOKMARK,ref_sec_alg_deepstall,sec:alg:deepstall,3.3.5.,section heading
DT-GSK.docx,BOOKMARK,ref_sec_alg_highd,sec:alg:highd,3.6.,section heading
DT-GSK.docx,BOOKMARK,ref_sec_alg_ism,sec:alg:ism,3.4.,section heading
DT-GSK.docx,BOOKMARK,ref_sec_alg_nlpsr,sec:alg:nlpsr,3.3.3.,section heading
DT-GSK.docx,BOOKMARK,ref_sec_alg_notation,sec:alg:notation,3.1.,section heading
DT-GSK.docx,BOOKMARK,ref_sec_alg_overview,sec:alg:overview,3.2.,section heading
DT-GSK.docx,BOOKMARK,ref_sec_alg_polish,sec:alg:polish,3.5.,section heading
DT-GSK.docx,BOOKMARK,ref_sec_alg_profile,sec:alg:profile,3.7.,section heading
DT-GSK.docx,BOOKMARK,ref_sec_alg_scaffold,sec:alg:scaffold,3.3.,section heading
DT-GSK.docx,BOOKMARK,ref_sec_algorithm,sec:algorithm,3.,section heading
DT-GSK.docx,BOOKMARK,ref_sec_conclusions,sec:conclusions,5.,section heading
DT-GSK.docx,BOOKMARK,ref_sec_exp_cec2011,sec:exp:cec2011,4.3.,section heading
DT-GSK.docx,BOOKMARK,ref_sec_exp_cec2013,sec:exp:cec2013,4.4.,section heading
DT-GSK.docx,BOOKMARK,ref_sec_exp_cec2013lsgo,sec:exp:cec2013lsgo,4.6.,section heading
DT-GSK.docx,BOOKMARK,ref_sec_exp_cec2017,sec:exp:cec2017,4.2.,section heading
DT-GSK.docx,BOOKMARK,ref_sec_exp_cec2017_desc,sec:exp:cec2017:desc,4.2.1.,section heading
DT-GSK.docx,BOOKMARK,ref_sec_exp_cec2017_panel,sec:exp:cec2017:panel,4.2.2.,section heading
DT-GSK.docx,BOOKMARK,ref_sec_exp_cec2020,sec:exp:cec2020,4.5.,section heading
DT-GSK.docx,BOOKMARK,ref_sec_exp_convergence,sec:exp:convergence,4.7.,section heading
DT-GSK.docx,BOOKMARK,ref_sec_exp_discussion,sec:exp:discussion,4.9.,section heading
DT-GSK.docx,BOOKMARK,ref_sec_exp_runtime,sec:exp:runtime,4.8.,section heading
DT-GSK.docx,BOOKMARK,ref_sec_exp_settings,sec:exp:settings,4.1.,section heading
DT-GSK.docx,BOOKMARK,ref_sec_exp_stats,sec:exp:stats,4.2.3.,section heading
DT-GSK.docx,BOOKMARK,ref_sec_experiments,sec:experiments,4.,section heading
DT-GSK.docx,BOOKMARK,ref_sec_introduction,sec:introduction,1.,section heading
DT-GSK.docx,BOOKMARK,ref_sec_rel_family,sec:rel:family,2.1.,section heading
DT-GSK.docx,BOOKMARK,ref_sec_rel_positioning,sec:rel:positioning,2.3.,section heading
DT-GSK.docx,BOOKMARK,ref_sec_rel_structure,sec:rel:structure,2.2.,section heading
DT-GSK.docx,BOOKMARK,ref_sec_related,sec:related,2.,section heading
DT-GSK.docx,BOOKMARK,ref_tab_architecture,tab:architecture,4,tab:architecture caption
DT-GSK.docx,BOOKMARK,ref_tab_cec2020_ranks,tab:cec2020-ranks,17,tab:cec2020-ranks caption
DT-GSK.docx,BOOKMARK,ref_tab_comparator_params_main,tab:comparator-params-main,12,tab:comparator-params-main caption
DT-GSK.docx,BOOKMARK,ref_tab_dim_gating,tab:dim-gating,5,tab:dim-gating caption
DT-GSK.docx,BOOKMARK,ref_tab_family_review,tab:family-review,1,tab:family-review caption
DT-GSK.docx,BOOKMARK,ref_tab_friedman_cec2013,tab:friedman-cec2013,16,tab:friedman-cec2013 caption
DT-GSK.docx,BOOKMARK,ref_tab_friedman_cec2017,tab:friedman-cec2017,14,tab:friedman-cec2017 caption
DT-GSK.docx,BOOKMARK,ref_tab_lsgo_ranks,tab:lsgo-ranks,18,tab:lsgo-ranks caption
DT-GSK.docx,BOOKMARK,ref_tab_notation,tab:notation,3,tab:notation caption
DT-GSK.docx,BOOKMARK,ref_tab_notation_ism,tab:notation-ism,8,tab:notation-ism caption
DT-GSK.docx,BOOKMARK,ref_tab_notation_scaffold,tab:notation-scaffold,6,tab:notation-scaffold caption
DT-GSK.docx,BOOKMARK,ref_tab_panel,tab:panel,11,tab:panel caption
DT-GSK.docx,BOOKMARK,ref_tab_parameters,tab:parameters,10,tab:parameters caption
DT-GSK.docx,BOOKMARK,ref_tab_protocol,tab:protocol,13,tab:protocol caption
DT-GSK.docx,BOOKMARK,ref_tab_runtime,tab:runtime,19,tab:runtime caption
DT-GSK.docx,BOOKMARK,ref_tab_sgsm_mechanism,tab:sgsm-mechanism,9,tab:sgsm-mechanism caption
DT-GSK.docx,BOOKMARK,ref_tab_taxonomy,tab:taxonomy,2,tab:taxonomy caption
DT-GSK.docx,BOOKMARK,ref_tab_wilcoxon_holm,tab:wilcoxon-holm,15,tab:wilcoxon-holm caption
DT-GSK.docx,BOOKMARK,ref_tab_worked_example,tab:worked-example,7,tab:worked-example caption
DT-GSK.docx,CITATION,CIT_001,awad2016problem;das2011cec2011,"[1,2]",in-text citation
DT-GSK.docx,CITATION,CIT_002,hussain2019metaheuristic;del2019bio,"[3,4]",in-text citation
DT-GSK.docx,CITATION,CIT_003,mohamed2020gaining,[5],in-text citation
DT-GSK.docx,CITATION,CIT_004,mohamed2020agsk,[6],in-text citation
DT-GSK.docx,CITATION,CIT_005,apgsk2021,[7],in-text citation
DT-GSK.docx,CITATION,CIT_006,fdbagsk2023,[8],in-text citation
DT-GSK.docx,CITATION,CIT_007,jawad2024egsk,[9],in-text citation
DT-GSK.docx,CITATION,CIT_008,alfadli2025atmals,[10],in-text citation
DT-GSK.docx,CITATION,CIT_009,mohamed2020gaining,[5],in-text citation
DT-GSK.docx,CITATION,CIT_010,mohamed2020gaining,[5],in-text citation
DT-GSK.docx,CITATION,CIT_011,mohamed2020agsk;tanabe2014improving,"[6,11]",in-text citation
DT-GSK.docx,CITATION,CIT_012,mohamed2020agsk,[6],in-text citation
DT-GSK.docx,CITATION,CIT_013,apgsk2021,[7],in-text citation
DT-GSK.docx,CITATION,CIT_014,apgsk2021,[7],in-text citation
DT-GSK.docx,CITATION,CIT_015,fdbagsk2023,[8],in-text citation
DT-GSK.docx,CITATION,CIT_016,fdbagsk2023,[8],in-text citation
DT-GSK.docx,CITATION,CIT_017,alfadli2025atmals,[10],in-text citation
DT-GSK.docx,CITATION,CIT_018,alfadli2025atmals,[10],in-text citation
DT-GSK.docx,CITATION,CIT_019,jawad2024egsk,[9],in-text citation
DT-GSK.docx,CITATION,CIT_020,jawad2024egsk,[9],in-text citation
DT-GSK.docx,CITATION,CIT_021,hpe_agsk2025,[12],in-text citation
DT-GSK.docx,CITATION,CIT_022,epd_gsk2024,[13],in-text citation
DT-GSK.docx,CITATION,CIT_023,jalali2021opposition,[14],in-text citation
DT-GSK.docx,CITATION,CIT_024,pogsk2023,[15],in-text citation
DT-GSK.docx,CITATION,CIT_025,hpe_agsk2025,[12],in-text citation
DT-GSK.docx,CITATION,CIT_026,nomer2021gskrl,[16],in-text citation
DT-GSK.docx,CITATION,CIT_027,zhong2021gskhho,[17],in-text citation
DT-GSK.docx,CITATION,CIT_028,liang2024gskwoa,[18],in-text citation
DT-GSK.docx,CITATION,CIT_029,chalabi2023mogsk,[19],in-text citation
DT-GSK.docx,CITATION,CIT_030,ma2023mgskdpmo;tanabe2013shade,"[20,21]",in-text citation
DT-GSK.docx,CITATION,CIT_031,mohamed2020gaining,[5],in-text citation
DT-GSK.docx,CITATION,CIT_032,mohamed2020agsk,[6],in-text citation
DT-GSK.docx,CITATION,CIT_033,apgsk2021,[7],in-text citation
DT-GSK.docx,CITATION,CIT_034,fdbagsk2023,[8],in-text citation
DT-GSK.docx,CITATION,CIT_035,alfadli2025atmals,[10],in-text citation
DT-GSK.docx,CITATION,CIT_036,jawad2024egsk,[9],in-text citation
DT-GSK.docx,CITATION,CIT_037,omidvar2014dg,[22],in-text citation
DT-GSK.docx,CITATION,CIT_038,hansen2001cmaes,[23],in-text citation
DT-GSK.docx,CITATION,CIT_039,guo2015eig,[24],in-text citation
DT-GSK.docx,CITATION,CIT_040,fialho2010adaptive;auer2002finite,"[25,26]",in-text citation
DT-GSK.docx,CITATION,CIT_041,kolda2003directsearch;nelder1965simplex,"[27,28]",in-text citation
DT-GSK.docx,CITATION,CIT_042,jawad2024egsk,[9],in-text citation
DT-GSK.docx,CITATION,CIT_043,alfadli2025atmals,[10],in-text citation
DT-GSK.docx,CITATION,CIT_044,mohamed2020agsk;apgsk2021,"[6,7]",in-text citation
DT-GSK.docx,CITATION,CIT_045,fdbagsk2023,[8],in-text citation
DT-GSK.docx,CITATION,CIT_046,jawad2024egsk,[9],in-text citation
DT-GSK.docx,CITATION,CIT_047,alfadli2025atmals,[10],in-text citation
DT-GSK.docx,CITATION,CIT_048,alfadli2025atmals,[10],in-text citation
DT-GSK.docx,CITATION,CIT_049,apgsk2021,[7],in-text citation
DT-GSK.docx,CITATION,CIT_050,zhang2009jade;tanabe2013shade,"[21,29]",in-text citation
DT-GSK.docx,CITATION,CIT_051,mohamed2020gaining,[5],in-text citation
DT-GSK.docx,CITATION,CIT_052,mohamed2020gaining,[5],in-text citation
DT-GSK.docx,CITATION,CIT_053,zhang2009jade,[29],in-text citation
DT-GSK.docx,CITATION,CIT_054,tanabe2014improving,[11],in-text citation
DT-GSK.docx,CITATION,CIT_055,mohamed2020gaining;tanabe2014improving,"[5,11]",in-text citation
DT-GSK.docx,CITATION,CIT_056,mohamed2020gaining,[5],in-text citation
DT-GSK.docx,CITATION,CIT_057,mohamed2020gaining,[5],in-text citation
DT-GSK.docx,CITATION,CIT_058,mohamed2020agsk,[6],in-text citation
DT-GSK.docx,CITATION,CIT_059,apgsk2021,[7],in-text citation
DT-GSK.docx,CITATION,CIT_060,tanabe2013shade,[21],in-text citation
DT-GSK.docx,CITATION,CIT_061,storn1997differential,[30],in-text citation
DT-GSK.docx,CITATION,CIT_062,auer2002finite;fialho2010adaptive,"[25,26]",in-text citation
DT-GSK.docx,CITATION,CIT_063,apgsk2021,[7],in-text citation
DT-GSK.docx,CITATION,CIT_064,storn1997differential;zhang2009jade;tanabe2013shade,"[21,29,30]",in-text citation
DT-GSK.docx,CITATION,CIT_065,omidvar2014dg,[22],in-text citation
DT-GSK.docx,CITATION,CIT_066,hansen2001cmaes,[23],in-text citation
DT-GSK.docx,CITATION,CIT_067,guo2015eig,[24],in-text citation
DT-GSK.docx,CITATION,CIT_068,kolda2003directsearch,[27],in-text citation
DT-GSK.docx,CITATION,CIT_069,nelder1965simplex;kolda2003directsearch;gao2012implementing,"[27,28,31]",in-text citation
DT-GSK.docx,CITATION,CIT_070,mohamed2020gaining,[5],in-text citation
DT-GSK.docx,CITATION,CIT_071,mohamed2020agsk,[6],in-text citation
DT-GSK.docx,CITATION,CIT_072,apgsk2021,[7],in-text citation
DT-GSK.docx,CITATION,CIT_073,fdbagsk2023,[8],in-text citation
DT-GSK.docx,CITATION,CIT_074,alfadli2025atmals,[10],in-text citation
DT-GSK.docx,CITATION,CIT_075,jawad2024egsk,[9],in-text citation
DT-GSK.docx,CITATION,CIT_076,jawad2024egsk,[9],in-text citation
DT-GSK.docx,CITATION,CIT_077,awad2016problem,[1],in-text citation
DT-GSK.docx,CITATION,CIT_078,das2011cec2011,[2],in-text citation
DT-GSK.docx,CITATION,CIT_079,liang2013cec2013,[32],in-text citation
DT-GSK.docx,CITATION,CIT_080,yue2020cec2020,[33],in-text citation
DT-GSK.docx,CITATION,CIT_081,li2013lsgo,[34],in-text citation
DT-GSK.docx,CITATION,CIT_082,wilcoxon1945individual,[35],in-text citation
DT-GSK.docx,CITATION,CIT_083,holm1979simple,[36],in-text citation
DT-GSK.docx,CITATION,CIT_084,vargha2000critique,[37],in-text citation
DT-GSK.docx,CITATION,CIT_085,friedman1937use,[38],in-text citation
DT-GSK.docx,CITATION,CIT_086,demsar2006statistical,[39],in-text citation
DT-GSK.docx,CITATION,CIT_087,demsar2006statistical,[39],in-text citation
DT-GSK.docx,CITATION,CIT_088,efron1993introduction,[40],in-text citation
DT-GSK.docx,CITATION,CIT_089,demsar2006statistical,[39],in-text citation
DT-GSK.docx,CITATION,CIT_090,wilcoxon1945individual,[35],in-text citation
DT-GSK.docx,CITATION,CIT_091,holm1979simple,[36],in-text citation
DT-GSK.docx,CITATION,CIT_092,friedman1937use,[38],in-text citation
DT-GSK.docx,CITATION,CIT_093,demsar2006statistical,[39],in-text citation
DT-GSK.docx,CITATION,CIT_094,holm1979simple;demsar2006statistical,"[36,39]",in-text citation
DT-GSK.docx,CITATION,CIT_095,benjamini1995controlling,[41],in-text citation
DT-GSK.docx,CITATION,CIT_096,apgsk2021,[7],in-text citation
DT-GSK.docx,CITATION,CIT_097,apgsk2021,[7],in-text citation
DT-GSK.docx,CITATION,CIT_098,molina2018shadeils,[42],in-text citation
DT-GSK.docx,CITATION,CIT_099,latorre2013mos,[43],in-text citation
DT-GSK.docx,CITATION,CIT_100,wolpert1997nfl,[44],in-text citation
DT-GSK.docx,CITATION,CIT_101,apgsk2021,[7],in-text citation
DT-GSK.docx,CITATION,CIT_102,omidvar2014dg,[22],in-text citation
DT-GSK.docx,NATIVETABLE,TBL_T15,word_sources/T15.json,14x15,native w:tbl
DT-GSK.docx,NATIVETABLE,TBL_T16,word_sources/T16.json,7x6,native w:tbl
DT-GSK.docx,REF,REF_ref_alg_dt_gsk_025,ref_alg_dt_gsk,1,cross-reference to alg:dt-gsk
DT-GSK.docx,REF,REF_ref_alg_dt_gsk_060,ref_alg_dt_gsk,1,cross-reference to alg:dt-gsk
DT-GSK.docx,REF,REF_ref_alg_dt_gsk_087,ref_alg_dt_gsk,1,cross-reference to alg:dt-gsk
DT-GSK.docx,REF,REF_ref_alg_dt_gsk_089,ref_alg_dt_gsk,1,cross-reference to alg:dt-gsk
DT-GSK.docx,REF,REF_ref_eq_ace_update_046,ref_eq_ace_update,7,cross-reference to eq:ace-update
DT-GSK.docx,REF,REF_ref_eq_ace_update_070,ref_eq_ace_update,7,cross-reference to eq:ace-update
DT-GSK.docx,REF,REF_ref_eq_ace_update_101,ref_eq_ace_update,7,cross-reference to eq:ace-update
DT-GSK.docx,REF,REF_ref_eq_ace_update_115,ref_eq_ace_update,7,cross-reference to eq:ace-update
DT-GSK.docx,REF,REF_ref_eq_bse_cauchy_047,ref_eq_bse_cauchy,10,cross-reference to eq:bse-cauchy
DT-GSK.docx,REF,REF_ref_eq_bse_cauchy_073,ref_eq_bse_cauchy,10,cross-reference to eq:bse-cauchy
DT-GSK.docx,REF,REF_ref_eq_bse_cauchy_083,ref_eq_bse_cauchy,10,cross-reference to eq:bse-cauchy
DT-GSK.docx,REF,REF_ref_eq_bse_cauchy_104,ref_eq_bse_cauchy,10,cross-reference to eq:bse-cauchy
DT-GSK.docx,REF,REF_ref_eq_bse_cauchy_120,ref_eq_bse_cauchy,10,cross-reference to eq:bse-cauchy
DT-GSK.docx,REF,REF_ref_eq_eigen_polish_050,ref_eq_eigen_polish,12,cross-reference to eq:eigen-polish
DT-GSK.docx,REF,REF_ref_eq_eigen_polish_074,ref_eq_eigen_polish,12,cross-reference to eq:eigen-polish
DT-GSK.docx,REF,REF_ref_eq_eigen_polish_084,ref_eq_eigen_polish,12,cross-reference to eq:eigen-polish
DT-GSK.docx,REF,REF_ref_eq_eigen_polish_105,ref_eq_eigen_polish,12,cross-reference to eq:eigen-polish
DT-GSK.docx,REF,REF_ref_eq_eigen_polish_137,ref_eq_eigen_polish,12,cross-reference to eq:eigen-polish
DT-GSK.docx,REF,REF_ref_eq_eigen_polish_140,ref_eq_eigen_polish,12,cross-reference to eq:eigen-polish
DT-GSK.docx,REF,REF_ref_eq_eigen_polish_141,ref_eq_eigen_polish,12,cross-reference to eq:eigen-polish
DT-GSK.docx,REF,REF_ref_eq_greedy_accept_021,ref_eq_greedy_accept,9,cross-reference to eq:greedy-accept
DT-GSK.docx,REF,REF_ref_eq_greedy_accept_038,ref_eq_greedy_accept,9,cross-reference to eq:greedy-accept
DT-GSK.docx,REF,REF_ref_eq_greedy_accept_042,ref_eq_greedy_accept,9,cross-reference to eq:greedy-accept
DT-GSK.docx,REF,REF_ref_eq_greedy_accept_068,ref_eq_greedy_accept,9,cross-reference to eq:greedy-accept
DT-GSK.docx,REF,REF_ref_eq_greedy_accept_081,ref_eq_greedy_accept,9,cross-reference to eq:greedy-accept
DT-GSK.docx,REF,REF_ref_eq_greedy_accept_099,ref_eq_greedy_accept,9,cross-reference to eq:greedy-accept
DT-GSK.docx,REF,REF_ref_eq_greedy_accept_106,ref_eq_greedy_accept,9,cross-reference to eq:greedy-accept
DT-GSK.docx,REF,REF_ref_eq_gsk_update_019,ref_eq_gsk_update,4,cross-reference to eq:gsk-update
DT-GSK.docx,REF,REF_ref_eq_gsk_update_032,ref_eq_gsk_update,4,cross-reference to eq:gsk-update
DT-GSK.docx,REF,REF_ref_eq_gsk_update_036,ref_eq_gsk_update,4,cross-reference to eq:gsk-update
DT-GSK.docx,REF,REF_ref_eq_gsk_update_040,ref_eq_gsk_update,4,cross-reference to eq:gsk-update
DT-GSK.docx,REF,REF_ref_eq_gsk_update_065,ref_eq_gsk_update,4,cross-reference to eq:gsk-update
DT-GSK.docx,REF,REF_ref_eq_gsk_update_096,ref_eq_gsk_update,4,cross-reference to eq:gsk-update
DT-GSK.docx,REF,REF_ref_eq_junior_idx_018,ref_eq_junior_idx,1,cross-reference to eq:junior-idx
DT-GSK.docx,REF,REF_ref_eq_junior_idx_026,ref_eq_junior_idx,1,cross-reference to eq:junior-idx
DT-GSK.docx,REF,REF_ref_eq_junior_idx_033,ref_eq_junior_idx,1,cross-reference to eq:junior-idx
DT-GSK.docx,REF,REF_ref_eq_junior_idx_039,ref_eq_junior_idx,1,cross-reference to eq:junior-idx
DT-GSK.docx,REF,REF_ref_eq_junior_idx_064,ref_eq_junior_idx,1,cross-reference to eq:junior-idx
DT-GSK.docx,REF,REF_ref_eq_junior_idx_095,ref_eq_junior_idx,1,cross-reference to eq:junior-idx
DT-GSK.docx,REF,REF_ref_eq_kexp_schedule_035,ref_eq_kexp_schedule,3,cross-reference to eq:kexp-schedule
DT-GSK.docx,REF,REF_ref_eq_kexp_schedule_079,ref_eq_kexp_schedule,3,cross-reference to eq:kexp-schedule
DT-GSK.docx,REF,REF_ref_eq_kexp_schedule_119,ref_eq_kexp_schedule,3,cross-reference to eq:kexp-schedule
DT-GSK.docx,REF,REF_ref_eq_kr_mask_020,ref_eq_kr_mask,5,cross-reference to eq:kr-mask
DT-GSK.docx,REF,REF_ref_eq_kr_mask_043,ref_eq_kr_mask,5,cross-reference to eq:kr-mask
DT-GSK.docx,REF,REF_ref_eq_kr_mask_055,ref_eq_kr_mask,5,cross-reference to eq:kr-mask
DT-GSK.docx,REF,REF_ref_eq_kr_mask_067,ref_eq_kr_mask,5,cross-reference to eq:kr-mask
DT-GSK.docx,REF,REF_ref_eq_kr_mask_071,ref_eq_kr_mask,5,cross-reference to eq:kr-mask
DT-GSK.docx,REF,REF_ref_eq_kr_mask_080,ref_eq_kr_mask,5,cross-reference to eq:kr-mask
DT-GSK.docx,REF,REF_ref_eq_kr_mask_091,ref_eq_kr_mask,5,cross-reference to eq:kr-mask
DT-GSK.docx,REF,REF_ref_eq_kr_mask_098,ref_eq_kr_mask,5,cross-reference to eq:kr-mask
DT-GSK.docx,REF,REF_ref_eq_kr_mask_102,ref_eq_kr_mask,5,cross-reference to eq:kr-mask
DT-GSK.docx,REF,REF_ref_eq_kr_mask_132,ref_eq_kr_mask,5,cross-reference to eq:kr-mask
DT-GSK.docx,REF,REF_ref_eq_kr_mask_136,ref_eq_kr_mask,5,cross-reference to eq:kr-mask
DT-GSK.docx,REF,REF_ref_eq_kr_mask_139,ref_eq_kr_mask,5,cross-reference to eq:kr-mask
DT-GSK.docx,REF,REF_ref_eq_midpoint_repair_037,ref_eq_midpoint_repair,8,cross-reference to eq:midpoint-repair
DT-GSK.docx,REF,REF_ref_eq_midpoint_repair_041,ref_eq_midpoint_repair,8,cross-reference to eq:midpoint-repair
DT-GSK.docx,REF,REF_ref_eq_midpoint_repair_066,ref_eq_midpoint_repair,8,cross-reference to eq:midpoint-repair
DT-GSK.docx,REF,REF_ref_eq_midpoint_repair_097,ref_eq_midpoint_repair,8,cross-reference to eq:midpoint-repair
DT-GSK.docx,REF,REF_ref_eq_midpoint_repair_142,ref_eq_midpoint_repair,8,cross-reference to eq:midpoint-repair
DT-GSK.docx,REF,REF_ref_eq_nlpsr_045,ref_eq_nlpsr,6,cross-reference to eq:nlpsr
DT-GSK.docx,REF,REF_ref_eq_nlpsr_069,ref_eq_nlpsr,6,cross-reference to eq:nlpsr
DT-GSK.docx,REF,REF_ref_eq_nlpsr_078,ref_eq_nlpsr,6,cross-reference to eq:nlpsr
DT-GSK.docx,REF,REF_ref_eq_nlpsr_100,ref_eq_nlpsr,6,cross-reference to eq:nlpsr
DT-GSK.docx,REF,REF_ref_eq_nlpsr_116,ref_eq_nlpsr,6,cross-reference to eq:nlpsr
DT-GSK.docx,REF,REF_ref_eq_nlpsr_118,ref_eq_nlpsr,6,cross-reference to eq:nlpsr
DT-GSK.docx,REF,REF_ref_eq_rng_substreams_027,ref_eq_rng_substreams,13,cross-reference to eq:rng-substreams
DT-GSK.docx,REF,REF_ref_eq_rng_substreams_053,ref_eq_rng_substreams,13,cross-reference to eq:rng-substreams
DT-GSK.docx,REF,REF_ref_eq_rng_substreams_063,ref_eq_rng_substreams,13,cross-reference to eq:rng-substreams
DT-GSK.docx,REF,REF_ref_eq_rng_substreams_151,ref_eq_rng_substreams,13,cross-reference to eq:rng-substreams
DT-GSK.docx,REF,REF_ref_eq_senior_idx_034,ref_eq_senior_idx,2,cross-reference to eq:senior-idx
DT-GSK.docx,REF,REF_ref_eq_sgsm_graph_049,ref_eq_sgsm_graph,11,cross-reference to eq:sgsm-graph
DT-GSK.docx,REF,REF_ref_eq_sgsm_graph_072,ref_eq_sgsm_graph,11,cross-reference to eq:sgsm-graph
DT-GSK.docx,REF,REF_ref_eq_sgsm_graph_082,ref_eq_sgsm_graph,11,cross-reference to eq:sgsm-graph
DT-GSK.docx,REF,REF_ref_eq_sgsm_graph_103,ref_eq_sgsm_graph,11,cross-reference to eq:sgsm-graph
DT-GSK.docx,REF,REF_ref_eq_sgsm_graph_126,ref_eq_sgsm_graph,11,cross-reference to eq:sgsm-graph
DT-GSK.docx,REF,REF_ref_eq_sgsm_graph_135,ref_eq_sgsm_graph,11,cross-reference to eq:sgsm-graph
DT-GSK.docx,REF,REF_ref_eq_sgsm_graph_138,ref_eq_sgsm_graph,11,cross-reference to eq:sgsm-graph
DT-GSK.docx,REF,REF_ref_fig_cd_cec2017_173,ref_fig_cd_cec2017,4,cross-reference to fig:cd-cec2017
DT-GSK.docx,REF,REF_ref_fig_cd_cec2017_193,ref_fig_cd_cec2017,4,cross-reference to fig:cd-cec2017
DT-GSK.docx,REF,REF_ref_fig_cec2011_ranks_174,ref_fig_cec2011_ranks,5,cross-reference to fig:cec2011-ranks
DT-GSK.docx,REF,REF_ref_fig_cec2011_ranks_175,ref_fig_cec2011_ranks,5,cross-reference to fig:cec2011-ranks
DT-GSK.docx,REF,REF_ref_fig_cec2017_ranks_167,ref_fig_cec2017_ranks,3,cross-reference to fig:cec2017-ranks
DT-GSK.docx,REF,REF_ref_fig_conv_cec2017_d100_183,ref_fig_conv_cec2017_d100,7,cross-reference to fig:conv-cec2017-d100
DT-GSK.docx,REF,REF_ref_fig_conv_cec2017_d100_192,ref_fig_conv_cec2017_d100,7,cross-reference to fig:conv-cec2017-d100
DT-GSK.docx,REF,REF_ref_fig_conv_cec2017_d30_182,ref_fig_conv_cec2017_d30,6,cross-reference to fig:conv-cec2017-d30
DT-GSK.docx,REF,REF_ref_fig_dtgsk_flowchart_062,ref_fig_dtgsk_flowchart,2,cross-reference to fig:dtgsk-flowchart
DT-GSK.docx,REF,REF_ref_fig_dtgsk_flowchart_085,ref_fig_dtgsk_flowchart,2,cross-reference to fig:dtgsk-flowchart
DT-GSK.docx,REF,REF_ref_fig_dtgsk_flowchart_088,ref_fig_dtgsk_flowchart,2,cross-reference to fig:dtgsk-flowchart
DT-GSK.docx,REF,REF_ref_fig_gsk_flowchart_061,ref_fig_gsk_flowchart,1,cross-reference to fig:gsk-flowchart
DT-GSK.docx,REF,REF_ref_fig_gsk_flowchart_086,ref_fig_gsk_flowchart,1,cross-reference to fig:gsk-flowchart
DT-GSK.docx,REF,REF_ref_sec_alg_ace_108,ref_sec_alg_ace,3.3.1,cross-reference to sec:alg:ace
DT-GSK.docx,REF,REF_ref_sec_alg_argp_109,ref_sec_alg_argp,3.3.2,cross-reference to sec:alg:argp
DT-GSK.docx,REF,REF_ref_sec_alg_bse_111,ref_sec_alg_bse,3.3.4,cross-reference to sec:alg:bse
