Function,Best,Median,Mean,Worst,SD
13,1.3927733584E+09,1.9717072785E+09,2.0194101064E+09,3.1279233666E+09,4.1638917249E+08
14,9.9963973720E+09,2.1424024827E+10,2.3341840488E+10,4.3492587639E+10,8.3436794436E+09
