suite,dimension,n_blocks,k,q_alpha_005,critical_difference,algorithm,mean_rank
cec2017,10,29,7,2.949000e+00,1.672993e+00,gsk,5.517241e+00
cec2017,10,29,7,2.949000e+00,1.672993e+00,agsk,3.051724e+00
cec2017,10,29,7,2.949000e+00,1.672993e+00,apgsk,3.568966e+00
cec2017,10,29,7,2.949000e+00,1.672993e+00,fdb-agsk,3.448276e+00
cec2017,10,29,7,2.949000e+00,1.672993e+00,atmals-gsk,5.293103e+00
cec2017,10,29,7,2.949000e+00,1.672993e+00,egsk,4.241379e+00
cec2017,10,29,7,2.949000e+00,1.672993e+00,dt-gsk,2.879310e+00
