suite,dimension,function,comparator,n_runs,a12,cliffs_delta,magnitude,availability
cec2017,10,1,gsk,51,5.000000e-01,0.000000e+00,negligible,ok
cec2017,10,1,agsk,51,5.000000e-01,0.000000e+00,negligible,ok
cec2017,10,1,apgsk,51,5.000000e-01,0.000000e+00,negligible,ok
cec2017,10,1,fdb-agsk,51,5.000000e-01,0.000000e+00,negligible,ok
cec2017,10,1,atmals-gsk,51,5.000000e-01,0.000000e+00,negligible,ok
cec2017,10,1,egsk,51,5.000000e-01,0.000000e+00,negligible,ok
cec2017,10,3,gsk,51,5.000000e-01,0.000000e+00,negligible,ok
cec2017,10,3,agsk,51,5.000000e-01,0.000000e+00,negligible,ok
cec2017,10,3,apgsk,51,5.000000e-01,0.000000e+00,negligible,ok
cec2017,10,3,fdb-agsk,51,5.000000e-01,0.000000e+00,negligible,ok
cec2017,10,3,atmals-gsk,51,5.000000e-01,0.000000e+00,negligible,ok
cec2017,10,3,egsk,51,5.000000e-01,0.000000e+00,negligible,ok
cec2017,10,4,gsk,51,5.000000e-01,0.000000e+00,negligible,ok
cec2017,10,4,agsk,51,5.000000e-01,0.000000e+00,negligible,ok
cec2017,10,4,apgsk,51,5.000000e-01,0.000000e+00,negligible,ok
cec2017,10,4,fdb-agsk,51,5.294118e-01,5.882353e-02,negligible,ok
cec2017,10,4,atmals-gsk,51,5.000000e-01,0.000000e+00,negligible,ok
cec2017,10,4,egsk,51,5.000000e-01,0.000000e+00,negligible,ok
cec2017,10,5,gsk,51,1.000000e+00,1.000000e+00,large,ok
cec2017,10,5,agsk,51,9.507882e-01,9.015763e-01,large,ok
cec2017,10,5,apgsk,51,9.803922e-01,9.607843e-01,large,ok
cec2017,10,5,fdb-agsk,51,9.457901e-01,8.915802e-01,large,ok
cec2017,10,5,atmals-gsk,51,9.938485e-01,9.876970e-01,large,ok
cec2017,10,5,egsk,51,7.785467e-01,5.570934e-01,large,ok
cec2017,10,6,gsk,51,4.215686e-01,-1.568627e-01,small,ok
cec2017,10,6,agsk,51,7.881584e-01,5.763168e-01,large,ok
cec2017,10,6,apgsk,51,8.229527e-01,6.459054e-01,large,ok
cec2017,10,6,fdb-agsk,51,6.997309e-01,3.994617e-01,medium,ok
cec2017,10,6,atmals-gsk,51,4.215686e-01,-1.568627e-01,small,ok
cec2017,10,6,egsk,51,4.215686e-01,-1.568627e-01,small,ok
cec2017,10,7,gsk,51,1.000000e+00,1.000000e+00,large,ok
cec2017,10,7,agsk,51,9.965398e-01,9.930796e-01,large,ok
cec2017,10,7,apgsk,51,9.942330e-01,9.884660e-01,large,ok
cec2017,10,7,fdb-agsk,51,9.946175e-01,9.892349e-01,large,ok
cec2017,10,7,atmals-gsk,51,1.000000e+00,1.000000e+00,large,ok
cec2017,10,7,egsk,51,9.246444e-01,8.492887e-01,large,ok
cec2017,10,8,gsk,51,1.000000e+00,1.000000e+00,large,ok
cec2017,10,8,agsk,51,9.900038e-01,9.800077e-01,large,ok
cec2017,10,8,apgsk,51,9.865436e-01,9.730873e-01,large,ok
cec2017,10,8,fdb-agsk,51,9.700115e-01,9.400231e-01,large,ok
cec2017,10,8,atmals-gsk,51,9.957709e-01,9.915417e-01,large,ok
cec2017,10,8,egsk,51,8.079585e-01,6.159170e-01,large,ok
cec2017,10,9,gsk,51,5.000000e-01,0.000000e+00,negligible,ok
cec2017,10,9,agsk,51,5.098039e-01,1.960784e-02,negligible,ok
cec2017,10,9,apgsk,51,5.000000e-01,0.000000e+00,negligible,ok
cec2017,10,9,fdb-agsk,51,5.098039e-01,1.960784e-02,negligible,ok
cec2017,10,9,atmals-gsk,51,5.000000e-01,0.000000e+00,negligible,ok
cec2017,10,9,egsk,51,5.000000e-01,0.000000e+00,negligible,ok
cec2017,10,10,gsk,51,1.000000e+00,1.000000e+00,large,ok
cec2017,10,10,agsk,51,9.261822e-01,8.523645e-01,large,ok
cec2017,10,10,apgsk,51,9.254133e-01,8.508266e-01,large,ok
cec2017,10,10,fdb-agsk,51,8.869666e-01,7.739331e-01,large,ok
cec2017,10,10,atmals-gsk,51,8.911957e-01,7.823914e-01,large,ok
cec2017,10,10,egsk,51,9.869281e-01,9.738562e-01,large,ok
cec2017,10,11,gsk,51,5.369089e-01,7.381776e-02,negligible,ok
cec2017,10,11,agsk,51,6.824298e-01,3.648597e-01,medium,ok
cec2017,10,11,apgsk,51,9.292580e-01,8.585160e-01,large,ok
cec2017,10,11,fdb-agsk,51,8.419839e-01,6.839677e-01,large,ok
cec2017,10,11,atmals-gsk,51,9.984621e-01,9.969243e-01,large,ok
cec2017,10,11,egsk,51,4.803922e-01,-3.921569e-02,negligible,ok
cec2017,10,12,gsk,51,5.478662e-01,9.573241e-02,negligible,ok
cec2017,10,12,agsk,51,3.148789e-01,-3.702422e-01,medium,ok
cec2017,10,12,apgsk,51,4.990388e-01,-1.922338e-03,negligible,ok
cec2017,10,12,fdb-agsk,51,4.198385e-01,-1.603230e-01,small,ok
cec2017,10,12,atmals-gsk,51,6.309112e-01,2.618224e-01,small,ok
cec2017,10,12,egsk,51,4.036909e-01,-1.926182e-01,small,ok
cec2017,10,13,gsk,51,9.188774e-01,8.377547e-01,large,ok
cec2017,10,13,agsk,51,6.261053e-01,2.522107e-01,small,ok
cec2017,10,13,apgsk,51,6.660900e-01,3.321799e-01,medium,ok
cec2017,10,13,fdb-agsk,51,6.599385e-01,3.198770e-01,medium,ok
cec2017,10,13,atmals-gsk,51,8.096886e-01,6.193772e-01,large,ok
cec2017,10,13,egsk,51,8.181469e-01,6.362937e-01,large,ok
cec2017,10,14,gsk,51,9.946175e-01,9.892349e-01,large,ok
cec2017,10,14,agsk,51,6.624375e-01,3.248750e-01,medium,ok
cec2017,10,14,apgsk,51,8.798539e-01,7.597078e-01,large,ok
cec2017,10,14,fdb-agsk,51,6.951173e-01,3.902345e-01,medium,ok
cec2017,10,14,atmals-gsk,51,1.000000e+00,1.000000e+00,large,ok
cec2017,10,14,egsk,51,9.463668e-01,8.927336e-01,large,ok
cec2017,10,15,gsk,51,7.231834e-01,4.463668e-01,large,ok
cec2017,10,15,agsk,51,5.297962e-01,5.959246e-02,negligible,ok
cec2017,10,15,apgsk,51,6.241830e-01,2.483660e-01,small,ok
cec2017,10,15,fdb-agsk,51,5.928489e-01,1.856978e-01,small,ok
cec2017,10,15,atmals-gsk,51,8.904268e-01,7.808535e-01,large,ok
cec2017,10,15,egsk,51,7.331795e-01,4.663591e-01,large,ok
cec2017,10,16,gsk,51,8.958093e-01,7.916186e-01,large,ok
cec2017,10,16,agsk,51,7.089581e-01,4.179162e-01,medium,ok
cec2017,10,16,apgsk,51,7.604767e-01,5.209535e-01,large,ok
cec2017,10,16,fdb-agsk,51,9.146482e-01,8.292964e-01,large,ok
cec2017,10,16,atmals-gsk,51,9.565552e-01,9.131103e-01,large,ok
cec2017,10,16,egsk,51,8.562092e-01,7.124183e-01,large,ok
cec2017,10,17,gsk,51,9.957709e-01,9.915417e-01,large,ok
cec2017,10,17,agsk,51,8.546713e-01,7.093426e-01,large,ok
cec2017,10,17,apgsk,51,9.213764e-01,8.427528e-01,large,ok
cec2017,10,17,fdb-agsk,51,9.404075e-01,8.808151e-01,large,ok
cec2017,10,17,atmals-gsk,51,1.000000e+00,1.000000e+00,large,ok
cec2017,10,17,egsk,51,9.615532e-01,9.231065e-01,large,ok
cec2017,10,18,gsk,51,5.690119e-01,1.380238e-01,small,ok
cec2017,10,18,agsk,51,3.125721e-01,-3.748558e-01,medium,ok
cec2017,10,18,apgsk,51,5.601692e-01,1.203383e-01,small,ok
cec2017,10,18,fdb-agsk,51,3.544790e-01,-2.910419e-01,medium,ok
cec2017,10,18,atmals-gsk,51,7.635525e-01,5.271050e-01,large,ok
cec2017,10,18,egsk,51,6.113033e-01,2.226067e-01,small,ok
cec2017,10,19,gsk,51,9.034987e-01,8.069973e-01,large,ok
cec2017,10,19,agsk,51,8.756248e-01,7.512495e-01,large,ok
cec2017,10,19,apgsk,51,9.154171e-01,8.308343e-01,large,ok
cec2017,10,19,fdb-agsk,51,9.627067e-01,9.254133e-01,large,ok
cec2017,10,19,atmals-gsk,51,9.992311e-01,9.984621e-01,large,ok
cec2017,10,19,egsk,51,7.643214e-01,5.286428e-01,large,ok
cec2017,10,20,gsk,51,8.143022e-01,6.286044e-01,large,ok
cec2017,10,20,agsk,51,2.798923e-01,-4.402153e-01,large,ok
cec2017,10,20,apgsk,51,2.798923e-01,-4.402153e-01,large,ok
cec2017,10,20,fdb-agsk,51,3.583237e-01,-2.833526e-01,medium,ok
cec2017,10,20,atmals-gsk,51,1.000000e+00,1.000000e+00,large,ok
cec2017,10,20,egsk,51,8.431373e-01,6.862745e-01,large,ok
cec2017,10,21,gsk,51,8.081507e-01,6.163014e-01,large,ok
cec2017,10,21,agsk,51,2.174164e-01,-5.651672e-01,large,ok
cec2017,10,21,apgsk,51,2.018454e-01,-5.963091e-01,large,ok
cec2017,10,21,fdb-agsk,51,2.018454e-01,-5.963091e-01,large,ok
cec2017,10,21,atmals-gsk,51,5.157632e-01,3.152634e-02,negligible,ok
cec2017,10,21,egsk,51,6.914648e-01,3.829296e-01,medium,ok
cec2017,10,22,gsk,51,8.254517e-01,6.509035e-01,large,ok
cec2017,10,22,agsk,51,4.150327e-01,-1.699346e-01,small,ok
cec2017,10,22,apgsk,51,4.081123e-01,-1.837755e-01,small,ok
cec2017,10,22,fdb-agsk,51,2.352941e-01,-5.294118e-01,large,ok
cec2017,10,22,atmals-gsk,51,7.370242e-01,4.740484e-01,large,ok
cec2017,10,22,egsk,51,6.405229e-01,2.810458e-01,medium,ok
cec2017,10,23,gsk,51,1.000000e+00,1.000000e+00,large,ok
cec2017,10,23,agsk,51,9.150327e-01,8.300654e-01,large,ok
cec2017,10,23,apgsk,51,9.373318e-01,8.746636e-01,large,ok
cec2017,10,23,fdb-agsk,51,9.100346e-01,8.200692e-01,large,ok
cec2017,10,23,atmals-gsk,51,9.773164e-01,9.546328e-01,large,ok
cec2017,10,23,egsk,51,6.780085e-01,3.560169e-01,medium,ok
cec2017,10,24,gsk,51,9.317570e-01,8.635140e-01,large,ok
cec2017,10,24,agsk,51,8.419839e-02,-8.316032e-01,large,ok
cec2017,10,24,apgsk,51,6.189927e-02,-8.762015e-01,large,ok
cec2017,10,24,fdb-agsk,51,7.535563e-02,-8.492887e-01,large,ok
cec2017,10,24,atmals-gsk,51,7.497116e-01,4.994233e-01,large,ok
cec2017,10,24,egsk,51,7.481738e-01,4.963476e-01,large,ok
cec2017,10,25,gsk,51,5.932334e-01,1.864667e-01,small,ok
cec2017,10,25,agsk,51,1.862745e-01,-6.274510e-01,large,ok
cec2017,10,25,apgsk,51,2.572088e-01,-4.855825e-01,large,ok
cec2017,10,25,fdb-agsk,51,2.110727e-01,-5.778547e-01,large,ok
cec2017,10,25,atmals-gsk,51,5.711265e-01,1.422530e-01,small,ok
cec2017,10,25,egsk,51,5.678585e-01,1.357170e-01,small,ok
cec2017,10,26,gsk,51,5.098039e-01,1.960784e-02,negligible,ok
cec2017,10,26,agsk,51,4.398308e-01,-1.203383e-01,small,ok
cec2017,10,26,apgsk,51,1.576317e-02,-9.684737e-01,large,ok
cec2017,10,26,fdb-agsk,51,3.106498e-01,-3.787005e-01,medium,ok
cec2017,10,26,atmals-gsk,51,5.098039e-01,1.960784e-02,negligible,ok
cec2017,10,26,egsk,51,5.098039e-01,1.960784e-02,negligible,ok
cec2017,10,27,gsk,51,7.762399e-01,5.524798e-01,large,ok
cec2017,10,27,agsk,51,3.496732e-01,-3.006536e-01,medium,ok
cec2017,10,27,apgsk,51,5.453672e-01,9.073433e-02,negligible,ok
cec2017,10,27,fdb-agsk,51,3.194925e-01,-3.610150e-01,medium,ok
cec2017,10,27,atmals-gsk,51,7.316417e-01,4.632834e-01,large,ok
cec2017,10,27,egsk,51,7.762399e-01,5.524798e-01,large,ok
cec2017,10,28,gsk,51,5.000000e-01,0.000000e+00,negligible,ok
cec2017,10,28,agsk,51,3.750481e-01,-2.499039e-01,small,ok
cec2017,10,28,apgsk,51,3.558247e-01,-2.883506e-01,medium,ok
cec2017,10,28,fdb-agsk,51,3.558247e-01,-2.883506e-01,medium,ok
cec2017,10,28,atmals-gsk,51,5.294118e-01,5.882353e-02,negligible,ok
cec2017,10,28,egsk,51,5.098039e-01,1.960784e-02,negligible,ok
cec2017,10,29,gsk,51,9.946175e-01,9.892349e-01,large,ok
cec2017,10,29,agsk,51,9.034987e-01,8.069973e-01,large,ok
cec2017,10,29,apgsk,51,8.858131e-01,7.716263e-01,large,ok
cec2017,10,29,fdb-agsk,51,9.573241e-01,9.146482e-01,large,ok
cec2017,10,29,atmals-gsk,51,9.488658e-01,8.977316e-01,large,ok
cec2017,10,29,egsk,51,4.548251e-01,-9.034987e-02,negligible,ok
cec2017,10,30,gsk,51,6.182238e-01,2.364475e-01,small,ok
cec2017,10,30,agsk,51,7.181853e-01,4.363706e-01,large,ok
cec2017,10,30,apgsk,51,7.689350e-01,5.378700e-01,large,ok
cec2017,10,30,fdb-agsk,51,7.946943e-01,5.893887e-01,large,ok
cec2017,10,30,atmals-gsk,51,5.782391e-01,1.564783e-01,small,ok
cec2017,10,30,egsk,51,5.420992e-01,8.419839e-02,negligible,ok
