suite,dimension,function,comparator,test_level,n_pairs,statistic,p_raw,p_holm,outcome,availability,rank_biserial,w_plus,w_minus,n_zero,direction
cec2017,30,0,gsk,across_functions_funclevel,29,8.700000e+01,1.474684e-02,2.949367e-02,win,ok,5.396825e-01,8.700000e+01,2.910000e+02,2,favors_dt-gsk
cec2017,30,0,agsk,across_functions_funclevel,29,7.000000e+01,2.551238e-03,1.020495e-02,win,ok,6.551724e-01,7.000000e+01,3.360000e+02,1,favors_dt-gsk
cec2017,30,0,apgsk,across_functions_funclevel,29,6.800000e+01,1.273753e-03,6.368765e-03,win,ok,6.873563e-01,6.800000e+01,3.670000e+02,0,favors_dt-gsk
cec2017,30,0,fdb-agsk,across_functions_funclevel,29,5.600000e+01,8.500024e-04,5.100014e-03,win,ok,7.241379e-01,5.600000e+01,3.500000e+02,1,favors_dt-gsk
cec2017,30,0,atmals-gsk,across_functions_funclevel,29,6.000000e+01,3.491840e-03,1.047552e-02,win,ok,6.581197e-01,6.000000e+01,2.910000e+02,3,favors_dt-gsk
cec2017,30,0,egsk,across_functions_funclevel,29,1.350000e+02,1.986745e-01,1.986745e-01,tie,ok,-2.857143e-01,2.430000e+02,1.350000e+02,2,favors_comparator
