suite,dimension,function,comparator,test_level,n_pairs,statistic,p_raw,p_holm,outcome,availability
cec2017,100,1,gsk,per_function_runlevel,51,0.000000e+00,5.322937e-10,1.543652e-08,win,ok
cec2017,100,1,agsk,per_function_runlevel,51,3.140000e+02,1.088390e-03,7.618730e-03,win,ok
cec2017,100,1,apgsk,per_function_runlevel,51,0.000000e+00,5.322937e-10,1.543652e-08,win,ok
cec2017,100,1,fdb-agsk,per_function_runlevel,51,4.690000e+02,6.971367e-02,4.182820e-01,tie,ok
cec2017,100,1,atmals-gsk,per_function_runlevel,51,5.170000e+02,1.726182e-01,1.000000e+00,tie,ok
cec2017,100,1,egsk,per_function_runlevel,51,2.700000e+01,2.580588e-09,4.128940e-08,win,ok
cec2017,100,3,gsk,per_function_runlevel,51,0.000000e+00,5.322937e-10,1.543652e-08,win,ok
cec2017,100,3,agsk,per_function_runlevel,51,0.000000e+00,5.322937e-10,1.543652e-08,win,ok
cec2017,100,3,apgsk,per_function_runlevel,51,0.000000e+00,5.322937e-10,1.543652e-08,win,ok
cec2017,100,3,fdb-agsk,per_function_runlevel,51,0.000000e+00,5.322937e-10,1.543652e-08,win,ok
cec2017,100,3,atmals-gsk,per_function_runlevel,51,6.540000e+02,9.364960e-01,1.000000e+00,tie,ok
cec2017,100,3,egsk,per_function_runlevel,51,0.000000e+00,5.322937e-10,1.543652e-08,loss,ok
cec2017,100,4,gsk,per_function_runlevel,51,4.770000e+02,8.207372e-02,4.924423e-01,tie,ok
cec2017,100,4,agsk,per_function_runlevel,51,3.930000e+02,1.153209e-02,6.919251e-02,tie,ok
cec2017,100,4,apgsk,per_function_runlevel,51,5.250000e+02,1.974498e-01,5.923494e-01,tie,ok
cec2017,100,4,fdb-agsk,per_function_runlevel,51,5.780000e+02,4.283268e-01,1.000000e+00,tie,ok
cec2017,100,4,atmals-gsk,per_function_runlevel,51,6.200000e+02,6.903558e-01,1.000000e+00,tie,ok
cec2017,100,4,egsk,per_function_runlevel,51,0.000000e+00,5.322937e-10,1.543652e-08,loss,ok
cec2017,100,5,gsk,per_function_runlevel,51,1.580000e+02,2.259941e-06,2.711929e-05,win,ok
cec2017,100,5,agsk,per_function_runlevel,51,0.000000e+00,5.322937e-10,1.543652e-08,win,ok
cec2017,100,5,apgsk,per_function_runlevel,51,0.000000e+00,5.322937e-10,1.543652e-08,win,ok
cec2017,100,5,fdb-agsk,per_function_runlevel,51,0.000000e+00,5.322937e-10,1.543652e-08,win,ok
cec2017,100,5,atmals-gsk,per_function_runlevel,51,0.000000e+00,5.322937e-10,1.543652e-08,win,ok
cec2017,100,5,egsk,per_function_runlevel,51,6.180000e+02,6.765913e-01,1.000000e+00,tie,ok
cec2017,100,6,gsk,per_function_runlevel,51,6.230000e+02,7.111949e-01,1.000000e+00,tie,ok
cec2017,100,6,agsk,per_function_runlevel,51,0.000000e+00,5.322937e-10,1.543652e-08,win,ok
cec2017,100,6,apgsk,per_function_runlevel,51,0.000000e+00,5.322937e-10,1.543652e-08,win,ok
cec2017,100,6,fdb-agsk,per_function_runlevel,51,0.000000e+00,5.322937e-10,1.543652e-08,win,ok
cec2017,100,6,atmals-gsk,per_function_runlevel,51,0.000000e+00,5.322937e-10,1.543652e-08,win,ok
cec2017,100,6,egsk,per_function_runlevel,51,9.000000e+00,9.071719e-10,1.814344e-08,win,ok
cec2017,100,7,gsk,per_function_runlevel,51,0.000000e+00,5.322937e-10,1.543652e-08,win,ok
cec2017,100,7,agsk,per_function_runlevel,51,0.000000e+00,5.322937e-10,1.543652e-08,win,ok
cec2017,100,7,apgsk,per_function_runlevel,51,0.000000e+00,5.322937e-10,1.543652e-08,win,ok
cec2017,100,7,fdb-agsk,per_function_runlevel,51,0.000000e+00,5.322937e-10,1.543652e-08,win,ok
cec2017,100,7,atmals-gsk,per_function_runlevel,51,0.000000e+00,5.322937e-10,1.543652e-08,win,ok
cec2017,100,7,egsk,per_function_runlevel,51,2.460000e+02,9.463460e-05,8.517114e-04,win,ok
cec2017,100,8,gsk,per_function_runlevel,51,1.260000e+02,4.941943e-07,6.918720e-06,win,ok
cec2017,100,8,agsk,per_function_runlevel,51,0.000000e+00,5.322937e-10,1.543652e-08,win,ok
cec2017,100,8,apgsk,per_function_runlevel,51,0.000000e+00,5.322937e-10,1.543652e-08,win,ok
cec2017,100,8,fdb-agsk,per_function_runlevel,51,0.000000e+00,5.322937e-10,1.543652e-08,win,ok
cec2017,100,8,atmals-gsk,per_function_runlevel,51,0.000000e+00,5.322937e-10,1.543652e-08,win,ok
cec2017,100,8,egsk,per_function_runlevel,51,4.940000e+02,1.142377e-01,5.711883e-01,tie,ok
cec2017,100,9,gsk,per_function_runlevel,51,0.000000e+00,5.322937e-10,1.543652e-08,win,ok
cec2017,100,9,agsk,per_function_runlevel,51,0.000000e+00,5.322937e-10,1.543652e-08,win,ok
cec2017,100,9,apgsk,per_function_runlevel,51,0.000000e+00,5.322937e-10,1.543652e-08,win,ok
cec2017,100,9,fdb-agsk,per_function_runlevel,51,0.000000e+00,5.322937e-10,1.543652e-08,win,ok
cec2017,100,9,atmals-gsk,per_function_runlevel,51,0.000000e+00,5.322937e-10,1.543652e-08,win,ok
cec2017,100,9,egsk,per_function_runlevel,51,0.000000e+00,5.322937e-10,1.543652e-08,win,ok
cec2017,100,10,gsk,per_function_runlevel,51,0.000000e+00,5.322937e-10,1.543652e-08,win,ok
cec2017,100,10,agsk,per_function_runlevel,51,0.000000e+00,5.322937e-10,1.543652e-08,win,ok
cec2017,100,10,apgsk,per_function_runlevel,51,0.000000e+00,5.322937e-10,1.543652e-08,win,ok
cec2017,100,10,fdb-agsk,per_function_runlevel,51,0.000000e+00,5.322937e-10,1.543652e-08,win,ok
cec2017,100,10,atmals-gsk,per_function_runlevel,51,2.300000e+02,5.036948e-05,5.036948e-04,win,ok
cec2017,100,10,egsk,per_function_runlevel,51,1.400000e+01,1.216238e-09,2.189228e-08,win,ok
cec2017,100,11,gsk,per_function_runlevel,51,3.320000e+02,1.948906e-03,1.754015e-02,win,ok
cec2017,100,11,agsk,per_function_runlevel,51,0.000000e+00,5.322937e-10,1.543652e-08,win,ok
cec2017,100,11,apgsk,per_function_runlevel,51,0.000000e+00,5.322937e-10,1.543652e-08,win,ok
cec2017,100,11,fdb-agsk,per_function_runlevel,51,0.000000e+00,5.322937e-10,1.543652e-08,win,ok
cec2017,100,11,atmals-gsk,per_function_runlevel,51,0.000000e+00,5.322937e-10,1.543652e-08,win,ok
cec2017,100,11,egsk,per_function_runlevel,51,2.190000e+02,3.224569e-05,3.547026e-04,loss,ok
cec2017,100,12,gsk,per_function_runlevel,51,1.520000e+02,1.710728e-06,2.223946e-05,loss,ok
cec2017,100,12,agsk,per_function_runlevel,51,4.000000e+01,5.396753e-09,5.396753e-08,win,ok
cec2017,100,12,apgsk,per_function_runlevel,51,0.000000e+00,5.322937e-10,1.543652e-08,win,ok
cec2017,100,12,fdb-agsk,per_function_runlevel,51,0.000000e+00,5.322937e-10,1.543652e-08,win,ok
cec2017,100,12,atmals-gsk,per_function_runlevel,51,6.500000e+02,9.067266e-01,1.000000e+00,tie,ok
cec2017,100,12,egsk,per_function_runlevel,51,0.000000e+00,5.322937e-10,1.543652e-08,win,ok
cec2017,100,13,gsk,per_function_runlevel,51,5.630000e+02,3.509955e-01,1.000000e+00,tie,ok
cec2017,100,13,agsk,per_function_runlevel,51,5.090000e+02,1.501996e-01,6.007984e-01,tie,ok
cec2017,100,13,apgsk,per_function_runlevel,51,3.030000e+02,7.524406e-04,3.762203e-03,win,ok
cec2017,100,13,fdb-agsk,per_function_runlevel,51,5.090000e+02,1.501996e-01,7.509979e-01,tie,ok
cec2017,100,13,atmals-gsk,per_function_runlevel,51,6.630000e+02,1.000000e+00,1.000000e+00,tie,ok
