suite,dimension,function,comparator,n_runs,mean_diff,ci_low,ci_high,B,seed_scheme,availability
cec2017,50,1,gsk,51,-1.697414e+03,-2.228988e+03,-1.256483e+03,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2017,50,1,agsk,51,-1.749545e+00,-3.123429e+00,-9.658669e-01,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2017,50,1,apgsk,51,-1.124759e+03,-1.697711e+03,-8.278529e+02,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2017,50,1,fdb-agsk,51,8.183388e-02,-2.513885e-02,2.726980e-01,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2017,50,1,atmals-gsk,51,1.757114e-01,9.274745e-02,3.788522e-01,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2017,50,1,egsk,51,-8.452474e+01,-1.957140e+02,-3.561906e+01,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2017,50,3,gsk,51,-4.020190e+03,-4.547091e+03,-3.605721e+03,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2017,50,3,agsk,51,-4.520986e+03,-5.331574e+03,-3.886919e+03,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2017,50,3,apgsk,51,-3.835785e+03,-4.396285e+03,-3.394551e+03,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2017,50,3,fdb-agsk,51,-5.010224e+02,-6.262787e+02,-4.018501e+02,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2017,50,3,atmals-gsk,51,-4.526407e-07,-1.454712e-06,-1.588571e-07,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2017,50,3,egsk,51,3.450497e-08,6.173566e-09,1.436729e-07,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2017,50,4,gsk,51,-7.264287e+00,-2.681843e+01,1.097598e+01,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2017,50,4,agsk,51,3.667329e+01,2.032370e+01,5.207091e+01,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2017,50,4,apgsk,51,5.240377e+00,-1.421898e+01,2.376392e+01,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2017,50,4,fdb-agsk,51,-1.907814e+00,-2.111637e+01,1.721081e+01,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2017,50,4,atmals-gsk,51,3.423250e+01,1.404044e+01,5.150184e+01,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2017,50,4,egsk,51,5.519571e+01,4.159025e+01,6.854758e+01,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2017,50,5,gsk,51,-2.778692e+02,-2.822489e+02,-2.724375e+02,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2017,50,5,agsk,51,-1.993183e+02,-2.045634e+02,-1.928537e+02,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2017,50,5,apgsk,51,-2.379419e+02,-2.446919e+02,-2.317923e+02,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2017,50,5,fdb-agsk,51,-1.538673e+02,-1.604525e+02,-1.475057e+02,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2017,50,5,atmals-gsk,51,-1.497497e+02,-1.611880e+02,-1.379722e+02,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2017,50,5,egsk,51,7.139225e-01,-2.818152e+00,3.712961e+00,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2017,50,6,gsk,51,7.979850e-05,7.007046e-05,8.908388e-05,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
