Run,Seed,E30000,E60000,E90000,E150000,E300000,E600000,E900000,E1200000,E1500000,E1800000,E2100000,E2400000,E2700000,E3000000
1,1030243955,1804212565.027121,1582393908.404593,1442735251.243757,1361388843.404942,1280141194.118175,991925963.320845,962327649.5222281,942552201.086252,918660028.0957453,915034836.6527022,911632439.5777633,907023772.8432701,898337088.4323747,889539838.6547806
2,1031243992,1815405769.434664,1471743689.484374,1348529789.734534,1309180696.829125,1215916713.993276,839876303.8310952,804394926.0972843,794653505.8059211,788034351.6072395,786752096.7594025,786691301.8986024,786258192.8340868,783901840.455986,782916437.7188151
3,1032244029,1679338391.983127,1468006364.951869,1361017454.609932,1258093447.391316,1221801701.344196,943422387.5646718,884325839.2266231,875761762.2851387,864574519.7303087,856297327.3310177,856114325.1196898,855053993.8485377,849751218.8798078,849338444.6272
4,1033244066,1801622757.471581,1584430329.530374,1402140332.627924,1241344899.77372,1153526737.887354,807922465.9780282,773562168.6073323,748680112.2580016,706028360.7499615,704763600.585302,702169845.8994364,702169845.8994364,699159043.2312186,679940380.7031524
5,1034244103,1879182885.590042,1597932581.53462,1437464602.786138,1359421265.423939,1241306763.463504,925176187.0605752,872408069.9541943,854339844.472582,836822853.4540346,829447013.3422284,811456864.8445398,799706110.4109579,783333799.4985964,768798582.9053233
6,1035244140,1785836770.21982,1429814061.421691,1335112620.15413,1281080919.112695,1169700506.513326,879446552.7401037,853141765.9758415,820839803.9217398,799106554.6972085,789992077.42162,784976528.8192779,768004014.8695364,759585484.9893564,756222179.0318799
7,1036244177,1688230880.755132,1520421210.812118,1350676686.587301,1267465959.991491,1164936138.039398,894102621.8558986,828405188.9353137,792308603.0208024,766056231.7196819,754955874.047033,750644180.4049197,740775871.5330424,730650468.8793899,727138130.0056854
8,1037244214,1673080510.41367,1323697225.389738,1242864153.896058,1167595552.668372,1048544129.785815,779204786.0943513,740645808.9609243,715375780.012982,706542415.8200424,702269856.2955095,702269856.2955095,698883886.5991565,685101648.3590339,681161085.692233
9,1038244251,1998050306.808313,1466496543.465926,1367676890.320763,1299730288.817588,1202916654.618625,912675677.935377,869028374.0235382,859284219.7449727,840476257.1940912,836573727.4467318,830665120.4567176,818051393.4452373,803071036.7936894,799919607.1209388
10,1039244288,1656409895.527978,1413841528.894961,1330596110.162234,1188670537.2862,1165804621.552524,829138040.1626431,807058397.3893962,789111453.5415156,779051299.2456456,777310989.351828,770920142.9883587,765811228.7973801,757267331.6722639,743276977.9397571
11,1040244325,1825956301.133589,1419883335.71421,1335040469.686,1308637563.06811,1173276332.771297,920209616.5005655,905518217.7988434,879165217.7795651,861643472.0510068,851432761.808617,844456127.4063966,830038210.6622275,815380920.6621029,793956922.9018719
12,1041244362,1874018042.494699,1559575913.26631,1424189344.433008,1295857386.065568,1126506744.611607,854774423.3954895,815311412.4537419,800151220.0755715,789052646.8889557,784814515.0151132,780784878.8739191,778787610.3872156,778204879.6269882,778204879.6269882
13,1042244399,1897517018.836842,1610711230.610324,1483871275.280258,1354724176.867362,1317990800.088328,998106886.455194,940804156.8351965,933075689.0041083,925411572.2749289,921218112.7020613,908508827.9977994,894110747.7448304,884686530.5498699,871420884.1167927
14,1043244436,1720495103.392516,1514389975.623449,1306832305.023259,1235158090.455921,1184633435.88188,889290216.66992,828514542.040701,801919676.4141507,794061937.1083701,787201849.2454001,787201849.2454001,786190366.5520458,784292940.6214638,783987072.6690325
15,1044244473,1697488965.807387,1539478216.438883,1354982746.509412,1268150499.098301,1143089604.216619,847671928.4971168,820553598.5151472,786363292.0543346,770232921.8107883,759990696.8140922,758264056.2777668,757186737.1984707,742124811.0860791,736604155.1286093
16,1045244510,1940306246.043153,1642200308.218421,1526843686.357381,1439011780.711421,1314101261.482202,1006616560.25073,958767624.3066578,943810023.5605986,934257938.5175825,930647043.7802914,930066866.2848508,930066866.2848508,928032583.7895919,917829738.3543159
17,1046244547,1858727431.842339,1601760860.601538,1448672141.245499,1448672141.245499,1332246721.492067,998023030.9024785,956471225.2470945,907888386.0846447,889074038.0964986,882073403.4304993,880329871.2765546,876117795.8807993,866643521.1320697,855548168.6419255
18,1047244584,1713845135.805735,1307825723.991658,1269858755.551965,1237721147.759879,1147603442.098567,848679571.1334826,805786856.9606085,782512858.1186005,773056319.6991208,772266154.8676732,764015041.4502076,755819079.5043945,750071784.9633931,743421492.7535125
19,1048244621,1803610204.74086,1424646544.450076,1374259373.994902,1174977228.273323,1098658058.602486,835544164.7487137,801816735.3100699,774585372.318197,760767806.6155018,757441442.1844889,756697498.8555733,755358637.8650858,751993189.0067612,747798393.7194259
20,1049244658,1933969954.998577,1539771444.236019,1420114755.541538,1371844405.660139,1263788456.447345,954753690.1607041,934199048.3422796,919276067.7553383,897729785.9444718,894689789.2770355,891652288.4233408,889079903.5799842,879236122.787834,863756865.6330502
21,1050244695,1897966056.959561,1503530366.364324,1375165418.075458,1277434281.929007,1233955976.303142,908793349.066819,861494326.3445556,838443400.3417147,831540851.2231919,829991254.5573992,827310816.9170697,822332612.3806174,816805084.9218831,799559206.2431779
22,1051244732,1869767346.014302,1504817233.732433,1334622844.983783,1226095902.893512,1162261686.251589,875958684.4959346,825260646.683934,797824388.2129936,785070239.0283226,784320282.9009992,778046672.0806904,763855376.7273201,750966293.0107706,740826972.7353181
23,1052244769,1884496578.582243,1609837662.86944,1409384766.355173,1329607754.174207,1234678148.084398,968486363.0873942,955290391.9316504,923608041.502099,896269993.3383901,889764623.7963508,866961371.2517481,856402212.2123363,843212309.8095154,832997635.589711
24,1053244806,1754496654.5396,1533812560.61648,1441649109.511295,1408594353.374004,1235129892.275565,924501676.7079502,905134356.1172262,899751386.2615288,876578425.6921835,868110207.644436,857471274.0269412,850263231.6159364,833567219.0056113,820914043.3435401
25,1054244843,1848879798.754212,1549600070.40327,1421476868.498145,1220847287.93019,1205470578.267653,915345492.261794,893394891.2332863,879554917.6660122,870800087.6028534,857632580.6466227,848540196.8661675,840939597.3639473,838514124.9951605,831612919.8336296
