Function,Best,Median,Mean,Worst,SD
1,0.0000000000E+00,0.0000000000E+00,0.0000000000E+00,0.0000000000E+00,0.0000000000E+00
2,6.9542792049E+00,3.2071170216E+01,4.2845947000E+01,1.2164176146E+02,3.1914889951E+01
3,5.1482279661E+00,5.6124238542E+00,5.6589728349E+00,6.3523285832E+00,4.1405795760E-01
4,5.8027800000E-08,1.1967637041E-01,1.2337529012E-01,2.8322343374E-01,8.2519785715E-02
5,0.0000000000E+00,0.0000000000E+00,1.4562317479E-01,6.2409932051E-01,2.6847695990E-01
8,0.0000000000E+00,0.0000000000E+00,0.0000000000E+00,0.0000000000E+00,0.0000000000E+00
9,5.2800329770E+01,1.0000000000E+02,9.8426677667E+01,1.0000000011E+02,8.6174413653E+00
10,3.0000000004E+02,3.4736691594E+02,3.4420912155E+02,3.4736691594E+02,1.2017371720E+01
