Run,Seed,E30000,E60000,E90000,E150000,E300000,E600000,E900000,E1200000,E1500000,E1800000,E2100000,E2400000,E2700000,E3000000
1,1028243889,185967515720.9317,5224771422.699683,2099952213.45094,1320499064.222815,661212776.8828199,231951520.9833955,94663225.63191499,58145621.21158854,47997368.66832228,41569901.84123017,38613391.60117887,36098682.81271508,35399209.10304447,34831304.75327785
2,1029243926,301816020952.6999,7800185240.799914,2149023654.334761,955371480.1658592,422750161.1952331,218619443.1891136,153309980.5409043,109872216.7496851,86257429.96252528,65363925.28994643,55869373.77831363,51859882.30999939,48844321.94432145,44435178.14255352
3,1030243963,130913860455.9175,3509424815.299327,1846890881.833852,1036923791.635118,435714935.8646086,277799841.8085219,211585163.9759524,146245248.1908788,101472950.0246437,74140011.69831021,64337411.82769077,58298987.57936758,56073548.00602457,53198553.06265855
4,1031244000,145140397360.3178,6318687023.494,2898002236.005074,1715236599.196468,795931805.1874521,167563465.5829355,86009793.08901903,47804508.33930542,32299243.51444184,27162945.49158962,25118833.1673762,24323777.32840731,24040216.4563589,23250011.58349853
5,1032244037,228179330724.5047,7917302175.33207,3306594091.402216,2151034279.938175,1029228800.696423,566522110.3336575,372196248.14639,271771787.06534,116613464.7038475,80123872.01245762,67569818.62848176,58221907.86762397,55243252.05760768,52940910.63063782
6,1033244074,427902357639.9553,8831651726.346907,2752322631.113341,1657027034.087011,1008665043.693022,650856936.8212082,480800213.2713843,359010835.7541339,256209331.6670194,220784592.6474083,204316425.6247456,191026182.8388317,187750594.0300046,185632645.9803599
7,1034244111,357167507967.8128,9241826419.205166,2810440489.331673,1410154917.275074,694587388.3018209,429509679.0033389,248015402.5599098,119699442.6089801,66269753.53679207,50873699.8104284,43458214.2728123,40728588.75099021,39915905.88874592,38769945.65968782
8,1035244148,200247484252.976,7061204868.922644,2737144612.780268,1584063703.964743,659178652.7925749,358241437.6508749,202500018.870907,87906332.91513491,68932540.21225148,60472854.93992583,51188515.08556984,47866102.9279336,45787288.2591749,44512517.31046244
9,1036244185,78782943285.64929,5338070229.818225,3102114220.051416,1870719086.593528,463852264.8863413,145231581.4220866,87310792.57544269,65632017.89899891,53055211.88776953,45731855.31119982,38992279.73368892,36969249.48690788,36591959.75228055,35793346.70500667
10,1037244222,259529259097.55,7411215395.841758,2334637009.303518,1214082828.004613,815162700.8077434,298027262.9712824,182194651.0411674,101727516.2540226,66771773.21465195,56127242.01297166,49190689.68668954,45151602.67670908,44369492.25248384,43290154.87061911
11,1038244259,170491879088.023,6212999145.999776,1505161268.068146,798170556.1786729,472606577.4735997,265315289.8268334,173056460.8852297,113735214.0704415,69920141.25939246,55687030.36821005,47494411.1380758,42824448.45409545,41656454.2430862,39799352.82878195
12,1039244296,64273398747.63536,6359364995.557271,2404437305.136923,1074304250.987622,514138624.4344264,207827330.5139572,120280186.5003007,73130681.60842727,53876999.61546078,48419832.61183794,42555885.50562484,39639492.93056405,38911231.73439696,38487568.93827048
13,1040244333,158062861349.4093,5383582692.023916,1992690461.867846,1098983717.078706,678941042.6084831,377150765.6213675,265750341.7880945,161241291.496691,123763239.0460477,100199146.0653635,73063546.80360764,62426918.04759806,59893063.33935732,56928849.35913433
14,1041244370,430156230585.6064,6866386256.835964,2823123829.287217,1741319647.946222,758078141.9540237,390313970.2689847,237291491.6697297,141801359.5102924,95202836.54972236,75866938.64635769,57299269.1589011,51059534.78309058,46670554.29895355,41670088.3849301
15,1042244407,309078420165.4045,11551773854.01083,2901736037.083084,1520560323.647511,934102146.0755317,402135197.674239,181913909.4638757,105055435.6689244,74500882.90038946,53125202.62865818,41542390.26870055,33996912.19581081,31701968.21607131,28870728.051177
16,1043244444,194001343537.2705,5500727829.600029,1763985698.284425,1000457917.539585,659949812.6535665,412044540.8184257,240749914.9146933,134271098.799217,74729611.28896093,58534360.15265622,45372378.7518334,36767450.54117543,33744868.80659305,27970000.46525055
17,1044244481,248430542058.3405,4666143682.979611,1633289658.547791,762343037.4606676,396387548.8311759,195799057.1899297,121041317.3508347,96861701.03872162,84468622.80077568,72522726.63450918,60157309.06782535,54579488.0698626,52860782.68260439,51771912.93927991
18,1045244518,152773950618.5809,5154848756.037141,2173496948.391458,1259537355.38578,784050093.8977733,553666529.3122232,492964077.6327902,380824620.9885212,326244598.6421252,295335496.5700552,169768972.9886884,140820679.9767971,133104014.3808568,125059772.1551632
19,1046244555,133695127724.1452,8511391831.161325,4273055681.241431,1784049969.498553,735189866.5353671,364977235.2562002,213359846.3758164,143792605.5630708,103273837.2788341,86299569.66352051,77997464.57195286,71883890.2235782,69982319.96058136,66697346.31099013
20,1047244592,185412797699.9446,2461788898.528833,1311639928.311368,661163978.1488955,421322659.7703556,175991422.7567575,102361859.9812489,56658039.26719792,44923991.85381996,39155368.7874967,32705378.64894004,30509873.74696929,29938476.37255996,29499903.61858064
21,1048244629,186213822754.491,5045148499.237359,2566535791.903154,1625080385.218878,730149135.6516702,204616291.9775246,152498546.4295928,96075108.23283607,57330485.66927364,46126185.09218433,35527014.88642011,30595922.10388918,29632216.82520744,27917004.75043982
22,1049244666,221418994500.0082,5264884994.354424,1767782773.318666,915509176.104707,660759026.3612152,516063872.5989996,315645569.0096538,113385287.1211867,75758817.33300076,64994949.41144037,54731721.97103752,49372606.23546747,46893910.94905123,45051657.32283298
23,1050244703,223420459462.1413,8428045708.425204,2744063128.340316,1225764193.945147,554823327.5657279,138108943.7857908,72177296.62501299,55162603.25830836,46518819.19936096,42980520.41869958,40604564.69575007,39834161.6128403,39448927.72913492,39165641.73603334
24,1051244740,300007707802.2111,7094918965.601751,2340823090.850612,1556552677.51106,911332302.4118289,528120467.711135,138261017.2913842,75555045.64731361,68663982.0301988,65454421.82184887,61099417.73145659,57869261.66774847,56919223.86908342,54042905.67851219
25,1052244777,669716418710.2263,6489876311.597844,2139117591.970054,1456128121.12456,927839490.6995772,322136163.2245418,200994122.942782,149308416.150875,129233375.9708634,97856414.82768101,86896313.27441366,79968265.98969743,75638134.55377887,73119808.40325609
