Function,Best,Median,Mean,Worst,SD
1,0.0000000000E+00,0.0000000000E+00,0.0000000000E+00,0.0000000000E+00,0.0000000000E+00
2,4.1961931131E+01,9.5637396709E+01,1.0588719966E+02,2.8004498577E+02,5.0708774574E+01
3,5.9400402806E+00,7.0730115187E+00,7.0140477344E+00,8.4698851363E+00,6.6738232149E-01
4,1.1249216386E-01,3.4291666726E-01,3.3919689520E-01,4.9606384215E-01,1.0214109880E-01
5,0.0000000000E+00,0.0000000000E+00,2.0803310684E-02,6.2409932051E-01,1.1394442532E-01
8,0.0000000000E+00,0.0000000000E+00,0.0000000000E+00,0.0000000000E+00,0.0000000000E+00
9,1.0000000000E+02,1.0000000000E+02,1.0011240776E+02,1.0329900646E+02,6.0199787575E-01
10,3.3513721088E+02,3.4736691594E+02,3.4689293076E+02,3.4736895074E+02,2.2498539242E+00
