Run,Seed,E30000,E60000,E90000,E150000,E300000,E600000,E900000,E1200000,E1500000,E1800000,E2100000,E2400000,E2700000,E3000000
1,41240868,6511.650387622838,907.0477798059433,413.329755762149,331.3614866233993,221.198980003074,122.9886720495015,100.1079819997437,77.2966840523502,55.4300882995433,31.481279794406,19.8306094802901,15.4151987377488,14.5548024081259,14.5455404521615
2,42240905,3653.233498282877,1149.063127438903,517.5031551734455,281.7802685218044,171.650318925609,96.75038843637751,48.134947356987,41.8307628236464,28.307615254163,26.9529982787308,6.6256702691953,5.8042142348484,5.7639364373458,5.718729965858
3,43240942,3706.830815125736,1174.719280766438,472.807694152845,335.1089634588661,162.6617399184468,103.264328755193,96.0219011031113,53.6914270066356,35.9662070273675,7.687564547121,1.997055944362,1.990050093324,1.9899597921128,1.9899571529693
4,44240979,19573.6318203015,1230.255961371955,656.7996664428265,174.026916615304,130.0156250060677,62.5363379499977,37.8567259039733,16.88705240141,10.129234498176,5.0383096859941,4.3388637489873,4.296683310239,3.2971122629476,3.2971122629476
5,45241016,4860.751474757798,1445.687652130229,594.4786092018385,255.9453202248167,164.1741871474605,85.33266581067031,69.1888590882804,48.1343709613438,47.636238915205,47.1019870287246,46.5594595974349,39.1402216628514,34.5752641485662,34.4541314328844
6,46241053,8430.987043267014,966.479463407699,544.4173812021736,379.5376099105165,189.2011756925303,128.9734554151476,100.0336309732324,73.91902276421,24.5758916125233,11.01334996697,5.8954446203477,3.3107453027033,3.2979001923889,3.2979001775216
7,47241090,7828.52745117151,1077.904743740032,544.477498291673,243.649065227962,179.758647727293,120.1637235145015,54.0240558606088,33.9731316013374,25.5906362942555,16.703110601864,4.152762819607,2.7673190199798,1.6093285747488,1.5908627468214
8,48241127,13092.75434157426,1101.351342938813,439.1164713952235,186.3684531557985,115.4906004824609,82.6967023832499,73.205722332143,48.1051818585943,27.051340451455,23.7855561574597,13.2840654974627,11.2284159087578,10.1531244787925,10.1134738252217
9,49241164,8064.135820779517,1289.961854528467,430.5047863323475,166.0359396290978,106.754107472178,88.90643822260201,45.9210659519315,34.1699375104452,26.668136843672,21.1808556648168,18.7607342474328,18.270629332643,5.8828577792347,4.9348562803873
10,50241201,15189.83164632271,1713.980367773684,706.5589610683573,115.7403198039926,78.0419955080813,77.7982634081086,46.764081614754,34.8056606361201,34.3837044689305,23.9523093811845,23.483816384949,14.7560561075886,14.6805654106986,14.6500827154007
