Run,Seed,E30000,E60000,E90000,E150000,E300000,E600000,E900000,E1200000,E1500000,E1800000,E2100000,E2400000,E2700000,E3000000
1,1023243724,33366.99416108479,27714.71712976283,24402.11307393882,23163.48773686687,22425.13611110369,22007.54529538369,21938.18697765366,21912.32070547973,21903.75922680759,21895.87928666223,21888.42900655511,21886.9014751649,21885.1314784613,21882.02341632735
2,1024243761,33132.53000845792,28161.40145246235,24369.59005617238,22729.02828677195,22010.47894482784,21583.66046027981,21488.97285512473,21465.29783990768,21446.59713996948,21413.98365211831,21408.93940132004,21407.30769378207,21406.87915487648,21403.01531339076
3,1025243798,32270.91569632709,27101.66122190942,23895.85025346273,22655.94019934619,21959.76582784662,21619.06982622963,21515.50981307332,21469.10183929171,21437.18701302904,21425.64862443674,21418.56807053503,21416.33240728519,21409.36682765016,21407.11043435979
4,1026243835,33922.65177554132,28929.85579918061,25552.93996550836,24400.27012538739,23629.94648151375,23313.8032538398,23216.54189676699,23197.61035619948,23176.65724481195,23172.98846675207,23151.54284686998,23149.05420546563,23147.21507214465,23145.22792599598
5,1027243872,33074.27834683631,27562.12257069928,23925.26330413875,22481.80520093705,21726.79699606811,21397.41063663594,21304.73822732443,21257.43140995487,21210.78297047327,21200.28875677005,21197.88363740336,21196.46254799302,21194.9134072902,21190.14184163836
6,1028243909,33433.54124154724,27512.86591445308,23732.49574505375,22229.97375434232,21418.81779374046,21153.80309495243,21103.82762999352,21073.91968041205,21040.6950584949,21037.5948729714,21036.18263556835,21035.5217344872,21033.07852132761,21032.82101236133
7,1029243946,33188.73084183899,27792.47351111193,23623.43665779651,22055.37368526839,21309.50138979707,20923.42861428573,20850.75145330728,20785.42843019351,20762.21030005983,20758.84247898849,20753.26655060235,20749.25908247596,20749.09557146997,20746.9509174746
8,1030243983,32678.28110154207,27657.75028067952,24227.28511319835,23015.85640753021,22394.35746983727,22026.20906719291,21980.32923667612,21932.70667682118,21920.39858105546,21907.13595970962,21898.24988805938,21891.66007478507,21886.44751545044,21881.71207978834
9,1031244020,33716.64113312343,28065.29176655472,25074.42275564806,23936.34826474593,23149.39510541345,22720.54786895344,22666.96558177493,22615.99942286532,22582.20167272857,22568.5884930383,22564.72928731687,22562.85329047201,22562.411209413,22562.25745199161
10,1032244057,33543.86648080006,28129.01601071828,25248.98982957597,24068.43093038843,23369.38118452817,22984.01344174623,22898.61580226183,22825.89525460477,22798.35862418656,22787.43815411278,22781.20780501288,22762.4080098883,22761.51623537898,22760.28277139132
11,1033244094,32405.24039331747,27336.87794551462,24162.55283739989,23050.7667045036,22275.83822254756,21967.31763710174,21822.5543981746,21779.38797807184,21760.88683012425,21734.46617156151,21730.67416923604,21726.23066598479,21720.59076983029,21717.12331469999
12,1034244131,32958.48087141944,27922.32191311549,24170.14856464544,22694.92099774715,21946.10995586502,21574.90025834765,21485.53396161593,21459.58364109982,21442.20959195687,21415.35479952007,21411.42821709806,21404.45701028858,21403.24337270924,21402.6600029279
13,1035244168,32387.32911570048,27001.99845691273,22960.66848878723,21749.43094622523,21005.85225797791,20673.1907362986,20568.55007340016,20542.92100581005,20531.2922095375,20528.52655104093,20526.9906662393,20526.40989524547,20523.04997014146,20522.56538214184
14,1036244205,32233.50059069279,27306.71825320417,23637.88442148858,22234.7695509222,21515.52516661684,21116.7452055174,21032.18754369645,21003.99449271769,20980.86606440398,20936.54382832567,20932.01186491151,20931.49473056955,20929.53402165046,20929.05826730617
15,1037244242,32969.55608856971,27438.66496551339,23958.65785362472,22715.56827121672,21901.36061272376,21616.42991054956,21514.65917017034,21467.25801139664,21457.66775138634,21455.96230613997,21453.34524524772,21451.65856440711,21450.33749615159,21448.51320670767
