Function,Best,Median,Mean,Worst,SD
13,4.2398345178E+08,9.2449635741E+08,9.8985049005E+08,1.8838532825E+09,3.9549068825E+08
14,7.7152227852E+08,1.7369095100E+09,1.9945272064E+09,5.9177704705E+09,1.1094487646E+09
