Run,Seed,E10000,E20000,E30000,E50000,E100000,E200000,E300000,E400000,E500000,E600000,E700000,E800000,E900000,E1000000
1,35240820,2.9070221675622,2.6802838028746,2.6802838028746,2.6802838028746,1.8680928283202,1.8680928283202,1.829981140856,1.829981140856,1.7438905679858,1.7438905679858,1.3427690393953,0.5298243485227,0.3734185314322,0.3734185314322
2,36240857,3.83286846878,2.7457452783374,2.7457452783374,2.7457452783374,2.6373532162636,2.039941258384,1.969592794767,1.56895408319,0.9720092564896,0.9720092564896,0.9720092564896,0.5272310972382001,0.4438293240007,0.4438293240007
3,37240894,4.1293068220577,2.8484695678965,2.8484695678965,2.09452348538,2.09452348538,1.7747837894694,1.0472520839294,1.0472520839294,1.0472520839294,1.0472520839294,1.0472520839294,0.7673609208877999,0.3962809292402,0.3962809292402
4,38240931,3.2057122543888,2.6833810641426,2.5951506897347,2.5756492024186,2.0219999960977,1.906848503841,1.6359517109029,1.6359517109029,1.6359517109029,1.6359517109029,1.6359517109029,0.342162313287,0.2997020321784,0.2997020321784
5,39240968,2.4125942591388,2.4125942591388,2.4125942591388,2.3442477740464,2.3442477740464,1.4481838499344,1.0942265224276,1.0942265224276,1.0942265224276,1.0942265224276,1.0942265224276,0.4872659271832,0.4872659271832,0.4872659271832
6,40241005,3.3981502064019,3.3981502064019,2.6018745882932,2.325764148987,2.0184438396584,1.8674070810393,1.8674070810393,1.3891884433606,1.3891884433606,1.3891884433606,1.3891884433606,0.5743167559558,0.5743167559558,0.5743167559558
7,41241042,2.8245364865286,2.8245364865286,2.8245364865286,2.6057155766796,2.2342123720457,1.4991708410748,1.446662874173,1.446662874173,1.446662874173,1.446662874173,1.446662874173,0.387585510592,0.387585510592,0.387585510592
8,42241079,3.4084307926958,2.7981488689486,2.68004623253,1.8145700136067,1.8145700136067,1.8145700136067,1.7912382655868,1.7434327059132,1.714561905629,1.714561905629,1.131807188318,0.4037072930507,0.4037072930507,0.4037072930507
9,43241116,3.835133929136,3.2133907838424,3.1275564760494,2.8890302325701,2.6355015590018,1.616015057857,1.616015057857,1.616015057857,1.616015057857,1.616015057857,1.616015057857,0.7044684944808,0.7044684944808,0.7044684944808
10,44241153,2.9581787271993,2.6918613114674,2.6918613114674,2.5496521864104,2.132878078956,2.075567395534,1.5033697342496,1.5033697342496,1.5033697342496,1.5033697342496,1.5033697342496,0.403703083037,0.403703083037,0.403703083037
11,45241190,3.0518520920557,2.5452176612087,2.5452176612087,2.5452176612087,1.7148819783301,1.6673883385113,1.6673883385113,1.6673883385113,1.6673883385113,1.6673883385113,1.6673883385113,0.4886655958971,0.4886655958971,0.4886655958971
12,46241227,3.0342818197696,2.7290080483324,2.1199759767433,2.1199759767433,2.1199759767433,1.8018763378448,1.8018763378448,1.5738010199664,1.447903754347,1.447903754347,1.447903754347,0.5355241719528,0.354298661642,0.354298661642
13,47241264,3.1931399121947,3.1931399121947,2.919149107609,2.302893856599,2.0597869810465,1.907002247534,1.907002247534,1.907002247534,1.3138364887727,1.3138364887727,1.3138364887727,0.3934686100163,0.3934686100163,0.3934686100163
14,48241301,3.6398382145528,3.1747546102067,2.4888317403722,2.4888317403722,2.1015650594406,1.8529772236045,1.8529772236045,1.5759996835154,1.5759996835154,1.5759996835154,1.5759996835154,0.3752095369955,0.3752095369955,0.3752095369955
15,49241338,2.759530620322,2.759530620322,2.7482963443151,1.9502619764176,1.4287483192904,1.4287483192904,1.4287483192904,1.4287483192904,1.2947403089709,1.2947403089709,1.2947403089709,0.2492047409496,0.2006558879102,0.2006558879102
16,50241375,2.7789344793493,1.9071333890724,1.9071333890724,1.9071333890724,1.9071333890724,1.7718182752324,1.7718182752324,1.7718182752324,1.7718182752324,1.7718182752324,1.7718182752324,0.5767064340334001,0.5767064340334001,0.5767064340334001
17,51241412,4.215857150367,2.935267911607,2.0111013300996,2.0111013300996,2.0111013300996,1.8965936195557,1.6876684827464,1.6876684827464,1.6876684827464,1.6876684827464,1.6876684827464,0.518868507854,0.3978732609498,0.3978732609498
18,52241449,2.9691807950828,2.2822656969345,2.2822656969345,2.2822656969345,1.6624384401678,1.6624384401678,1.6624384401678,1.6624384401678,1.6624384401678,1.6624384401678,1.573087154906,0.5246391344144,0.3705408574901,0.3705408574901
19,53241486,3.483172336659,3.3471130344099,3.3471130344099,2.945820664873,1.7863471152332,1.7863471152332,1.7658773187447,1.7658773187447,1.330228910865,1.330228910865,1.330228910865,0.5267542834972,0.5267542834972,0.5267542834972
20,54241523,3.901176982459,2.3627986087,2.3627986087,2.1690865842504,2.1690865842504,1.5797192444209,1.5797192444209,1.5797192444209,0.9755152069351,0.9755152069351,0.9755152069351,0.4560815074367,0.4560815074367,0.3212046488104
21,55241560,3.271448526594,3.0648272403566,2.8995855576618,2.3011871853084,2.0134843391245,2.0134843391245,1.9403259919397,1.582869140302,1.582869140302,1.582869140302,1.582869140302,0.5435823234923,0.3686142814845,0.3686142814845
22,56241597,3.7075282800286,2.9743685512503,2.8288013745491,2.4519597339497,2.2946868514737,2.0362544182933,1.6259340345948,1.6259340345948,1.6259340345948,1.6259340345948,1.6259340345948,0.4437554706126,0.4437554706126,0.4437554706126
23,57241634,4.0182628363518,3.0651562007622,2.8862861110758,2.6575164476274,1.8763456424692,1.8763456424692,1.8763456424692,1.8763456424692,1.7544802303753,1.7544802303753,1.4099435713708,0.4269790629928,0.4269790629928,0.4269790629928
24,58241671,2.928991460587,2.928991460587,1.3378349362556,1.3378349362556,1.3378349362556,1.3378349362556,1.3378349362556,1.3378349362556,1.3378349362556,1.3378349362556,1.3378349362556,0.4919979788435,0.2527009874536,0.2527009874536
25,59241708,3.37585879293,3.1369664048354,2.7217864408817,1.9082832316153,1.9082832316153,1.6759257267,1.6759257267,1.6759257267,1.6759257267,1.6759257267,1.6759257267,0.5341574157041999,0.385951561154,0.3638874406063
26,60241745,2.2998456446276,2.2998456446276,2.2998456446276,2.2998456446276,2.1654330285276,2.0508433901912,1.931450619803,1.48513001127,1.48513001127,1.48513001127,1.48513001127,0.3725610483596,0.3725610483596,0.2112167351931
27,61241782,2.171910996471,2.171910996471,2.171910996471,2.171910996471,2.1699131832981,2.1684926494047,1.4654551749302,1.0076436476222,1.0076436476222,1.0076436476222,1.0076436476222,0.453670965733,0.453670965733,0.3901129716187
28,62241819,2.590076415793,2.590076415793,2.590076415793,2.590076415793,2.2825231996787,1.7704744442694,1.7704744442694,1.75088749291,1.75088749291,1.5440670655064,1.5440670655064,0.2339487592926,0.2339487592926,0.2339487592926
29,63241856,4.1352288241842,2.9640017381143,2.3123516752848,2.3123516752848,2.0742527822185,2.0210572849917,2.0210572849917,2.0210572849917,1.4893517790977,1.4893517790977,1.4893517790977,0.2667372418528,0.2667372418528,0.2667372418528
30,64241893,2.75938179124,2.5204362137447,2.4615617082466,2.4615617082466,2.4354617531405,1.5340593407143,1.5340593407143,1.5340593407143,1.5340593407143,1.5340593407143,1.5340593407143,0.1543976412584,0.1543976412584,0.1543976412584
