suite,dimension,function,algorithm,best,median,mean,worst,sd,source_path
cec2011,140,17,apgsk,1.940998e+06,1.978112e+06,2.002448e+06,2.290980e+06,7.736646e+04,cec2011/apgsk/apgsk_cec2011.csv
cec2011,140,17,fdb-agsk,1.924414e+06,1.973018e+06,1.979076e+06,2.112279e+06,3.772330e+04,cec2011/fdb-agsk/fdb-agsk_cec2011.csv
cec2011,140,17,atmals-gsk,1.875049e+06,1.907361e+06,1.906988e+06,1.940375e+06,1.778402e+04,cec2011/atmals-gsk/atmals-gsk_cec2011.csv
cec2011,140,17,egsk,1.860364e+06,1.890706e+06,1.890386e+06,1.913782e+06,1.363257e+04,cec2011/egsk/egsk_cec2011.csv
cec2011,140,17,dt-gsk,1.869112e+06,1.892197e+06,1.891284e+06,1.929976e+06,1.550239e+04,cec2011/dt-gsk/dt-gsk_cec2011.csv
cec2011,96,18,gsk,1.033690e+06,1.236449e+06,1.260346e+06,1.425444e+06,8.768710e+04,cec2011/gsk/gsk_cec2011.csv
cec2011,96,18,agsk,1.048367e+06,1.102151e+06,1.111785e+06,1.200339e+06,3.813749e+04,cec2011/agsk/agsk_cec2011.csv
cec2011,96,18,apgsk,9.854839e+05,1.018351e+06,1.018976e+06,1.048723e+06,1.575594e+04,cec2011/apgsk/apgsk_cec2011.csv
cec2011,96,18,fdb-agsk,1.013802e+06,1.072424e+06,1.069351e+06,1.126880e+06,3.037916e+04,cec2011/fdb-agsk/fdb-agsk_cec2011.csv
cec2011,96,18,atmals-gsk,9.349243e+05,9.412216e+05,9.410814e+05,9.495982e+05,3.730441e+03,cec2011/atmals-gsk/atmals-gsk_cec2011.csv
cec2011,96,18,egsk,9.340603e+05,9.374599e+05,9.375519e+05,9.411766e+05,1.972789e+03,cec2011/egsk/egsk_cec2011.csv
cec2011,96,18,dt-gsk,9.374461e+05,9.402136e+05,9.408524e+05,9.456071e+05,2.089119e+03,cec2011/dt-gsk/dt-gsk_cec2011.csv
cec2011,96,19,gsk,1.708085e+06,1.947899e+06,1.953998e+06,2.209697e+06,1.319788e+05,cec2011/gsk/gsk_cec2011.csv
cec2011,96,19,agsk,1.245934e+06,1.498435e+06,1.517326e+06,1.902217e+06,1.827936e+05,cec2011/agsk/agsk_cec2011.csv
cec2011,96,19,apgsk,1.311807e+06,1.544814e+06,1.547473e+06,1.822830e+06,1.037640e+05,cec2011/apgsk/apgsk_cec2011.csv
cec2011,96,19,fdb-agsk,1.164257e+06,1.410447e+06,1.390832e+06,1.577331e+06,1.094875e+05,cec2011/fdb-agsk/fdb-agsk_cec2011.csv
cec2011,96,19,atmals-gsk,9.407196e+05,9.477120e+05,9.502734e+05,9.919873e+05,1.044852e+04,cec2011/atmals-gsk/atmals-gsk_cec2011.csv
cec2011,96,19,egsk,9.392552e+05,9.438306e+05,9.457822e+05,9.791254e+05,8.130473e+03,cec2011/egsk/egsk_cec2011.csv
cec2011,96,19,dt-gsk,9.405275e+05,9.960656e+05,9.998941e+05,1.123164e+06,4.644481e+04,cec2011/dt-gsk/dt-gsk_cec2011.csv
cec2011,96,20,gsk,1.123871e+06,1.266710e+06,1.280494e+06,1.538710e+06,8.721190e+04,cec2011/gsk/gsk_cec2011.csv
cec2011,96,20,agsk,1.025441e+06,1.106272e+06,1.102551e+06,1.226955e+06,4.812975e+04,cec2011/agsk/agsk_cec2011.csv
cec2011,96,20,apgsk,9.686702e+05,1.026561e+06,1.027626e+06,1.093777e+06,2.921635e+04,cec2011/apgsk/apgsk_cec2011.csv
cec2011,96,20,fdb-agsk,1.001599e+06,1.077279e+06,1.075925e+06,1.166318e+06,4.464680e+04,cec2011/fdb-agsk/fdb-agsk_cec2011.csv
cec2011,96,20,atmals-gsk,9.375746e+05,9.408353e+05,9.412662e+05,9.461863e+05,2.582089e+03,cec2011/atmals-gsk/atmals-gsk_cec2011.csv
cec2011,96,20,egsk,9.340425e+05,9.375645e+05,9.377413e+05,9.430894e+05,2.419688e+03,cec2011/egsk/egsk_cec2011.csv
cec2011,96,20,dt-gsk,9.356961e+05,9.400361e+05,9.406209e+05,9.443145e+05,2.130365e+03,cec2011/dt-gsk/dt-gsk_cec2011.csv
cec2011,26,21,gsk,1.338559e+01,1.564261e+01,1.571883e+01,2.299190e+01,1.737928e+00,cec2011/gsk/gsk_cec2011.csv
cec2011,26,21,agsk,1.304186e+01,1.642964e+01,1.661458e+01,1.890672e+01,1.764432e+00,cec2011/agsk/agsk_cec2011.csv
cec2011,26,21,apgsk,1.030703e+01,1.616726e+01,1.597547e+01,1.944215e+01,1.874243e+00,cec2011/apgsk/apgsk_cec2011.csv
cec2011,26,21,fdb-agsk,1.392515e+01,1.688924e+01,1.678832e+01,1.962464e+01,1.330630e+00,cec2011/fdb-agsk/fdb-agsk_cec2011.csv
cec2011,26,21,atmals-gsk,1.432431e+01,1.971526e+01,2.065295e+01,2.921441e+01,3.635102e+00,cec2011/atmals-gsk/atmals-gsk_cec2011.csv
cec2011,26,21,egsk,1.409377e+01,1.558637e+01,1.547314e+01,1.725959e+01,7.446269e-01,cec2011/egsk/egsk_cec2011.csv
cec2011,26,21,dt-gsk,1.353152e+01,1.596273e+01,1.603553e+01,1.839624e+01,1.255808e+00,cec2011/dt-gsk/dt-gsk_cec2011.csv
cec2011,22,22,gsk,8.615261e+00,1.425261e+01,1.416863e+01,1.962701e+01,3.235250e+00,cec2011/gsk/gsk_cec2011.csv
cec2011,22,22,agsk,1.133486e+01,1.826907e+01,1.744640e+01,2.129190e+01,2.818480e+00,cec2011/agsk/agsk_cec2011.csv
cec2011,22,22,apgsk,1.115246e+01,1.724805e+01,1.686202e+01,2.182688e+01,3.509851e+00,cec2011/apgsk/apgsk_cec2011.csv
cec2011,22,22,fdb-agsk,1.194003e+01,1.753868e+01,1.772085e+01,2.063992e+01,2.196205e+00,cec2011/fdb-agsk/fdb-agsk_cec2011.csv
cec2011,22,22,atmals-gsk,1.081167e+01,1.770783e+01,1.706542e+01,2.533564e+01,4.409750e+00,cec2011/atmals-gsk/atmals-gsk_cec2011.csv
cec2011,22,22,egsk,8.610072e+00,1.424840e+01,1.446407e+01,2.079920e+01,3.191530e+00,cec2011/egsk/egsk_cec2011.csv
cec2011,22,22,dt-gsk,8.649609e+00,1.341214e+01,1.424170e+01,2.202076e+01,3.908894e+00,cec2011/dt-gsk/dt-gsk_cec2011.csv
