Run,Seed,E30000,E60000,E90000,E150000,E300000,E600000,E900000,E1200000,E1500000,E1800000,E2100000,E2400000,E2700000,E3000000
1,940243835,6.890667157403214e+16,1.951389765719911e+16,1.360857998783578e+16,1002711945666593,598278010278832.4,38362516336696.25,6122524928774.857,1995795368518.534,831714359956.2743,365537246576.4716,130786501240.5814,33217966402.20114,1450975093.764988,390863841.5428724
2,941243872,2.612924704456101e+16,1.615090135803796e+16,1.150500264580564e+16,3856256503035737,564594119989835.1,27434525796241.55,5628777496214.666,1603040676231.759,615218472547.5571,231358563915.5349,106895128464.4488,40926370075.23928,1211392465.053247,388932858.616468
3,942243909,5.808835490607744e+16,2.204397516076598e+16,8105941614134250,3190650612612092,794735285347913.5,29890082828459.37,5903106703108.639,1742029807553.463,685188858098.5814,302344282798.621,117308477749.3985,19773669810.50814,1367757686.100342,399771088.9116623
4,943243946,5.612297247742668e+16,8419431091507963,8419431091507963,2194213156248623,455542176405943.9,21668714179818.23,4891492907209.035,2092018298441.814,892500594253.6886,347412798261.0687,148449899290.8276,50286065382.714,4668197038.268482,1617687908.818724
5,944243983,5.124155773211138e+16,1.317376156790218e+16,8139926227291534,3601497797504270,484826026707159.2,16857917354931.71,5772112687965.5,1948770881963.436,739628157330.9177,365387203417.4669,142071089169.2231,45576770492.43364,3448510401.226065,1544117421.498955
6,945244020,5.222712540856111e+16,2.891277906892957e+16,6649365940130729,2796964086350554,528977311014206.2,22997895666675.92,6102360070220.029,1554462878628.934,696099639418.5066,314783916067.556,162015359809.3852,54832584797.60989,3980984472.544543,1517156433.648176
7,946244057,4.373521453579385e+16,2.439547045952014e+16,1.139202442102257e+16,4472838231279810,518368840501310,32257708284847.88,6767763931910.83,1770104141338.638,652400979691.7275,263668780680.7919,122767188384.0042,33821574168.69467,1306907686.714038,438691879.7326809
8,947244094,3.865461502225818e+16,1.555733393901887e+16,1.11792955833648e+16,2125405978478103,560896255061535.2,23620992273905.21,5356363808861.602,1894184988273.932,762160970734.3533,343436527158.2056,161383672171.1699,65901203275.00443,2379908969.171918,530639141.1256783
9,948244131,3.01522827693326e+16,8130242375217710,8130242375217710,3278509867847655,636197800044737.6,25776957706278.31,5901537253770.522,1624952484056.493,551050981507.3496,232353193998.0584,101607812392.5382,28626067028.6544,2191524024.871962,1232747336.206114
10,949244168,5.451087681223822e+16,1.685617180673395e+16,1.078698415215387e+16,2317016281467403,647797285253144.1,31388668943216.06,5019501804937.846,1747946396366.494,880573927015.2628,331048887335.2159,128922290620.747,37413735239.07663,2402941106.203952,788086082.3706944
11,950244205,4.657879490831357e+16,2.574580182045074e+16,7783389264553376,1255194772585658,605520204579387.4,25850721103772.34,4768559889545.752,1690979143112.822,743897825583.5347,286553847506.0374,134743526072.1366,24067616861.63166,1850299267.149456,872621384.7568511
12,951244242,3.577549147007e+16,1.963368729202001e+16,6452572513244193,3022100953490755,721135032453268.9,37163856557458.61,6348615585459.266,1645121574574.797,567048189310.8167,206690591345.5214,87615346653.72784,17980678034.14162,854054847.7303632,255525658.4019177
13,952244279,6.334990537601669e+16,2.117803679718258e+16,5493149675752461,3543690048390136,522707648110541.5,30560351237681,5597170605268.027,1541655033094.055,578854038818.5516,270990084700.5409,119550024795.5457,36851771286.04787,1986274227.448661,726319688.9466405
14,953244316,5.85601391006246e+16,1.688160314286741e+16,8769025465036482,2911807532832038,331576784431854.4,29078046655470.77,5493225247212.001,1627564833267.567,805970155231.7533,271606478056.3932,111090661113.2361,24089374882.49675,919909216.0421908,245716457.3585667
15,954244353,1.078899754479332e+17,1.917344528791151e+16,1.061926904195374e+16,3633310638764032,688774793745390.8,22771801355796.48,6062827927998.693,1752820905727.717,712308725681.1798,302013178096.4297,146833301982.3983,36497427311.10658,1774113206.649639,469438724.2477685
16,955244390,6.439952154530878e+16,1.739168526634654e+16,6829744826020811,2857717215664543,815972934755441.1,22034331633660.97,6823544757936.129,2226582979632.858,932339582598.2941,352524706386.141,119122060322.3328,19122417657.57436,641518812.7109506,265182932.5172852
17,956244427,5.340512590436086e+16,1.699604385618415e+16,1.135840497614723e+16,2757092483046271,515188933635546.5,31792342820683.94,5606931721286.013,1567845898237.966,605636993760.8513,216899437924.2732,129867350888.5726,37561413100.41879,1616021148.667324,592461121.7071627
18,957244464,5.838065705472444e+16,1.562036257345002e+16,7686113166883783,2901535267606316,629583797192622.8,22671085853731.16,5694763250591.694,1781204240337.328,579033255021.949,292989149820.1216,132772439824.2318,32404154231.28963,1818051851.396019,634787723.7353845
19,958244501,1.302329563731171e+16,8602309261271325,8602309261271325,2738762494635680,732409297509583.8,23998625637582.7,6258714302261.591,1749504116115.902,706670806700.5607,223508991587.4726,98575725267.85028,29820430294.99645,1049604852.67448,344219569.08106
20,959244538,4.360912915393481e+16,1.340089256224404e+16,6974235782636816,2944633461573377,920241904027814.1,26550717377030.55,5376818937733.693,1697619212104.414,630674454120.4421,222330064246.0966,120833020381.1333,53817323462.53394,2087394860.157335,876165366.5070816
21,960244575,4.432393806915792e+16,7813713163521229,7813713163521229,2052759841332556,404673622336329.8,26861244896846.45,6262717464276.407,1988819058473.581,702837154669.1709,340113091154.7049,107120236715.8085,27149635330.99372,1582481994.45453,518615390.4873088
22,961244612,5.066953192604123e+16,1.945110910364542e+16,1.06900017555647e+16,2889359435611490,511447262192728.7,29343985702627.48,5662099316129.157,1967635092816.699,733535372465.6166,250843392716.925,113901901529.1156,29668476547.17036,1300692914.488371,501401030.6672595
23,962244649,3.350322674041081e+16,1.102832992750053e+16,1.08471037339218e+16,2143066889598171,694359681983852.8,28958558001012.62,6307956270594.47,1950107011304.682,794241531810.605,248441211218.0411,97571240187.79517,30000095193.03246,1439605268.792352,409516376.6780087
24,963244686,6.611053930809478e+16,1.33677655721484e+16,6336426288324923,2618682668615022,718736533298309.6,26704432965435.2,5783273576095.095,2135275838701.704,801376753413.4539,343528175246.311,140837839603.0408,42520089543.01221,4346074108.208702,1251620244.767036
25,964244723,7.398195389936984e+16,1.463659207469138e+16,5091051552473484,2027273760723692,741678232538751.5,29516806534032.56,6304729979061.88,2031603570768.18,884562994686.0559,422915972182.3965,102976534032.3779,26327011663.0769,939459304.1941001,297245841.4507821
