Function,Best,Median,Mean,Worst,SD
1,0.0000000000E+00,0.0000000000E+00,0.0000000000E+00,0.0000000000E+00,0.0000000000E+00
2,0.0000000000E+00,1.2789591313E+01,2.7229311830E+01,1.4349264314E+02,3.8264016563E+01
3,0.0000000000E+00,2.1227520974E+00,2.5585427618E+00,5.9176824154E+00,2.1248928059E+00
4,0.0000000000E+00,4.9162171631E-02,5.2061478880E-02,2.1143088100E-01,4.7359342561E-02
5,0.0000000000E+00,0.0000000000E+00,0.0000000000E+00,0.0000000000E+00,0.0000000000E+00
8,0.0000000000E+00,0.0000000000E+00,0.0000000000E+00,0.0000000000E+00,0.0000000000E+00
9,0.0000000000E+00,0.0000000000E+00,3.3333333333E+00,1.0000000000E+02,1.8257418584E+01
10,0.0000000000E+00,2.9883528737E+02,1.9150140410E+02,3.4736691594E+02,1.2853133774E+02
