Run,Seed,E30000,E60000,E90000,E150000,E300000,E600000,E900000,E1200000,E1500000,E1800000,E2100000,E2400000,E2700000,E3000000
1,1030243955,399089623.9941946,321067846.7784455,311146958.1460148,301763816.4540654,300288262.1827608,300058812.6036155,300017824.896575,300015946.8664072,300014957.0452302,300014845.3045874,300014838.6766551,300014838.6746673,300014838.6746621,300014838.6746559
2,1031243992,349566825.1510115,339307995.0994277,336940735.7440059,333135016.0685956,330846851.4380738,328191331.8073884,328147128.4200259,328131510.845814,328131335.4007941,328131323.9674134,328131323.9674028,328131323.9674006,328131323.9673995,328131323.9673989
3,1032244029,282764673.7823931,271920641.8878458,268872342.632184,264601302.2346607,262665285.9797182,262222627.8666909,262202684.4893218,260884534.3632349,260884517.8739226,260883703.7263867,260883630.9403524,260883610.4615802,260883609.8729421,260883609.8729371
4,1033244066,373969207.139936,365986811.521659,364177512.4120281,359426952.3436214,355617147.3757398,355266435.6163366,355232450.5219029,355225061.1452173,355219657.2530766,355219642.5751547,355219642.5349015,355219642.5348763,355219642.5348738,355219642.5348735
5,1034244103,365852585.4988598,357111719.5256333,355413190.6536673,350108599.0692892,347316879.1298106,347142796.3633408,347128481.0454313,347123182.6799784,347121955.4782239,347121866.2182677,347121866.0420774,347121866.0420727,347121866.0420718,347121866.0420717
6,1035244140,319925230.6510904,313324289.1301053,311298206.4837533,306440261.4940409,304566344.1379572,304199063.0557921,304100828.8567507,304098980.485536,304098960.0954009,304098960.0690328,304098960.0690237,304098960.0690168,304098960.0690141,304098960.0690135
7,1036244177,461604896.3651331,452890742.0772389,447323992.7376809,427439028.8949505,425543905.2441679,421853650.7372288,413148129.6914999,407632641.9918969,407620180.6541315,407619749.6999955,407619749.0299823,407619749.0299665,407619749.0299561,407619749.0299529
8,1037244214,404962527.7092254,347219116.8211792,337394275.1746776,324844305.3620037,318750755.112097,317478079.5804296,317449646.7987069,317445263.3897363,317444225.3002538,317443986.4024648,317443916.6822005,317443916.1325963,317443916.1325831,317443916.1325738
9,1038244251,523777438.5821546,513169269.0043998,510769211.5044254,505239953.089231,503873837.3706691,503761122.9147873,503750312.4797626,503747799.9897856,503747728.4614378,503747685.5380114,503747685.4708175,503747685.4708123,503747685.4708093,503747685.4708088
10,1039244288,454986651.6435378,445500274.3329034,440998803.90331,436714855.3002942,434254315.3490611,432854985.5102986,432820820.9171951,432801911.7266656,432801687.3013966,432801032.20442,432801017.224922,432801017.0391568,432801017.0391387,432801017.0391214
11,1040244325,438688155.6775826,332324052.5721405,318644569.4719061,312050255.3018168,309176464.2360592,308463426.0805157,308413162.0189689,308400250.6121001,308396654.5076384,308394751.3554444,308394678.9151078,308394678.6790587,308394678.6790252,308394678.6790206
12,1041244362,365633060.4301765,355395222.4269315,352690564.0320162,348644285.173246,346160987.5031896,345545810.4590727,345531791.0432699,345530917.1571376,345530823.8897893,345530822.4099537,345530822.4099298,345530822.4099213,345530822.4099177,345530822.4099143
13,1042244399,370348797.6215648,362290430.0003574,358447081.1709279,352204313.416687,349607694.4616644,349098240.8681687,349077451.4275773,347829136.9037825,346602151.1972491,346602077.2831404,346602077.2568819,346602037.9252765,346602037.3818687,346602037.3818588
14,1043244436,357920438.725726,347990332.8243605,346318988.079797,340846639.8687064,334525790.0888309,333342955.5585256,333317360.3890598,333310738.0930881,333310162.4235051,333301155.2634953,333136913.2314585,332528302.5937924,332205609.7041241,332162212.2692316
15,1044244473,359279157.5773151,351899519.2498884,349598976.1612914,346556911.7171386,344429571.5510375,343803232.0566013,343776702.3963318,343776148.5672562,343775871.996756,343775857.3976985,343775856.8448748,343775856.8445962,343775856.8445957,343775856.8445954
16,1045244510,387739186.6244619,375837714.5076485,373941827.3020012,370877999.7022794,369374554.8366657,367903181.0195705,367894082.6167309,367843544.9634257,367843173.4305765,367843167.7744876,367843167.7744347,367843167.7744218,367843167.7744151,367843167.7744126
17,1046244547,400180046.3563207,392280102.3386607,390073554.291802,385164462.5584695,383022545.9716491,382242511.9558292,382229997.7698938,382229233.4619801,382229230.2219331,382229117.9564123,382229116.6280981,382229116.6280919,382229116.6280914,382229116.6280914
18,1047244584,413807003.0996544,404984458.5095971,401584799.9319606,397131210.247305,394211356.3474393,393828872.4234645,393813182.0360005,393777833.3352799,393776253.003702,393776163.181899,393776162.7560028,393776162.7559978,393776162.7559945,393776162.7559943
19,1048244621,323480609.3132169,315005298.8325562,311357255.9809086,304856685.1788015,302205403.8522582,301976243.267188,301969361.488928,301960650.2758902,301960347.5919438,301960321.4212781,301960321.1947027,301960321.1945525,301960321.1945242,301960321.1945081
20,1049244658,344627928.1140592,337471866.8544549,333612867.4447592,328021519.5590072,326366002.0471457,321824468.7222498,321797467.5790272,321783726.1490187,321779678.7542549,321779642.525288,321779642.5011907,321779642.5011784,321779642.5011764,321779642.5011764
21,1050244695,402485645.1061976,390865070.0384527,388682609.2260411,383309521.8103302,380590533.4254691,380105645.2169681,380060553.6588982,380056965.8520582,380053660.7306824,380053396.149314,380052726.3098107,380052724.7886052,380052724.7823879,380052724.7823589
22,1051244732,360697160.0516721,353414872.4975384,350767188.3805977,347528907.0885507,343174888.9094954,341683738.1072885,341660901.0550224,341652801.9624112,341652762.3530288,341652762.2510906,341643200.9604481,341642501.3658748,341642285.0424668,341642155.7176273
23,1052244769,373731467.3085836,366250335.8502087,362374124.2841241,354661177.1171162,351680604.0850425,351446804.6926419,351400039.3728959,351398011.6849385,351395321.9050064,351395316.2744427,351395316.2744408,351395316.2744396,351395316.2744395,351395316.2744395
24,1053244806,463548800.269464,457284100.1601248,455466266.725264,449529818.9311337,447785365.4493808,447161141.5025948,446590402.1727476,446587053.267361,446586426.4513192,446586417.2623715,446586417.2016706,446586417.2016391,446586417.201633,446586417.2016305
25,1054244843,386383495.1100411,378852283.3810555,377291679.7557377,374007026.7070853,371471721.1947304,369792158.2806024,369774516.8826438,369770714.0140171,369770324.7311023,369770256.0007971,369770255.9976152,369770255.0784873,369770255.0779328,369770255.0779257
