Run,Seed,E30000,E60000,E90000,E150000,E300000,E600000,E900000,E1200000,E1500000,E1800000,E2100000,E2400000,E2700000,E3000000
1,1031243988,95296057.40672161,95254869.43875284,94641639.67021886,94626320.9701588,94271156.81075574,94262603.9921729,94249926.903001,94041413.82895404,94010926.93426839,93447182.17639771,93436593.82207771,93434205.56815322,93433317.32499743,93433311.36726077
2,1032244025,95041503.45813246,95025149.9020066,94795511.18038371,94790651.38192509,94540500.70674543,94335908.7265946,94136999.869616,93844992.59693043,93844992.59693043,93835603.98755166,93411845.82889323,93408664.53303111,93408504.71232289,93400433.807825
3,1033244062,94884086.38572431,94883851.85198651,93919192.01226655,93902843.21133004,93894199.75808726,93884102.71689947,93883931.66506848,93878741.60590723,93877720.9386823,93877415.01922086,93855585.90503071,93844260.11836684,93844155.61003482,93843630.43039119
4,1034244099,94897573.97845145,94891031.9295679,94413559.19772452,94403218.2570138,94398202.59089728,94389156.89445218,93878031.52487235,93876917.45608091,93339269.44463034,93339111.62873358,93339111.62873358,93338625.93896157,93338625.93896157,93338625.93896157
5,1035244136,95219223.66072197,94859417.87014522,94859417.87014522,94841215.38929854,94434573.34224992,93673988.14679559,93661692.94541739,93654814.96166472,93654814.96166472,93620755.93183103,93571323.5739826,93571058.48138486,93564311.1919605,93563962.37697226
6,1036244173,94219250.61072294,94202539.42310677,94202539.42310677,94189629.99903539,94189220.79505426,93997344.30487294,93986356.54245454,93985137.20850776,93757657.49732138,93757657.49732138,93757653.27962898,93580245.05173458,93410546.70350839,93409445.14758888
7,1037244210,95121411.06563374,95121411.06563374,94926539.78847514,94532409.387206,94503947.50022975,93598366.75204472,93598366.75204472,93598366.75204472,93595299.65815288,93578492.88988495,93572205.7252357,93564879.7755022,93561598.34590094,93561429.58064058
8,1038244247,95220895.67573272,95012928.05387785,95000638.83638132,94370381.34616844,94344272.04145828,94142870.84020622,94041977.79429364,94039134.89958593,93945825.39377186,93945825.39377186,93779132.00769846,93737941.72416519,93737459.37939529,93735338.43662995
9,1039244284,94963644.3655562,94889158.25297521,94886863.69832051,94871955.04488984,94391134.38483082,93912385.27804118,93841734.97033623,93841547.25009781,93841536.27679293,93822197.27720764,93821962.89288718,93821694.87585773,93805493.06807667,93794964.30189584
10,1040244321,95199542.8147708,95003084.78388809,94988942.01238295,94863440.20865674,94601532.21940377,93770694.37852506,93758434.45898235,93757991.58285807,93757991.58285807,93757977.4401039,93583187.9194463,93582980.97599983,93582212.55383442,93579198.71901478
11,1041244358,95261898.79360618,94925905.0294721,94615302.17644058,94615302.17644058,94528973.60222112,94288838.83856927,94272221.72660787,94237304.89885335,94203640.50498855,93762340.58452713,93761189.87342252,93760862.49625126,93742782.6107247,93742770.95377479
12,1042244395,95099587.90700679,94663332.18188737,94417511.922001,94405916.83929788,93446677.29140091,93436338.00599848,93427997.12861773,93427990.32614951,93425679.27858293,93425518.97701262,93425516.06761956,93425516.06761956,93410707.6267772,93402848.32507652
13,1043244432,94877489.60405925,94877489.60405925,94432481.27828979,93857776.31574124,93854420.33217983,93841719.27098177,93565305.73278846,93403035.3794677,93393111.31343539,93393057.41664641,93388764.3900803,93375226.71787754,93358671.29550625,93357235.54875916
14,1044244469,94866547.69659811,94852811.97351907,94852811.97351907,94625872.28429759,94625872.28429759,94118651.30587612,94091152.20056209,94000740.24949785,94000072.8360039,93994302.33627352,93599558.76451017,93588359.20752369,93585241.54817609,93585239.96043171
15,1045244506,95136758.70189096,94765225.13742052,94499431.30791418,94489053.49694127,94245694.81859048,94035702.30181284,93918930.45171806,93850954.58221152,93845081.96814513,93845081.96814513,93709601.11588639,93709484.50200021,93655871.79512669,93655200.64073804
16,1046244543,95250077.39891396,95134025.92955816,94927987.08040217,94652470.35325187,94417783.37319033,93651304.41604078,93606715.44666103,93466486.55281052,93460431.84079415,93457228.14453152,93445671.03988522,93444900.77787979,93444837.4649263,93444479.70428766
17,1047244580,95382064.76998872,94791397.24323176,94791397.24323176,94771575.51977855,94134066.81722663,94109967.97706857,94108852.1364399,93912669.51342857,93912119.65010814,93912119.65010814,93912119.65010814,92716613.49168776,92693663.15888351,92641153.77029632
18,1048244617,94706354.73100217,94702544.11729904,94702544.11729904,94685636.76680146,94333791.78587712,93885520.76197228,93857847.00708967,93857847.00708967,93543568.06443626,93535848.90738671,93535744.87325373,93533175.4123674,93499953.34275948,93494094.06820454
19,1049244654,94663605.93488351,94621927.93970273,94611866.3498603,94486863.61319868,94106402.91260175,94093695.50106892,94082010.87293048,93881964.94362484,93876424.49935272,93871062.92640637,93870671.37947251,93387751.56045885,93359588.91024345,93346799.79326986
20,1050244691,94967450.81175789,94938467.99040383,94705099.36826468,94612560.64834179,94605387.88622698,93656743.07976785,93646500.60108581,93643102.49719563,93642891.64931376,93641475.53043275,93561324.58790091,93552643.79465252,93551731.62813212,93551729.08872713
21,1051244728,94788738.40212719,94788738.40212719,94664836.62532149,94629236.4629876,94629236.4629876,94565667.7990289,94468389.31807676,94366132.86194503,94207361.73436199,93505827.28625701,93465847.86730142,93406515.39823028,93361889.5493602,93356625.15396245
22,1052244765,94949741.12227018,94766271.52183695,94539273.94950022,94511990.44809273,93827016.17578354,93789521.65898786,93788801.31873554,93513806.79679121,93172227.62918358,92697953.35611483,92491163.21738066,92487229.72092828,92486409.33459632,92484656.51741455
23,1053244802,95293281.09642479,94826490.51666752,94445039.81191351,94283276.48245843,94275740.21600257,94040073.70741713,93762450.64509784,93176483.4946847,93176483.4946847,93176483.4946847,93176048.60511923,93176041.07360028,93165227.85155044,93165220.68788843
24,1054244839,95079201.03020552,95079201.03020552,95079201.03020552,94148601.73231736,94138664.1135837,94041038.21963704,94024831.32613201,94024831.32613201,94024831.32613201,93871805.31716521,93868486.9080928,93867197.9289661,93863979.98508655,93857020.48806396
