Run,Seed,E30000,E60000,E90000,E150000,E300000,E600000,E900000,E1200000,E1500000,E1800000,E2100000,E2400000,E2700000,E3000000
1,1022243691,113162617950.9267,64114261392.77438,38608035217.40939,13210324511.49714,2818707710.32997,132766055.3528153,77207637.8794958,43446178.34150074,31198207.83000361,29253689.35567683,29253468.62561453,29253468.62561453,29253468.62561453,29253468.62561453
2,1023243728,116825351743.5627,64749418327.93779,39022131931.05805,18129539871.90039,3316908722.066477,308519951.5534074,236474389.1633891,214678732.2243185,212759430.8025247,211536551.7119984,211536466.5377747,211536466.5377747,211536466.5377747,211536466.5377747
3,1024243765,113133435609.6315,68229131626.01886,40096911927.86864,15524590613.2271,2620535481.135762,196993597.6908682,82098200.18663806,70344240.24598359,62245420.62427571,61989044.68679401,61988545.74980079,61988545.74980079,61988545.74980079,61988545.74980079
4,1025243802,112844956474.9983,62737390763.08239,38768797612.16231,13821001912.03667,2567274828.434465,139878014.3266118,63475457.73112249,44238493.57650637,42388651.57503565,40982522.44429839,40982453.43706234,40982453.43706234,40982453.43706234,40982453.43706234
5,1026243839,117203668008.4677,68257598870.998,38797725484.02303,14610884139.29185,2830717813.260303,395019710.1829801,359905236.8387469,324869361.924441,322169046.6373777,314384339.5961272,314384085.3198248,314384085.3198248,314384085.3198248,314384085.3198248
6,1027243876,117345532040.7709,70707680547.89403,41846928208.50111,17771480490.73229,3085156148.316844,97596868.95870368,66702874.36342417,57392163.38850839,16393067.65830172,16287503.19023292,16287389.47344656,16287389.47344656,16287389.47344656,16287389.47344656
7,1028243913,114308742663.1438,62753157688.96222,37848375719.59234,15255860864.31747,2930839366.921039,138714570.0112928,87135598.64252642,41483412.65410457,36882653.57937812,36210041.31026574,36210031.70039618,36210031.70039617,36210031.70039611,36210031.70039611
8,1029243950,111327039709.4785,66887116176.27322,41512219076.65736,17327981113.78343,3124922930.763393,99800871.67404523,51252612.22960236,40216172.01062693,36754500.89751472,36167338.64850533,36167159.29512583,36167159.29512583,36167159.29512583,36167159.29512583
9,1030243987,113069194838.8469,65653767035.15921,39148576146.18532,14965874011.04538,2522379147.836643,97136490.48514628,32414120.97972927,21061153.23811653,18925306.2039138,16584845.73214205,16584787.48742359,16584787.48742359,16584787.48742359,16584787.48742349
10,1031244024,113506436745.807,61126111271.39873,35129584486.66715,11518757356.06606,2496363099.775169,98352011.01947953,65446409.25901425,61471376.09794128,58934466.53801046,58406603.28481367,58406559.06516407,58406559.06516407,58406559.06516407,58406559.06516407
11,1032244061,112600581736.4029,64452839507.65889,37538805330.82739,15711651663.25064,3256828016.378961,110896394.7418471,46241435.63113786,34924346.3809706,33114127.0276063,32728637.50530837,32725999.39176685,32725998.68082102,32725998.68082102,32725998.68082102
12,1033244098,121368238648.2777,68274618543.59916,35924373988.01709,14800061462.02389,2544166423.669395,135585261.9849327,79038335.82020737,52256856.17666814,51102969.03804829,46634143.19125567,46634064.59488105,46634064.59488105,46634064.59488105,46634064.59488105
13,1034244135,115205469830.9389,65537451837.86741,41555580510.11411,15349587900.23489,3031297987.913374,100713881.6975016,60252917.45948886,28823778.99137107,25514917.29569773,24568065.43296181,24567890.8348681,24567890.8348681,24567890.8348681,24567890.8348681
14,1035244172,113932304702.0946,65887634660.83568,38181550181.77921,13796845184.34704,2301721173.304675,106802598.1539917,75885897.22894926,68250296.17507024,65699347.08094179,65553835.41316205,65553835.38874558,65553835.38874558,65553835.38874558,65553835.38874558
15,1036244209,103241923971.7683,64547607336.56554,43433848675.37602,17986804007.70191,3206594741.505645,196016049.3158442,140536369.3472777,126307218.8429626,112173650.3906969,111056680.5996406,111056498.0057441,111056498.0057441,111056498.0057441,111056498.0057441
