suite,dimension,n_blocks,algorithm,mean_rank,friedman_chi2,iman_davenport_F,p_value
cec2017,100,29,gsk,4.034483e+00,5.694089e+01,1.362000e+01,1.424078e-12
cec2017,100,29,agsk,4.827586e+00,5.694089e+01,1.362000e+01,1.424078e-12
cec2017,100,29,apgsk,5.896552e+00,5.694089e+01,1.362000e+01,1.424078e-12
cec2017,100,29,fdb-agsk,4.551724e+00,5.694089e+01,1.362000e+01,1.424078e-12
cec2017,100,29,atmals-gsk,3.655172e+00,5.694089e+01,1.362000e+01,1.424078e-12
cec2017,100,29,egsk,2.689655e+00,5.694089e+01,1.362000e+01,1.424078e-12
cec2017,100,29,dt-gsk,2.344828e+00,5.694089e+01,1.362000e+01,1.424078e-12
