suite,dimension,function,comparator,n_runs,a12,cliffs_delta,magnitude,availability
cec2017,100,1,gsk,51,1.000000e+00,1.000000e+00,large,ok
cec2017,100,1,agsk,51,6.831988e-01,3.663975e-01,medium,ok
cec2017,100,1,apgsk,51,1.000000e+00,1.000000e+00,large,ok
cec2017,100,1,fdb-agsk,51,3.744714e-01,-2.510573e-01,small,ok
cec2017,100,1,atmals-gsk,51,4.609765e-01,-7.804691e-02,negligible,ok
cec2017,100,1,egsk,51,8.931180e-01,7.862361e-01,large,ok
cec2017,100,3,gsk,51,1.000000e+00,1.000000e+00,large,ok
cec2017,100,3,agsk,51,1.000000e+00,1.000000e+00,large,ok
cec2017,100,3,apgsk,51,1.000000e+00,1.000000e+00,large,ok
cec2017,100,3,fdb-agsk,51,1.000000e+00,1.000000e+00,large,ok
cec2017,100,3,atmals-gsk,51,4.486736e-01,-1.026528e-01,negligible,ok
cec2017,100,3,egsk,51,0.000000e+00,-1.000000e+00,large,ok
cec2017,100,4,gsk,51,5.940023e-01,1.880046e-01,small,ok
cec2017,100,4,agsk,51,3.348712e-01,-3.302576e-01,medium,ok
cec2017,100,4,apgsk,51,5.643983e-01,1.287966e-01,small,ok
cec2017,100,4,fdb-agsk,51,5.740100e-01,1.480200e-01,small,ok
cec2017,100,4,atmals-gsk,51,4.913495e-01,-1.730104e-02,negligible,ok
cec2017,100,4,egsk,51,0.000000e+00,-1.000000e+00,large,ok
cec2017,100,5,gsk,51,7.062668e-01,4.125336e-01,medium,ok
cec2017,100,5,agsk,51,1.000000e+00,1.000000e+00,large,ok
cec2017,100,5,apgsk,51,1.000000e+00,1.000000e+00,large,ok
cec2017,100,5,fdb-agsk,51,1.000000e+00,1.000000e+00,large,ok
cec2017,100,5,atmals-gsk,51,9.992311e-01,9.984621e-01,large,ok
cec2017,100,5,egsk,51,4.863514e-01,-2.729719e-02,negligible,ok
cec2017,100,6,gsk,51,4.063822e-01,-1.872357e-01,small,ok
cec2017,100,6,agsk,51,1.000000e+00,1.000000e+00,large,ok
cec2017,100,6,apgsk,51,1.000000e+00,1.000000e+00,large,ok
cec2017,100,6,fdb-agsk,51,1.000000e+00,1.000000e+00,large,ok
cec2017,100,6,atmals-gsk,51,1.000000e+00,1.000000e+00,large,ok
cec2017,100,6,egsk,51,9.469435e-01,8.938870e-01,large,ok
cec2017,100,7,gsk,51,1.000000e+00,1.000000e+00,large,ok
cec2017,100,7,agsk,51,1.000000e+00,1.000000e+00,large,ok
cec2017,100,7,apgsk,51,1.000000e+00,1.000000e+00,large,ok
cec2017,100,7,fdb-agsk,51,1.000000e+00,1.000000e+00,large,ok
cec2017,100,7,atmals-gsk,51,9.992311e-01,9.984621e-01,large,ok
cec2017,100,7,egsk,51,7.531719e-01,5.063437e-01,large,ok
cec2017,100,8,gsk,51,7.327951e-01,4.655902e-01,large,ok
cec2017,100,8,agsk,51,1.000000e+00,1.000000e+00,large,ok
cec2017,100,8,apgsk,51,1.000000e+00,1.000000e+00,large,ok
cec2017,100,8,fdb-agsk,51,1.000000e+00,1.000000e+00,large,ok
cec2017,100,8,atmals-gsk,51,9.988466e-01,9.976932e-01,large,ok
cec2017,100,8,egsk,51,3.940792e-01,-2.118416e-01,small,ok
cec2017,100,9,gsk,51,9.980777e-01,9.961553e-01,large,ok
cec2017,100,9,agsk,51,1.000000e+00,1.000000e+00,large,ok
cec2017,100,9,apgsk,51,1.000000e+00,1.000000e+00,large,ok
cec2017,100,9,fdb-agsk,51,1.000000e+00,1.000000e+00,large,ok
cec2017,100,9,atmals-gsk,51,1.000000e+00,1.000000e+00,large,ok
cec2017,100,9,egsk,51,1.000000e+00,1.000000e+00,large,ok
cec2017,100,10,gsk,51,1.000000e+00,1.000000e+00,large,ok
