suite,dimension,function,comparator,test_level,n_pairs,statistic,p_raw,p_holm,outcome,availability,rank_biserial,w_plus,w_minus,n_zero,direction
cec2013,50,0,gsk,across_functions_funclevel,28,3.700000e+01,4.568309e-04,2.740986e-03,win,ok,7.891738e-01,3.700000e+01,3.140000e+02,2,favors_dt-gsk
cec2013,50,0,agsk,across_functions_funclevel,28,7.000000e+01,1.330738e-02,6.168735e-02,tie,ok,5.692308e-01,7.000000e+01,2.550000e+02,3,favors_dt-gsk
cec2013,50,0,apgsk,across_functions_funclevel,28,6.900000e+01,1.233747e-02,6.168735e-02,tie,ok,5.753846e-01,6.900000e+01,2.560000e+02,3,favors_dt-gsk
cec2013,50,0,fdb-agsk,across_functions_funclevel,28,7.300000e+01,1.663327e-02,6.168735e-02,tie,ok,5.507692e-01,7.300000e+01,2.520000e+02,3,favors_dt-gsk
cec2013,50,0,atmals-gsk,across_functions_funclevel,28,1.160000e+02,1.340085e-01,2.680169e-01,tie,ok,3.390313e-01,1.160000e+02,2.350000e+02,2,favors_dt-gsk
cec2013,50,0,egsk,across_functions_funclevel,28,1.560000e+02,4.349127e-01,4.349127e-01,tie,ok,1.746032e-01,1.560000e+02,2.220000e+02,1,favors_dt-gsk
