suite,dimension,function,algorithm,best,median,mean,worst,sd,source_path
cec2013,50,1,gsk,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,cec2013/gsk/gsk_cec2013_D50.csv
cec2013,50,1,agsk,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,cec2013/agsk/agsk_cec2013_D50.csv
cec2013,50,1,apgsk,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,cec2013/apgsk/apgsk_cec2013_D50.csv
cec2013,50,1,fdb-agsk,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,cec2013/fdb-agsk/fdb-agsk_cec2013_D50.csv
cec2013,50,1,atmals-gsk,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,cec2013/atmals-gsk/atmals-gsk_cec2013_D50.csv
cec2013,50,1,egsk,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,cec2013/egsk/egsk_cec2013_D50.csv
cec2013,50,1,dt-gsk,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,cec2013/dt-gsk/dt-gsk_cec2013_D50.csv
cec2013,50,2,gsk,9.402820e+04,2.240281e+05,2.358224e+05,5.800358e+05,9.179329e+04,cec2013/gsk/gsk_cec2013_D50.csv
cec2013,50,2,agsk,5.785863e+05,1.048506e+06,1.074208e+06,1.714021e+06,2.756262e+05,cec2013/agsk/agsk_cec2013_D50.csv
cec2013,50,2,apgsk,4.120929e+05,1.024138e+06,1.090185e+06,2.176169e+06,3.439130e+05,cec2013/apgsk/apgsk_cec2013_D50.csv
cec2013,50,2,fdb-agsk,5.462123e+05,1.227104e+06,1.244323e+06,2.101070e+06,3.506367e+05,cec2013/fdb-agsk/fdb-agsk_cec2013_D50.csv
cec2013,50,2,atmals-gsk,2.007952e+04,6.343289e+04,6.708839e+04,1.490562e+05,2.906007e+04,cec2013/atmals-gsk/atmals-gsk_cec2013_D50.csv
cec2013,50,2,egsk,2.005113e+04,6.518959e+04,6.774255e+04,1.771322e+05,2.813710e+04,cec2013/egsk/egsk_cec2013_D50.csv
cec2013,50,2,dt-gsk,4.497655e+04,1.057373e+05,1.187595e+05,2.891775e+05,5.644813e+04,cec2013/dt-gsk/dt-gsk_cec2013_D50.csv
cec2013,50,3,gsk,1.770031e-02,8.116045e+02,5.448626e+04,1.579572e+06,2.282050e+05,cec2013/gsk/gsk_cec2013_D50.csv
cec2013,50,3,agsk,2.256298e+06,3.865228e+07,5.811077e+07,2.779948e+08,5.510112e+07,cec2013/agsk/agsk_cec2013_D50.csv
cec2013,50,3,apgsk,1.178492e+06,1.076270e+07,2.095005e+07,9.156105e+07,2.440219e+07,cec2013/apgsk/apgsk_cec2013_D50.csv
cec2013,50,3,fdb-agsk,1.596811e+06,2.256201e+07,2.806922e+07,1.065346e+08,2.454235e+07,cec2013/fdb-agsk/fdb-agsk_cec2013_D50.csv
cec2013,50,3,atmals-gsk,2.582648e+02,3.516798e+05,1.431823e+06,1.043365e+07,2.304668e+06,cec2013/atmals-gsk/atmals-gsk_cec2013_D50.csv
cec2013,50,3,egsk,1.917187e+01,8.883896e+04,4.026069e+05,4.042080e+06,7.484840e+05,cec2013/egsk/egsk_cec2013_D50.csv
cec2013,50,3,dt-gsk,3.130599e+03,1.083184e+05,4.145294e+05,3.946250e+06,7.591314e+05,cec2013/dt-gsk/dt-gsk_cec2013_D50.csv
cec2013,50,4,gsk,5.255471e+02,9.973335e+02,1.094055e+03,2.077887e+03,3.366083e+02,cec2013/gsk/gsk_cec2013_D50.csv
cec2013,50,4,agsk,1.663890e+03,3.926391e+03,4.100397e+03,8.121377e+03,1.603892e+03,cec2013/agsk/agsk_cec2013_D50.csv
cec2013,50,4,apgsk,2.698193e+03,5.828791e+03,5.886935e+03,1.023999e+04,1.738971e+03,cec2013/apgsk/apgsk_cec2013_D50.csv
cec2013,50,4,fdb-agsk,3.712363e+02,1.407246e+03,1.478441e+03,3.215943e+03,6.725318e+02,cec2013/fdb-agsk/fdb-agsk_cec2013_D50.csv
