suite,dimension,n_blocks,algorithm,mean_rank,friedman_chi2,iman_davenport_F,p_value,tie_correction_C,n_tied_functions,friedman_chi2_uncorrected,iman_davenport_F_uncorrected,p_value_uncorrected
cec2013,10,28,gsk,5.875000e+00,4.010657e+01,8.467030e+00,5.321814e-08,9.215561e-01,4,3.696046e+01,7.615506e+00,3.264004e-07
cec2013,10,28,agsk,3.803571e+00,4.010657e+01,8.467030e+00,5.321814e-08,9.215561e-01,4,3.696046e+01,7.615506e+00,3.264004e-07
cec2013,10,28,apgsk,3.875000e+00,4.010657e+01,8.467030e+00,5.321814e-08,9.215561e-01,4,3.696046e+01,7.615506e+00,3.264004e-07
cec2013,10,28,fdb-agsk,3.946429e+00,4.010657e+01,8.467030e+00,5.321814e-08,9.215561e-01,4,3.696046e+01,7.615506e+00,3.264004e-07
cec2013,10,28,atmals-gsk,4.214286e+00,4.010657e+01,8.467030e+00,5.321814e-08,9.215561e-01,4,3.696046e+01,7.615506e+00,3.264004e-07
cec2013,10,28,egsk,3.875000e+00,4.010657e+01,8.467030e+00,5.321814e-08,9.215561e-01,4,3.696046e+01,7.615506e+00,3.264004e-07
cec2013,10,28,dt-gsk,2.410714e+00,4.010657e+01,8.467030e+00,5.321814e-08,9.215561e-01,4,3.696046e+01,7.615506e+00,3.264004e-07
