suite,dimension,function,comparator,test_level,n_pairs,statistic,p_raw,p_holm,outcome,availability,rank_biserial,w_plus,w_minus,n_zero,direction
cec2013,10,0,gsk,across_functions_funclevel,28,1.100000e+01,3.111720e-05,1.867032e-04,win,ok,9.373219e-01,1.100000e+01,3.400000e+02,2,favors_dt-gsk
cec2013,10,0,agsk,across_functions_funclevel,28,1.080000e+02,1.462313e-01,2.408991e-01,tie,ok,3.353846e-01,1.080000e+02,2.170000e+02,3,favors_dt-gsk
cec2013,10,0,apgsk,across_functions_funclevel,28,9.900000e+01,9.004967e-02,2.408991e-01,tie,ok,3.907692e-01,9.900000e+01,2.260000e+02,3,favors_dt-gsk
cec2013,10,0,fdb-agsk,across_functions_funclevel,28,9.700000e+01,8.029971e-02,2.408991e-01,tie,ok,4.030769e-01,9.700000e+01,2.280000e+02,3,favors_dt-gsk
cec2013,10,0,atmals-gsk,across_functions_funclevel,28,3.600000e+01,4.151434e-04,1.727458e-03,win,ok,7.948718e-01,3.600000e+01,3.150000e+02,2,favors_dt-gsk
cec2013,10,0,egsk,across_functions_funclevel,28,2.900000e+01,3.454915e-04,1.727458e-03,win,ok,8.215385e-01,2.900000e+01,2.960000e+02,3,favors_dt-gsk
