suite,dimension,function,comparator,n_runs,mean_diff,ci_low,ci_high,B,seed_scheme,availability
cec2017,100,1,gsk,51,-3.974237e+03,-4.845310e+03,-3.259289e+03,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2017,100,1,agsk,51,-3.602000e+01,-6.571007e+01,-1.862011e+01,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2017,100,1,apgsk,51,-3.947348e+03,-4.694008e+03,-3.304180e+03,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2017,100,1,fdb-agsk,51,4.844795e+00,-4.464352e-01,1.083371e+01,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2017,100,1,atmals-gsk,51,-4.493389e+02,-9.166504e+02,-1.911084e+02,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2017,100,1,egsk,51,-1.075029e+04,-4.626618e+04,-2.806621e+03,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2017,100,3,gsk,51,-1.120758e+05,-1.165956e+05,-1.074532e+05,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2017,100,3,agsk,51,-1.089975e+05,-1.151361e+05,-1.038127e+05,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2017,100,3,apgsk,51,-8.143367e+04,-8.477288e+04,-7.785394e+04,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2017,100,3,fdb-agsk,51,-5.466285e+04,-5.850427e+04,-5.172042e+04,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2017,100,3,atmals-gsk,51,-1.739315e+01,-5.643889e+01,4.193908e+00,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2017,100,3,egsk,51,2.326624e+01,1.614936e+01,3.801335e+01,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2017,100,4,gsk,51,-2.214070e+01,-4.132213e+01,-3.032534e+00,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2017,100,4,agsk,51,2.159498e+01,4.928080e+00,3.919868e+01,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2017,100,4,apgsk,51,-1.929227e+01,-4.107230e+01,4.226557e-01,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2017,100,4,fdb-agsk,51,-7.866240e+00,-2.543094e+01,9.748218e+00,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2017,100,4,atmals-gsk,51,6.087446e+00,-1.332942e+01,2.540151e+01,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
