suite,dimension,function,algorithm,best,median,mean,worst,sd,source_path
cec2017,100,1,gsk,9.161735e+01,3.652785e+03,3.985091e+03,1.416013e+04,2.867463e+03,cec2017/gsk/gsk_cec2017_D100.csv
cec2017,100,1,agsk,1.943695e-03,1.465139e+01,4.687331e+01,3.916651e+02,7.954335e+01,cec2017/agsk/agsk_cec2017_D100.csv
cec2017,100,1,apgsk,3.423390e+02,3.349742e+03,3.958201e+03,1.033358e+04,2.517229e+03,cec2017/apgsk/apgsk_cec2017_D100.csv
cec2017,100,1,fdb-agsk,2.847767e-03,1.217334e+00,6.008522e+00,7.687663e+01,1.211239e+01,cec2017/fdb-agsk/fdb-agsk_cec2017_D100.csv
cec2017,100,1,atmals-gsk,1.423006e-06,1.589152e+00,4.601922e+02,6.077215e+03,1.258631e+03,cec2017/atmals-gsk/atmals-gsk_cec2017_D100.csv
cec2017,100,1,egsk,0.000000e+00,2.412419e+02,1.076114e+04,3.746275e+05,5.264220e+04,cec2017/egsk/egsk_cec2017_D100.csv
cec2017,100,1,dt-gsk,4.214271e-04,5.049244e+00,1.085332e+01,6.630279e+01,1.653519e+01,cec2017/dt-gsk/dt-gsk_cec2017_D100.csv
cec2017,100,3,gsk,6.527937e+04,1.124148e+05,1.120990e+05,1.490070e+05,1.673230e+04,cec2017/gsk/gsk_cec2017_D100.csv
cec2017,100,3,agsk,6.662419e+04,1.074376e+05,1.090208e+05,1.662568e+05,2.083644e+04,cec2017/agsk/agsk_cec2017_D100.csv
cec2017,100,3,apgsk,5.509694e+04,8.122245e+04,8.145694e+04,1.084978e+05,1.277141e+04,cec2017/apgsk/apgsk_cec2017_D100.csv
cec2017,100,3,fdb-agsk,3.422064e+04,5.313893e+04,5.468612e+04,9.560935e+04,1.217073e+04,cec2017/fdb-agsk/fdb-agsk_cec2017_D100.csv
cec2017,100,3,atmals-gsk,4.130432e-02,8.070845e+00,4.065940e+01,5.367353e+02,9.586308e+01,cec2017/atmals-gsk/atmals-gsk_cec2017_D100.csv
cec2017,100,3,egsk,2.340010e-08,2.673390e-08,2.912687e-08,1.575752e-07,1.840386e-08,cec2017/egsk/egsk_cec2017_D100.csv
cec2017,100,3,dt-gsk,1.342925e+00,8.908044e+00,2.326624e+01,2.224367e+02,3.652638e+01,cec2017/dt-gsk/dt-gsk_cec2017_D100.csv
cec2017,100,4,gsk,7.710348e+01,2.161004e+02,2.070861e+02,2.962535e+02,4.811768e+01,cec2017/gsk/gsk_cec2017_D100.csv
cec2017,100,4,agsk,7.427896e+01,1.552334e+02,1.633505e+02,2.399232e+02,4.179834e+01,cec2017/agsk/agsk_cec2017_D100.csv
cec2017,100,4,apgsk,1.185827e+02,2.141535e+02,2.042377e+02,3.467753e+02,5.065160e+01,cec2017/apgsk/apgsk_cec2017_D100.csv
cec2017,100,4,fdb-agsk,7.865538e+01,1.815045e+02,1.928117e+02,2.901678e+02,4.562119e+01,cec2017/fdb-agsk/fdb-agsk_cec2017_D100.csv
cec2017,100,4,atmals-gsk,8.167491e+01,1.646921e+02,1.788580e+02,2.755144e+02,4.852049e+01,cec2017/atmals-gsk/atmals-gsk_cec2017_D100.csv
cec2017,100,4,egsk,1.895760e-08,3.986624e+00,2.266935e+00,3.988020e+00,1.994113e+00,cec2017/egsk/egsk_cec2017_D100.csv
cec2017,100,4,dt-gsk,8.463005e+01,1.722462e+02,1.849454e+02,2.919554e+02,4.863967e+01,cec2017/dt-gsk/dt-gsk_cec2017_D100.csv
cec2017,100,5,gsk,6.467232e+01,7.614292e+02,5.015607e+02,8.120988e+02,3.388197e+02,cec2017/gsk/gsk_cec2017_D100.csv
cec2017,100,5,agsk,6.218442e+02,7.275482e+02,7.243729e+02,8.447162e+02,4.714219e+01,cec2017/agsk/agsk_cec2017_D100.csv
cec2017,100,5,apgsk,6.986563e+02,7.686510e+02,7.729325e+02,8.517345e+02,3.832958e+01,cec2017/apgsk/apgsk_cec2017_D100.csv
cec2017,100,5,fdb-agsk,5.891775e+02,6.926284e+02,6.836358e+02,7.679591e+02,4.638958e+01,cec2017/fdb-agsk/fdb-agsk_cec2017_D100.csv
cec2017,100,5,atmals-gsk,1.512361e+02,4.589161e+02,4.150882e+02,6.599579e+02,1.447370e+02,cec2017/atmals-gsk/atmals-gsk_cec2017_D100.csv
cec2017,100,5,egsk,7.064206e+01,1.104403e+02,1.120206e+02,1.532235e+02,1.822827e+01,cec2017/egsk/egsk_cec2017_D100.csv
cec2017,100,5,dt-gsk,7.681259e+01,1.136604e+02,1.123422e+02,1.625477e+02,1.832531e+01,cec2017/dt-gsk/dt-gsk_cec2017_D100.csv
cec2017,100,6,gsk,1.273403e-05,8.458594e-05,2.787221e-03,3.034621e-02,6.200146e-03,cec2017/gsk/gsk_cec2017_D100.csv
cec2017,100,6,agsk,4.698528e-03,1.799444e-02,2.227803e-02,6.977247e-02,1.509882e-02,cec2017/agsk/agsk_cec2017_D100.csv
cec2017,100,6,apgsk,3.409822e-02,2.385373e-01,4.024009e-01,3.542745e+00,5.348852e-01,cec2017/apgsk/apgsk_cec2017_D100.csv
cec2017,100,6,fdb-agsk,1.010197e-03,1.331644e-02,1.621800e-02,5.049453e-02,1.139049e-02,cec2017/fdb-agsk/fdb-agsk_cec2017_D100.csv
