suite,dimension,n_blocks,k,q_alpha_005,critical_difference,algorithm,mean_rank
cec2017,30,29,7,2.949000e+00,1.672993e+00,gsk,4.500000e+00
cec2017,30,29,7,2.949000e+00,1.672993e+00,agsk,4.689655e+00
cec2017,30,29,7,2.949000e+00,1.672993e+00,apgsk,5.413793e+00
cec2017,30,29,7,2.949000e+00,1.672993e+00,fdb-agsk,4.413793e+00
cec2017,30,29,7,2.949000e+00,1.672993e+00,atmals-gsk,4.189655e+00
cec2017,30,29,7,2.949000e+00,1.672993e+00,egsk,2.293103e+00
cec2017,30,29,7,2.949000e+00,1.672993e+00,dt-gsk,2.500000e+00
