suite,dimension,n_blocks,k,q_alpha_005,critical_difference,algorithm,mean_rank
cec2017,100,29,7,2.949000e+00,1.672993e+00,gsk,4.034483e+00
cec2017,100,29,7,2.949000e+00,1.672993e+00,agsk,4.827586e+00
cec2017,100,29,7,2.949000e+00,1.672993e+00,apgsk,5.896552e+00
cec2017,100,29,7,2.949000e+00,1.672993e+00,fdb-agsk,4.551724e+00
cec2017,100,29,7,2.949000e+00,1.672993e+00,atmals-gsk,3.655172e+00
cec2017,100,29,7,2.949000e+00,1.672993e+00,egsk,2.689655e+00
cec2017,100,29,7,2.949000e+00,1.672993e+00,dt-gsk,2.344828e+00
