suite,dimension,function,algorithm,checkpoint_nfes,mean_error,n_runs,availability
cec2017,10,3,dt-gsk,2000,3.242794e+03,51,ok
cec2017,10,3,dt-gsk,3000,1.285070e+03,51,ok
cec2017,10,3,dt-gsk,5000,1.696956e+02,51,ok
cec2017,10,3,dt-gsk,10000,1.135509e+00,51,ok
cec2017,10,3,dt-gsk,20000,1.133659e-04,51,ok
cec2017,10,3,dt-gsk,30000,2.673657e-08,51,ok
cec2017,10,3,dt-gsk,40000,0.000000e+00,51,ok
cec2017,10,3,dt-gsk,50000,0.000000e+00,51,ok
cec2017,10,3,dt-gsk,60000,0.000000e+00,51,ok
cec2017,10,3,dt-gsk,70000,0.000000e+00,51,ok
cec2017,10,3,dt-gsk,80000,0.000000e+00,51,ok
cec2017,10,3,dt-gsk,90000,0.000000e+00,51,ok
cec2017,10,3,dt-gsk,100000,0.000000e+00,51,ok
cec2017,10,4,gsk,1000,3.948896e+02,51,ok
cec2017,10,4,gsk,2000,1.150326e+02,51,ok
cec2017,10,4,gsk,3000,5.575014e+01,51,ok
cec2017,10,4,gsk,5000,1.602617e+01,51,ok
cec2017,10,4,gsk,10000,6.561925e+00,51,ok
cec2017,10,4,gsk,20000,2.794289e+00,51,ok
cec2017,10,4,gsk,30000,1.967782e-01,51,ok
cec2017,10,4,gsk,40000,2.884463e-03,51,ok
cec2017,10,4,gsk,50000,5.225329e-05,51,ok
cec2017,10,4,gsk,60000,1.668593e-06,51,ok
cec2017,10,4,gsk,70000,4.165317e-08,51,ok
cec2017,10,4,gsk,80000,0.000000e+00,51,ok
cec2017,10,4,gsk,90000,0.000000e+00,51,ok
cec2017,10,4,gsk,100000,0.000000e+00,51,ok
cec2017,10,4,agsk,1000,1.161323e+03,51,ok
cec2017,10,4,agsk,2000,7.696372e+02,51,ok
cec2017,10,4,agsk,3000,5.397506e+02,51,ok
cec2017,10,4,agsk,5000,2.736668e+02,51,ok
cec2017,10,4,agsk,10000,7.826954e+01,51,ok
cec2017,10,4,agsk,20000,8.186137e+00,51,ok
cec2017,10,4,agsk,30000,2.665253e+00,51,ok
cec2017,10,4,agsk,40000,3.299502e-01,51,ok
cec2017,10,4,agsk,50000,4.220761e-02,51,ok
cec2017,10,4,agsk,60000,3.157074e-03,51,ok
cec2017,10,4,agsk,70000,5.956037e-05,51,ok
cec2017,10,4,agsk,80000,2.301265e-08,51,ok
cec2017,10,4,agsk,90000,0.000000e+00,51,ok
cec2017,10,4,agsk,100000,0.000000e+00,51,ok
cec2017,10,4,apgsk,1000,1.187991e+03,51,ok
cec2017,10,4,apgsk,2000,7.957759e+02,51,ok
cec2017,10,4,apgsk,3000,5.084410e+02,51,ok
cec2017,10,4,apgsk,5000,2.829943e+02,51,ok
cec2017,10,4,apgsk,10000,8.181504e+01,51,ok
cec2017,10,4,apgsk,20000,1.176761e+01,51,ok
cec2017,10,4,apgsk,30000,6.306504e+00,51,ok
cec2017,10,4,apgsk,40000,3.998909e+00,51,ok
cec2017,10,4,apgsk,50000,2.835414e+00,51,ok
cec2017,10,4,apgsk,60000,1.026353e+00,51,ok
cec2017,10,4,apgsk,70000,2.279250e-01,51,ok
cec2017,10,4,apgsk,80000,4.765004e-03,51,ok
cec2017,10,4,apgsk,90000,1.765535e-09,51,ok
cec2017,10,4,apgsk,100000,0.000000e+00,51,ok
cec2017,10,4,fdb-agsk,1000,1.225240e+03,51,ok
cec2017,10,4,fdb-agsk,2000,8.071639e+02,51,ok
cec2017,10,4,fdb-agsk,3000,5.249910e+02,51,ok
cec2017,10,4,fdb-agsk,5000,2.323277e+02,51,ok
cec2017,10,4,fdb-agsk,10000,6.996457e+01,51,ok
cec2017,10,4,fdb-agsk,20000,8.067886e+00,51,ok
cec2017,10,4,fdb-agsk,30000,2.594899e+00,51,ok
cec2017,10,4,fdb-agsk,40000,7.544190e-01,51,ok
cec2017,10,4,fdb-agsk,50000,2.406005e-01,51,ok
cec2017,10,4,fdb-agsk,60000,7.806420e-02,51,ok
cec2017,10,4,fdb-agsk,70000,1.202289e-02,51,ok
cec2017,10,4,fdb-agsk,80000,1.714064e-03,51,ok
cec2017,10,4,fdb-agsk,90000,3.399296e-05,51,ok
cec2017,10,4,fdb-agsk,100000,1.204807e-06,51,ok
cec2017,10,4,atmals-gsk,1000,2.647352e+02,51,ok
cec2017,10,4,atmals-gsk,2000,9.254741e+01,51,ok
cec2017,10,4,atmals-gsk,3000,4.448614e+01,51,ok
cec2017,10,4,atmals-gsk,5000,1.429412e+01,51,ok
cec2017,10,4,atmals-gsk,10000,6.026827e+00,51,ok
cec2017,10,4,atmals-gsk,20000,1.737603e+00,51,ok
cec2017,10,4,atmals-gsk,30000,3.569858e-02,51,ok
cec2017,10,4,atmals-gsk,40000,9.655472e-05,51,ok
cec2017,10,4,atmals-gsk,50000,7.679788e-07,51,ok
cec2017,10,4,atmals-gsk,60000,2.618236e-09,51,ok
cec2017,10,4,atmals-gsk,70000,0.000000e+00,51,ok
cec2017,10,4,atmals-gsk,80000,0.000000e+00,51,ok
cec2017,10,4,atmals-gsk,90000,0.000000e+00,51,ok
cec2017,10,4,atmals-gsk,100000,0.000000e+00,51,ok
cec2017,10,4,egsk,1000,4.081910e+02,51,ok
cec2017,10,4,egsk,2000,1.210844e+02,51,ok
cec2017,10,4,egsk,3000,4.622160e+01,51,ok
cec2017,10,4,egsk,5000,1.309386e+01,51,ok
cec2017,10,4,egsk,10000,5.968222e+00,51,ok
cec2017,10,4,egsk,20000,1.524722e+00,51,ok
cec2017,10,4,egsk,30000,4.692507e-03,51,ok
cec2017,10,4,egsk,40000,8.868195e-07,51,ok
cec2017,10,4,egsk,50000,0.000000e+00,51,ok
cec2017,10,4,egsk,60000,0.000000e+00,51,ok
cec2017,10,4,egsk,70000,0.000000e+00,51,ok
cec2017,10,4,egsk,80000,0.000000e+00,51,ok
cec2017,10,4,egsk,90000,0.000000e+00,51,ok
cec2017,10,4,egsk,100000,0.000000e+00,51,ok
cec2017,10,4,dt-gsk,1000,1.779824e+02,51,ok
cec2017,10,4,dt-gsk,2000,3.926617e+01,51,ok
cec2017,10,4,dt-gsk,3000,1.284603e+01,51,ok
cec2017,10,4,dt-gsk,5000,5.355527e+00,51,ok
cec2017,10,4,dt-gsk,10000,3.412393e+00,51,ok
cec2017,10,4,dt-gsk,20000,4.188861e-01,51,ok
cec2017,10,4,dt-gsk,30000,6.431604e-05,51,ok
