suite,dimension,function,comparator,n_runs,a12,cliffs_delta,magnitude,availability
cec2017,50,1,gsk,51,1.000000e+00,1.000000e+00,large,ok
cec2017,50,1,agsk,51,7.854671e-01,5.709343e-01,large,ok
cec2017,50,1,apgsk,51,9.938485e-01,9.876970e-01,large,ok
cec2017,50,1,fdb-agsk,51,4.148404e-01,-1.703191e-01,small,ok
cec2017,50,1,atmals-gsk,51,0.000000e+00,-1.000000e+00,large,ok
cec2017,50,1,egsk,51,7.020377e-01,4.040754e-01,medium,ok
cec2017,50,3,gsk,51,1.000000e+00,1.000000e+00,large,ok
cec2017,50,3,agsk,51,1.000000e+00,1.000000e+00,large,ok
cec2017,50,3,apgsk,51,1.000000e+00,1.000000e+00,large,ok
cec2017,50,3,fdb-agsk,51,1.000000e+00,1.000000e+00,large,ok
cec2017,50,3,atmals-gsk,51,7.406767e-01,4.813533e-01,large,ok
cec2017,50,3,egsk,51,3.823529e-01,-2.352941e-01,small,ok
cec2017,50,4,gsk,51,5.686275e-01,1.372549e-01,small,ok
cec2017,50,4,agsk,51,2.660515e-01,-4.678970e-01,large,ok
cec2017,50,4,apgsk,51,4.961553e-01,-7.689350e-03,negligible,ok
cec2017,50,4,fdb-agsk,51,5.328720e-01,6.574394e-02,negligible,ok
cec2017,50,4,atmals-gsk,51,2.929642e-01,-4.140715e-01,medium,ok
cec2017,50,4,egsk,51,1.034218e-01,-7.931565e-01,large,ok
cec2017,50,5,gsk,51,1.000000e+00,1.000000e+00,large,ok
cec2017,50,5,agsk,51,1.000000e+00,1.000000e+00,large,ok
cec2017,50,5,apgsk,51,1.000000e+00,1.000000e+00,large,ok
cec2017,50,5,fdb-agsk,51,1.000000e+00,1.000000e+00,large,ok
cec2017,50,5,atmals-gsk,51,1.000000e+00,1.000000e+00,large,ok
cec2017,50,5,egsk,51,4.194541e-01,-1.610919e-01,small,ok
cec2017,50,6,gsk,51,0.000000e+00,-1.000000e+00,large,ok
cec2017,50,6,agsk,51,8.961938e-01,7.923875e-01,large,ok
cec2017,50,6,apgsk,51,9.323337e-01,8.646674e-01,large,ok
cec2017,50,6,fdb-agsk,51,6.028451e-01,2.056901e-01,small,ok
cec2017,50,6,atmals-gsk,51,9.615532e-01,9.231065e-01,large,ok
cec2017,50,6,egsk,51,2.268358e-02,-9.546328e-01,large,ok
cec2017,50,7,gsk,51,1.000000e+00,1.000000e+00,large,ok
cec2017,50,7,agsk,51,1.000000e+00,1.000000e+00,large,ok
cec2017,50,7,apgsk,51,1.000000e+00,1.000000e+00,large,ok
cec2017,50,7,fdb-agsk,51,9.992311e-01,9.984621e-01,large,ok
cec2017,50,7,atmals-gsk,51,9.496348e-01,8.992695e-01,large,ok
cec2017,50,7,egsk,51,6.455210e-01,2.910419e-01,medium,ok
cec2017,50,8,gsk,51,1.000000e+00,1.000000e+00,large,ok
cec2017,50,8,agsk,51,1.000000e+00,1.000000e+00,large,ok
cec2017,50,8,apgsk,51,1.000000e+00,1.000000e+00,large,ok
cec2017,50,8,fdb-agsk,51,1.000000e+00,1.000000e+00,large,ok
cec2017,50,8,atmals-gsk,51,9.953864e-01,9.907728e-01,large,ok
cec2017,50,8,egsk,51,5.159554e-01,3.191080e-02,negligible,ok
cec2017,50,9,gsk,51,2.991157e-01,-4.017686e-01,medium,ok
cec2017,50,9,agsk,51,1.000000e+00,1.000000e+00,large,ok
cec2017,50,9,apgsk,51,1.000000e+00,1.000000e+00,large,ok
cec2017,50,9,fdb-agsk,51,1.000000e+00,1.000000e+00,large,ok
cec2017,50,9,atmals-gsk,51,9.596309e-01,9.192618e-01,large,ok
cec2017,50,9,egsk,51,6.114956e-01,2.229912e-01,small,ok
cec2017,50,10,gsk,51,1.000000e+00,1.000000e+00,large,ok
cec2017,50,10,agsk,51,1.000000e+00,1.000000e+00,large,ok
cec2017,50,10,apgsk,51,8.792772e-01,7.585544e-01,large,ok
cec2017,50,10,fdb-agsk,51,9.988466e-01,9.976932e-01,large,ok
cec2017,50,10,atmals-gsk,51,7.504806e-01,5.009612e-01,large,ok
cec2017,50,10,egsk,51,1.000000e+00,1.000000e+00,large,ok
cec2017,50,11,gsk,51,1.687812e-01,-6.624375e-01,large,ok
cec2017,50,11,agsk,51,1.000000e+00,1.000000e+00,large,ok
cec2017,50,11,apgsk,51,1.000000e+00,1.000000e+00,large,ok
cec2017,50,11,fdb-agsk,51,9.992311e-01,9.984621e-01,large,ok
cec2017,50,11,atmals-gsk,51,9.907728e-01,9.815456e-01,large,ok
cec2017,50,11,egsk,51,2.360631e-01,-5.278739e-01,large,ok
cec2017,50,12,gsk,51,3.894656e-01,-2.210688e-01,small,ok
cec2017,50,12,agsk,51,9.765475e-01,9.530950e-01,large,ok
cec2017,50,12,apgsk,51,9.976932e-01,9.953864e-01,large,ok
cec2017,50,12,fdb-agsk,51,9.865436e-01,9.730873e-01,large,ok
cec2017,50,12,atmals-gsk,51,3.733180e-01,-2.533641e-01,small,ok
cec2017,50,12,egsk,51,9.088812e-01,8.177624e-01,large,ok
cec2017,50,13,gsk,51,9.011918e-01,8.023837e-01,large,ok
cec2017,50,13,agsk,51,8.619762e-01,7.239523e-01,large,ok
cec2017,50,13,apgsk,51,8.715879e-01,7.431757e-01,large,ok
cec2017,50,13,fdb-agsk,51,8.450596e-01,6.901192e-01,large,ok
cec2017,50,13,atmals-gsk,51,6.466744e-01,2.933487e-01,medium,ok
cec2017,50,13,egsk,51,2.160707e-01,-5.678585e-01,large,ok
